AAN,ACIW,ACLS,ACXM,ADBE,ADI,ADP,ADSK,AGYS,AMD,ARRS,ASGN,ATU,ATVI,AVID,AZPN,BBOX,BBSI,BCOR,BHE,BLKB,CA,CACI,CALD,CAMP,CCMP,CCRN,CDNS,CERN,CEVA,CHKP,CMTL,CPSI,CRAY,CREE,CRM,CRUS,CSGS,CTG,CTSH,CTXS,CVG,CW,DDD,DIOD,DMRC,DOV,DOX,DSPG,EA,EFII,EPAY,ETN,FISV,FNSR,FORM,GHM,HHS,HSII,HSTM,IDTI,INTC,IPG,ITW,IVAC,JBL,JCOM,JKHY,JNPR,KAI,KELYA,KFRC,KFY,LECO,LPSN,LRCX,MAN,MCHP,MDCA,MDRX,MGRC,MIND,MOSY,MPWR,MRVL,MSCC,MSFT,MU,MXIM,NATI,NSP,NTAP,NTCT,NUAN,NVDA,NVEC,OCLR,OMC,OMCL,ORCL,PDFS,PEGA,PLAB,PLUS,PLXS,PNR,POWI,PRFT,PRGS,QCOM,QSII,RCII,RHI,RHT,RMBS,RSYS,SANM,SCSC,SGMS,SIGM,SLAB,SMTC,SNPS,SNX,SONS,SPA,SPRT,STX,SXI,SYNA,SYNT,TBI,TECD,TNC,TTEC,TTWO,TWIN,TXN,TZOO,UIS,UTEK,VDSI,VECO,VRNT,VRSN,VSAT,XLNX,YHOO,ZBRA
19.59732891,9.11,13.32,17.81,29.18,32.120928,40.08587312,39.39,6.02,8.24,11.02,8.43,27.01726764,11.31561551,18.27,13.2,34.98351156,15.17706841,8.07,17.86,24.80763592,20.47091247,52.85,4.79,3.07,29.31726517,8.97,8.3,24.015,20.3,45.64,21.71110156,37.84609856,7.19,67.26,33.5525,16.11,17.99721468,10.30804025,36.15,55.09138395,12.40442535,31.73942082,20.86666667,27.33,29.56107126,34.44172502,24.89872143,8.32,15.85,14.48,20.35,41.25652831,29.47,29.85,8.93,18.564313,10.00689402,24.16685881,6.97,6.72,17.23957225,9.274973307,45.23061564,14.4,16.04117071,26.30671934,27.17824591,35.41021255,21.70400729,18.10395489,14.80869507,22.74551751,29.66514535,11.75,50.03640637,58.25149664,27.65419598,8.996239035,19.52,21.62457807,10.49,55.6,14.91375291,17.26385471,23.32,23.44179383,8.115,19.40871126,22.04195734,25.6505493,51.04248633,23.41,18.27,13.30336397,50.49008316,12.43,39.86550986,14.5,29.41722439,4.88,18.20051438,5.97,11.54352941,28.51,32.11913363,38.92268826,11.69,27.49967535,42.66793878,30.95033958,26.67112959,26.99183097,47.92,19.66,9.11,11.12,33.01,9.59,13.75,46.05,23.18,27.1,31.09431049,13,8.2,21.12,11.06460392,29.41129887,30.48,24.17,18.76,42.82,34.73176897,19.88096167,12.85,26.01179087,27.67524868,42.11,25.6,20.69,8.59,41.76,31.67,31.61976999,44.1,24.01929327,16.281,38.3
19.8527327,9.286666667,14.72,18.14,30.93,32.51473468,40.15443993,39.65,6.16,8.14,11.08,8.65,27.39527065,11.33415051,18.76,13.18,34.86857963,14.71173377,8.17,18.11,24.92774738,20.40490388,52.9,4.82,3.13,29.26217048,9.19,8.38,24,21.08,45.78,21.97231085,38.28589552,7.31,66.35,34.7575,16.22,18.22660032,10.38186686,36.425,55.7872246,12.50803103,31.82507443,22.1,27.86,28.97579851,34.66094945,25.09625568,8.42,15.93,14.72,20.87,41.71797419,29.735,29.4,9,18.92313492,10.100782,24.78432291,6.95,6.64,17.13400727,9.465852084,45.53953277,14.7,17.75792114,26.57946459,27.32605418,36.00373328,22.36456403,18.35643773,14.74742979,22.89232592,29.89517764,11.47,50.47818654,59.10440018,28.16903474,9.046372875,19.48,21.64929187,10.55,56,14.93222195,17.2819795,23.75,23.66095479,8.14,19.33516246,22.1656562,25.93496288,51.00559926,23.97,18.38,13.82397081,51.66322182,12.5,39.91675087,14.89,29.49616564,4.93,18.28386803,5.98,11.68470588,29.69,32.75393397,39.12376488,11.98,27.2154239,43.14260234,31.20417438,26.67964256,27.42790077,47.88,19.61,9.03,11.81,33.24,9.81,13.72,46.24,23.32,27.24,31.31072138,13,8.25,20.4,11.11732838,29.78799531,29.87,24.265,19,43.63,34.98965534,20.01713264,12.56,26.89686255,27.7694113,43.82,25.85,21.13,8.59,40.36,31.39,31.4252153,44.08,24.25854628,16.6,38.37
19.61697536,9.206666667,14.4,18.15,30.65,32.17229409,40.20586504,39.62,6.01,8.11,11.06,8.73,27.20626915,11.62144296,18.04,12.85,34.77132953,14.63119508,8.27,18.15,24.84459329,20.33889529,53.04,4.88,3.18,29.18641527,9.07,8.42,23.905,20.59,45.9,21.6342753,37.72829581,7.29,66.82,33.8825,16.26,18.15013844,10.16961536,36.41,54.74746271,12.58338061,31.93927924,22.6,27.55,29.15809658,35.57699443,25.31260271,8.28,15.98,14.71,20.83,41.72614137,29.5,28.98,8.96,19.12143125,10.03819001,25.05017551,7,6.7,16.96347924,9.353060079,46.01148949,14.74,18.26658794,26.95778864,27.24291203,36.28134781,22.44005623,18.36578895,14.65990795,23.15658108,30.17031431,11.46,50.6222453,58.73238906,28.06279817,9.458584447,19.37,21.64929187,10.67,55.9,14.87681482,17.10979407,23.01,23.75999869,8.28,19.35967873,22.23045083,25.96162665,50.76583329,23.64,18.27,13.97271562,51.70834254,12.35,39.83134918,15.05,29.40329358,4.85,17.95535659,5.98,11.67058824,30.63,32.18085033,39.02801411,13,28.67634415,43.14260234,30.81029279,27.13934285,27.47239769,46.7,19.64,9.11,11.68,32.92,9.91,13.79,46.93,23.32,27.25,31.24186337,12.95,8.24,20.55,11.18511697,30.80217803,30.02,24.165,18.61,43.66,35.11859853,19.7642437,12.57,26.94344527,27.79509201,41.57,25.8,20.3,8.64,41.51,31.54,31.13801551,44.11,24.46362029,16.6325,38.54
19.7250308,9.116666667,14.08,18.17,30.85,32.24934322,39.87160183,39.31,6.07,8.04,11.07,8.73,26.95758296,11.53803547,17.84,12.79,34.85089779,14.35378404,8.25,18.23,24.77067855,20.35539744,53.01,4.83,3.12,29.17952843,8.92,8.29,23.7875,20.57,45.85,21.43452702,37.86965911,7.24,67.96,33.86,16.12,18.1119075,9.966592185,36.415,54.92342241,12.55512452,31.78700616,21.56,27.72,28.64958091,35.4125761,25.38785385,8.45,15.94,14.61,20.67,41.43620635,29.34,29.03,8.81,19.47081048,9.952126029,25.37605934,7,6.71,16.92287732,9.335707463,45.87419299,14.51,18.1030879,26.64985046,27.21519798,35.42935838,22.44005623,18.32838408,14.65115576,23.03913434,30.06206382,11.42,50.04601029,58.31501073,27.98107773,9.441873167,19.32,21.96233338,10.67,58.8,14.98762908,17.15510602,23.05,23.85482795,7.94,19.3760229,22.20099873,25.78386817,50.52606732,23.6,18.28,13.87045356,52.25881529,12.4,39.53244326,15.01,29.29184711,4.88,17.94555028,6,11.44941176,30.55,32.23375036,39.28654119,12.87,28.64990215,42.66793878,30.94158665,27.81186734,27.49909584,46.51,19.57,9.04,11.55,32.97,9.87,13.88,46.45,23.06,27.24,31.23202651,13,8.24,20.43,11.14745664,30.55104707,29.52,24.015,18.63,43.41,35.05412694,19.84205568,12.41,26.7384813,27.7009294,41.35,25.91,20.19,8.53,43.24,31.52,30.91566729,43.66,24.63451529,16.72,38.49
19.83308625,9.091666667,14.14,18.115,30.9,32.44196606,39.89302896,39.22,6.055,8.045,11.14,8.775,26.93271434,11.58437296,17.85,12.74,34.9790911,14.33588655,8.33,18.28,24.73834085,20.38840173,53.115,4.835,3.095,29.32759543,8.915,8.3,23.87375,20.565,45.885,21.35770076,37.82253801,7.195,67.435,33.68125,16.125,18.17403278,10.09578875,36.48,55.08738486,12.52686843,31.87265977,21.69666667,27.705,29.06215023,35.3421111,25.39726025,8.47,16.035,14.67,20.915,41.46887509,29.405,29.41,8.885,19.59356535,10.02254202,25.46181825,6.98,6.775,16.92287732,9.305340385,45.90851711,14.615,18.18483792,26.49588137,27.24291203,35.46286358,22.43533797,18.35643773,14.65990795,23.05381518,30.0598086,11.375,50.28610821,58.15168878,28.13226054,9.43630274,19.24,21.92114371,10.715,58.4,15.00148087,17.05995092,23.035,23.75789137,7.875,19.40053917,22.25401252,25.71720873,50.63211765,23.57,18.325,13.90763976,52.04674792,12.405,39.4385014,15.015,29.34757035,4.88,18.00683973,6,11.30823529,30.71,32.24697537,39.1764278,12.82,28.64990215,42.74129588,30.95690427,27.62883853,27.49019646,46.315,19.78,9.085,11.6,33.005,9.845,13.94,46.5,23.135,27.225,31.2467818,13.025,8.23,19.98,11.23407539,30.80217803,29.535,24.025,18.62,43.55,35.16004456,19.89555142,12.43,26.82698847,27.70948963,41.415,26.04,20.2,8.53,43.245,31.53,30.81838994,44.15,24.7028733,16.6,38.455
19.9411417,9.066666667,14.2,18.06,30.95,32.63458889,39.91445608,39.13,6.04,8.05,11.21,8.82,26.90784572,11.63071046,17.86,12.69,35.10728441,14.31798907,8.41,18.33,24.70600314,20.42140603,53.22,4.84,3.07,29.47566243,8.91,8.31,23.96,20.56,45.92,21.2808745,37.77541691,7.15,66.91,33.5025,16.13,18.23615805,10.22498532,36.545,55.25134732,12.49861233,31.95831338,21.83333333,27.69,29.47471954,35.2716461,25.40666664,8.49,16.13,14.73,21.16,41.50154382,29.47,29.79,8.96,19.71632022,10.092958,25.54757715,6.96,6.84,16.92287732,9.274973307,45.94284124,14.72,18.26658794,26.34191227,27.27062608,35.49636878,22.43061971,18.38449138,14.66866013,23.06849603,30.05755338,11.33,50.52620613,57.98836683,28.28344335,9.430732314,19.16,21.87995404,10.76,58,15.01533265,16.96479581,23.02,23.66095479,7.81,19.42505544,22.30702631,25.6505493,50.73816799,23.54,18.37,13.94482597,51.83468055,12.41,39.34455954,15.02,29.40329358,4.88,18.06812917,6,11.16705882,30.87,32.26020037,39.06631441,12.77,28.64990215,42.81465297,30.97222189,27.44580971,27.48129707,46.12,19.99,9.13,11.65,33.04,9.82,14,46.55,23.21,27.21,31.26153708,13.05,8.22,19.53,11.32069414,31.05330899,29.55,24.035,18.61,43.69,35.26596218,19.94904716,12.45,26.91549564,27.71804987,41.48,26.17,20.21,8.53,43.25,31.54,30.7211126,44.64,24.7712313,16.48,38.42
19.66609147,9.133333333,13.8,17.75,30.92,32.14661104,39.88017268,39.01,5.93,8.09,11.24,8.62,26.70889677,11.55657047,17.96,12.63,35.01887523,14.54170765,8.33,18.21,24.39186548,20.22338027,53.09,4.83,3.12,29.13820741,8.85,8.26,24.0025,20.4,45.83,21.06576096,37.80683098,7.04,66.84,33.33,16,18.27438899,10.16961536,36.575,54.78745355,12.47977494,31.91072804,21.44,27.13,29.14850194,35.37342888,25.46310499,8.46,16.15,14.72,22.53,41.39537043,29.525,28.83,8.99,19.55579462,9.952126029,25.20454154,6.91,6.73,16.95535885,9.21423915,46.10588083,14.35,18.18483792,26.2715264,27.26138806,35.41978546,22.75146155,17.92628178,14.45860772,22.83360256,30.00342814,11.2,50.30531604,57.36229934,28.12000248,9.464154873,19.2,21.78109882,10.98,57.3,15.18155405,16.81073517,22.88,23.61037919,7.76,19.35150664,22.25401252,25.9794025,50.45229318,23.31,18.23,13.88904666,50.50813144,12.5,39.31893903,14.87,29.31970873,4.89,18.03380708,5.96,11.19529412,30.52,32.40126711,38.95141349,12.75,28.53752367,43.03040913,31.05099821,27.38621893,27.57029091,46.07,19.94,9.06,11.45,32.64,9.65,14.09,46.13,22.97,27.1,31.26153708,13,8.24,18.99,11.47133545,31.17887447,29.39,23.88,18.34,43.58,35.75410425,20.13385062,12.39,27.29747394,27.59820654,41.2,26.03,19.86,8.44,43.59,31.69,30.51729339,44.44,24.8054103,16.43,38.25
19.92149526,9.203333333,13.92,17.76,30.97,32.22366018,39.82874757,39.23,5.95,8.08,11.11,8.52,26.59947484,11.63071046,17.92,12.82,35.13380716,14.38957901,8.4,18.1,24.47501957,20.305891,53.35,4.94,3.12,29.1726416,8.87,8.25,24.04,20.45,45.79,21.1349046,37.64190712,7.08,66.61,33.2375,15.97,18.21704258,10.14193038,37.08,54.94741692,12.43268145,31.93927924,21,27.32,29.41715173,35.31079332,25.77351595,8.34,16.55,14.61,22.26,41.40762121,29.58,28.57,8.97,19.36694098,9.952126029,25.17881387,7.14,6.73,17.00408115,9.21423915,46.26033939,14.18,18.13942124,26.13075466,27.20595996,35.34320214,22.63822325,17.96368665,14.48486427,23.27402781,29.94704767,11.39,50.19967296,57.26249148,28.12000248,9.492007007,19.4,21.77286089,11.21,55.6,15.33854092,16.71104887,22.97,23.57666212,7.75,19.3760229,22.34825926,26.21937645,50.45229318,23.75,18.29,13.88904666,51.57298038,12.59,39.48974241,14.69,29.25469829,4.84,17.97006606,5.99,11.10588235,30.72,32.28665039,38.95141349,12.79,28.74905964,43.14260234,30.9021985,27.65863391,27.48129707,46.62,20.29,9.03,11.53,32.69,9.79,14.27,46.11,23.01,27.07,31.12382106,12.95,8.26,19.32,11.35082241,30.28059835,29.85,23.865,18.39,44.13,35.46858719,20.27974808,12.25,26.71053167,27.82933296,40.99,25.97,19.47,8.22,43.11,31.54,30.48949987,44.45,24.77977605,16.61,38.44
19.91167203,9.146666667,13.88,17.71,30.57,32.49761265,39.79446416,38.79,5.9,8.14,11.14,8.47,26.61936974,11.64924545,17.48,12.97,34.27494141,14.11216797,8.4,18.03,24.53045563,20.23988242,53.76,4.99,3.13,29.00047067,8.75,8.29,23.91,20.56,46.02,21.42684439,37.42986216,7.12,66.07,33.06,15.99,18.39863955,9.865080598,36.92,54.69147553,12.48919363,31.75845495,21.19333333,27.27,29.23485366,35.35776999,25.8393607,8.41,16.62,14.43,22.15,41.30961501,29.625,28.25,8.84,19.14975929,9.952126029,24.83577826,7.07,6.73,17.06904421,9.222915458,46.28624587,14.22,18.03950455,25.93719351,27.15053186,35.58252502,22.55329453,17.97303786,14.47611209,22.93147484,29.68483017,11.23,50.32452388,57.08102264,28.12817452,9.597845113,19.38,21.92938164,11.18,55.6,15.14461596,16.64761213,22.95,23.4755109,7.9,19.41688335,22.27757421,26.11272136,50.62750677,23.52,18.35,13.93552942,52.34003258,13.04,39.20791683,14.7,29.05966697,4.82,18.00193657,5.97,11.10588235,30.85,32.41008379,39.02801411,12.66,28.3656507,42.91821593,30.91095142,27.72673766,27.49909584,46.25,20.38,8.92,11.54,32.46,10,14.26,46.28,22.96,27.06,30.96643132,12.95,8.37,19.35,11.29809795,29.64311207,29.63,23.865,18.05,44.15,35.51463833,20.32838057,12.28,26.8223302,27.82077272,40.72,25.83,19.68,8.28,43.27,31.5,30.49876438,44.6,24.83104455,16.76,38.3
20.0295507,8.956666667,13.84,17.15,30.78,32.24934322,39.66590139,38.2,5.63,8.18,11.22,8.15,26.48010547,11.52876797,17.46,12.7,33.90306139,13.91529562,8.3,18.16,23.92989833,20.16562276,53.4,5.05,3.14,28.54593943,8.47,8.26,23.685,20.5,46.26,21.32697025,36.78587376,7.17,65.89,33,15.98,18.10234977,10.04041879,36.645,54.71547003,12.40442535,31.5966648,20.99333333,26.99,28.79350044,35.2716461,25.8393607,8.14,16.38,14.31,21.71,41.45254072,29.28,29.69,8.88,18.88536419,9.991246022,24.56992566,8.04,6.66,17.07716459,9.21423915,46.113536,14.01,18.24842127,25.47088712,26.92881945,35.34320214,22.24188921,17.58028677,14.16103347,22.61828354,29.5085115,11.3,49.72908104,56.94492102,27.9565616,9.62012682,19.27,21.59986426,11.58,56.9,15.25543022,16.81073517,22.9,23.52608651,8.02,19.3024741,22.17154662,26.04161797,50.68283738,23.01,18.18,14.31668799,52.18662214,13.15,39.11397497,14.45,29.06895417,4.82,17.96760045,5.91,11.12470588,30.94,32.189667,38.45350948,12.5,28.02851526,42.71109001,30.55645799,27.47986158,27.23211433,45.65,20.48,8.9,11.48,31.9,9.96,14.17,46.02,22.64,26.91,30.69099928,13.35,8.25,19.44,11.32069414,28.88971919,29.38,23.9,17.99,44.02,35.37648491,20.02685914,12.27,27.81920041,27.82077272,41.38,25.89,19.88,8.13,42.96,31.7,30.26715164,44.41,24.76268655,16.63,37.99
20.34389382,9.15,14.48,17.63,31.29,32.48905164,40.32585696,39.27,5.79,8.47,11.52,8.51,26.48010547,11.60290796,18.08,13.02,34.68223857,14.29114284,8.42,18.68,24.55817366,20.44615925,53.74,5.13,3.1,29.05556537,8.96,8.35,23.975,21.17,46.89,22.1029155,36.65236397,7.24,67.3,34.15,16.49,18.36996634,10.14193038,37.68,54.35555245,12.96954724,32.03444992,21.33333333,27.84,29.23485366,35.6787772,25.94283102,8.37,16.38,14.71,22.25,42.33459656,29.75,30.6,8.83,19.49913853,10.00689402,25.5046977,8.13,6.73,16.93099771,9.335707463,46.96844987,14.69,18.97508812,26.12195643,27.43691038,35.64953542,22.64765978,18.50605719,14.32732496,22.96083652,30.16857626,11.13,47.95235643,58.26057008,28.43054014,9.670260659,19.57,22.04471273,11.79,57.9,15.59710753,16.80167278,23.15,23.58509138,8.275,19.31064619,22.44250601,26.46823833,52.94217056,23.38,18.44,14.70714312,52.34905673,13.38,39.48974241,14.56,29.36614476,4.86,18.06570365,5.97,11.13882353,31.77,32.60405056,38.69288641,12.71,28.58379716,43.30657702,30.77090463,27.70971172,27.55249214,46.56,20.5,9.16,12.17,32.34,10.1,14.08,46.45,22.91,26.99,31.30088452,14.05,8.37,19.53,11.27550175,30.79251915,30.72,24.9,18.4,44.63,35.82778607,20.1824831,12.37,27.34405666,28.01765819,41.29,26.4,19.88,8.51,43.66,31.57,30.95272533,45.74,25.13865557,16.75,38.2
19.97061137,8.94,13.84,17.31,31.51,32.120928,40.18015249,38.53,5.67,8.77,11.44,8.16,26.13194481,11.61217546,17.27,13.05,33.59316138,13.65578207,8.35,18.05,24.14240322,20.36364851,52.56,5.13,2.93,28.53905259,8.31,8.32,23.59,21.29,46.88,21.78792782,35.79633062,7.12,67.69,33.9225,16.61,18.15969618,10.15115871,37.08,53.64371547,13.01664073,31.80604029,20.48666667,26.95,28.14106524,35.47521165,25.92401824,8.39,16.38,14.53,21.76,42.15083492,29.22,30.78,8.89,18.70595323,9.826942054,24.52704621,8.07,6.65,17.17460918,9.08409453,46.68347858,14.51,18.8933381,25.88440411,27.06738971,35.5729521,21.96822999,18.19746705,14.1435291,22.66721968,29.92444272,10.88,47.45295276,57.43488688,28.37333583,9.336035061,19.74,20.9408295,11.77,57,14.56284108,16.42105236,22.84,23.67570601,8.44,19.26978575,22.31880716,26.52156588,52.91450525,24.1,18.82,14.66066037,51.78955983,13.1,39.53244326,14.62,29.23612388,4.9,17.87930757,5.89,11.20470588,30.4,32.08386695,38.10880671,12.37,28.19377773,43.9883665,30.63523431,26.74596983,27.09862357,46.15,20.46,8.94,12.13,31.56,9.95,14.08,45.64,22.41,26.84,30.98610504,14.05,8.41,19.17,11.13239251,29.78799531,30.79,24.65,17.83,44.16,34.93439398,19.63779922,12.38,25.75092764,27.96629677,41.76,25.79,19.27,8.25,44.14,31.54,30.75817063,44.48,25.24119257,16.591,37.84
19.84290948,8.95,13.28,17.55,32.22,32.18941612,40.82296636,41.24,5.56,8.91,11.59,8.4,26.1717346,11.3897555,17.41,13.12,34.31921284,13.48575595,8.36,18.22,24.51197694,20.36364851,52.42,5.19,2.89,28.3737685,8.29,8.32,23.6125,22.8,48.36,22.04913711,35.89057282,7.15,67.11,35.55,17.2,18.3030622,10.35418188,38.095,54.35555245,13.23327078,32.07251819,20.9,26.88,28.37133649,35.12288666,25.72648399,8.5,16.28,14.65,22.03,42.44893713,29.465,30.86,9,19.11198856,10.19466998,24.7928988,7.9,6.64,17.00408115,9.21423915,46.91663691,14.62,19.31117153,26.12195643,27.25215004,36.26220198,21.96822999,18.29097922,14.58989048,22.66721968,30.11884535,11.38,45.38811066,59.36752999,28.45505627,9.636838099,20.13,21.23739514,11.61,57.8,14.6551863,16.81979756,22.78,23.60194992,8.54,19.43322753,22.47195812,26.84153115,53.36637189,25.12,19.62,15.78554299,52.43929816,13.64,40.0192329,14.8,28.82748682,4.9,17.95288497,5.71,11.33647059,30.92,32.10150029,38.48223471,13.11,28.64990215,44.90317263,30.89782203,26.80567065,28.11315332,46.55,20.37,9,12.59,31.99,10.36,14.37,47.53,22.47,26.78,31.36974253,13.95,8.38,19.74,11.07213599,29.77833643,31.51,25.17,17.7,44.2,34.6765076,20.10467112,12.41,24.84722287,28.07757986,44.57,26.57,18.98,8.36,44.56,31.82,31.0268414,45.02,25.32664007,16.91,37.8
19.70538436,8.863333333,13.08,17.23,32.27,32.36919743,41.14008787,41.26,5.4,8.69,11.52,8.63,26.19162949,11.361953,17.35,13.12,34.52286142,13.52155092,8.32,18.07,24.57665234,20.39665281,52.15,5.63,3,28.27735279,8.21,8.44,23.6575,22.78,46.72,21.81865833,34.86961561,7.18,67.22,35.835,17.49,18.29350446,10.47415012,37.755,55.10738028,13.26152688,31.99638165,20.15333333,27.15,28.24660623,34.73141445,26.0933333,8.5,16.23,14.54,22.07,41.89356864,29.505,32.25,9.07,19.13087393,10.06948601,24.87008182,7.73,6.72,16.86603465,9.205562842,46.84755296,14.77,19.48375491,25.85800941,27.11357979,36.57810818,21.21330799,18.38449138,15.14127806,22.23658166,29.89731677,11.4,45.41692241,59.44919097,28.61849714,9.725964926,20.31,21.130302,10.99,57.9,14.87681482,17.72603665,22.92,24.29314988,8.58,19.69473437,22.71935582,26.69043644,53.0159447,24.94,19.87,17.9702324,52.43027402,13.65,40.48040204,14.46,28.9482205,4.85,17.91854885,5.7,11.57647059,30.6,32.2513837,38.51095995,12.63,28.71600714,45.45550841,30.93283373,25.63724021,28.27334223,46.25,20.36,8.8,12.32,31.38,10.27,14.65,49.24,22.63,26.68,31.76321688,14.15,8.25,19.53,11.10979632,29.70106537,30.93,25.255,17.65,44.65,33.62654163,20.05603863,12.28,24.92175522,28.46279056,44.83,27.2,18.67,8.38,45.95,32.76,31.27698315,45.22,25.75387759,17.059,37.48
19.68573791,8.696666667,12.96,17.13,32.04,32.1808551,41.23436724,40.76,5.3,8.83,11.67,8.71,25.82357393,11.21367303,17.31,13.25,33.67284996,13.32467857,8.29,18.04,24.20707862,20.33064422,51.6,5.95,3.01,28.46329738,8.15,8.42,23.72,22.84,45.79,21.44989227,34.70469175,7.15,66.64,35.555,17.63,18.3030622,10.7509999,37.545,54.7234682,12.95070984,32.05348405,19.71333333,27.21,28.37133649,34.62963168,25.48191778,8.4,16.0525,14.47,21.2,41.89765223,29.72,31.66,9.69,19.40471171,10.17119799,25.05017551,7.61,6.66,16.77671044,9.639378245,46.63166562,14.42,19.13858816,25.37410654,27.17824591,35.98458745,20.95852182,17.72990624,15.42134794,21.81573086,29.90635875,11.3,45.33048715,58.7414625,28.58580897,9.759387486,20.57,21.14677787,10.8,58.1,14.83064221,18.16103142,22.81,24.10770599,8.645,19.60484139,22.66634203,26.29047985,52.74851343,24.65,19.35,18.47224613,52.92660192,14.1,40.13879527,14.24,28.81819962,4.78,17.78610954,5.71,11.71294118,30.11,32.19848367,38.34818364,12.51,28.82177512,44.64426523,31.14290391,25.57753938,28.23774469,45.71,20.49,8.95,12.22,31,10.2,14.74,48.92,22.51,26.74,31.30088452,14.1,8.14,19.62,10.89889849,29.33402781,31.01,27.075,17.08,44.1,32.84367227,20.15330361,12.55,25.59254639,28.43710984,44.85,27,18.53,8.37,46.25,34.01,30.88787376,44.85,25.60861684,16.9025,37.6
20.16707582,8.853333333,12.8,16.96,32.96,32.27502627,41.25150894,40.87,5.26,9.19,11.62,8.84,25.95289075,11.09319555,17.39,13.41,33.86764425,13.40521726,8.17,18.17,24.3733868,20.22338027,51.99,6.13,3.14,28.09829502,8.16,8.48,23.8225,24.2,44.9,21.48062278,35.38794773,7.15,67.45,35.66,18,18.37952408,11.08321964,37.6675,55.77922643,13.19559599,32.38658142,20.20666667,27.19,28.66877018,34.66094945,25.69826481,8.45,16.01,14.45,21.14,41.93032097,29.5875,32.97,9.5,20.69835916,10.25726197,25.17881387,7.57,6.67,16.80107159,9.691436093,46.95117888,14.37,18.98417145,25.19814187,27.26138806,36.00373328,20.66598955,17.56158434,15.43885231,22.52041127,30.23639113,11.45,46.80949034,60.06618501,28.91269072,9.781669192,20.81,21.40215383,10.72,62.6,14.74753151,18.3785288,22.74,23.78739381,8.55,20.30764104,22.97264395,26.66377266,53.68452289,24.79,20,19.17971364,54.01852328,14.22,39.50682275,14.18,28.82748682,4.78,17.30049872,5.76,11.69411765,30.29,31.78410012,38.26200794,12.45,28.72922814,44.60974425,32.20638418,25.91868696,28.46022929,46.5,20.6,8.89,12.27,31.15,10.43,14.62,49.08,22.65,26.79,32.43212328,14.9,8.36,19.8,10.78591751,29.02494355,30.7,27.045,17.03,44.78,32.98182569,20.29920108,12.78,24.67020853,28.57407365,45.21,26.92,18.9,8.3,47.05,35.2,30.48949987,45.06,25.80941847,16.6,37.71
20.01972748,8.856666667,13.36,17.41,32.98,32.55753976,41.44006768,40.8,5.34,8.36,12.07,8.69,26.68900187,11.06539305,17.17,13.67,34.13327283,13.58419213,8.18,18.69,24.36414745,20.38840173,52.8,6.04,3.26,28.69744984,8,8.46,24.02,24.42,44.98,21.49598803,36.4795866,7.19,68.56,35.28,18.19,18.51333236,11.07399132,37.755,54.37154879,13.1390838,32.37706436,19.92,27.1,28.83187898,34.89583278,25.99926938,8.42,16,14.37,21.21,42.4611879,30.09,32.75,9.28,20.38675065,10.26508597,25.34175578,6.85,6.74,17.09340536,9.604673013,47.02889833,14.8,18.94783811,25.61165886,27.38148228,36.23348324,22.05315871,17.85147205,15.50886978,22.49104958,30.98235473,10.99,47.52018018,61.63589045,29.10881977,10.00448626,20.89,21.59986426,11.46,65.8,14.73829699,18.60508857,23.22,23.69467187,8.72,20.60183625,23.14346617,26.72598813,53.74446438,25.26,20,18.88129436,54.73143063,13.96,39.30185869,14.21,28.78105079,4.8,17.58009283,5.82,11.76,30.21,32.189667,37.98433071,12.44,28.49125018,44.93769362,32.26327819,25.85898613,28.80730525,46.3,20.69,8.94,12.37,31.92,10.25,14.73,49.44,23.13,26.55,33.1895614,14.95,8.29,20.49,10.6352762,29.29539228,30.39,27.53,17.27,45.05,33.56207004,20.46455154,12.81,27.33474012,28.6767965,47.11,26.63,19.09,8.17,48.04,35.63,30.35979674,44.73,26.07216954,16.58,38.51
19.67591469,8.93,14.32,17.67,33.57,32.56610077,41.98217404,40.53,5.59,8.39,12.39,8.7,27.08689977,11.08392805,17.54,13.58,34.64682143,13.6826283,8.34,19.1,24.41034417,20.70194251,53.88,6.47,3.35,29.15886792,8.26,8.6,23.9875,24.44,45.15,21.69573631,36.8487019,7.38,69.2,35.41,18.23,18.78094894,10.88019647,37.62,54.45952864,13.24268948,33.10987857,19.75333333,27.14,28.83187898,35.53001776,26.21561641,8.43,16.03,14.46,21.18,43.05739231,30.41,33.66,9.46,21.00996767,10.32767796,25.47897003,6.76,6.76,17.29844502,9.656730861,47.8751767,15,19.03867147,25.82281647,27.41843435,36.68341024,22.34569098,17.8795257,15.74517875,22.67700691,31.04564861,11.13,48.23087002,61.10055738,29.21505634,10.11032436,20.79,21.62869703,11.14,65.3,14.80293865,19.02195855,24.41,24.06555965,9.34,20.73258967,22.9608631,26.79709153,54.34387931,25.08,20.48,21.70976989,55.08337222,14.33,38.74674769,14.2,28.73925837,5.96,17.70272182,5.92,11.69882353,29.88,32.53351718,38.05135625,12.9,28.80194363,45.17071027,32.13198433,25.95280172,29.34126828,46.06,20.82,9,12.72,32.53,10.07,14.88,49.79,23.26,26.65,33.72075177,15.1,8.4,20.4,10.69553272,29.18914456,30.57,27.44,17.64,46.32,34.5107235,20.55209002,12.75,27.42790556,28.81376031,47.81,26.72,19.41,8.47,49.67,35.24,30.14671302,44.82,26.48018137,16.65,38.55
