AAN,ACIW,ACLS,ACXM,ADBE,ADI,ADP,ADSK,AGYS,AMD,ARRS,ASGN,ATU,ATVI,AVID,AZPN,BBOX,BBSI,BCOR,BHE,BLKB,CA,CACI,CALD,CAMP,CCMP,CCRN,CDNS,CERN,CEVA,CHKP,CMTL,CPSI,CRAY,CREE,CRM,CRUS,CSGS,CTG,CTSH,CTXS,CVG,CW,DDD,DIOD,DMRC,DOV,DOX,DSPG,EA,EFII,EPAY,ETN,FISV,FNSR,FORM,GHM,HHS,HSII,HSTM,IDTI,INTC,IPG,ITW,IVAC,JBL,JCOM,JKHY,JNPR,KAI,KELYA,KFRC,KFY,LECO,LPSN,LRCX,MAN,MCHP,MDCA,MDRX,MGRC,MIND,MOSY,MPWR,MRVL,MSCC,MSFT,MU,MXIM,NATI,NSP,NTAP,NTCT,NUAN,NVDA,NVEC,OCLR,OMC,OMCL,ORCL,PDFS,PEGA,PLAB,PLUS,PLXS,PNR,POWI,PRFT,PRGS,QCOM,QSII,RCII,RHI,RHT,RMBS,RSYS,SANM,SCSC,SGMS,SIGM,SLAB,SMTC,SNPS,SNX,SONS,SPA,SPRT,STX,SXI,SYNA,SYNT,TBI,TECD,TNC,TTEC,TTWO,TWIN,TXN,TZOO,UIS,UTEK,VDSI,VECO,VRNT,VRSN,VSAT,XLNX,YHOO,ZBRA
17.10972725,11.96666667,25.4,24.18388286,39.69,25.25568014,36.57659362,42.83,18.13486296,16.03,13.69,12.6,24.60998533,8.277287232,36.37,10.34,34.49929453,19.12778321,8.279591552,23.3,20.46115511,19.72839993,46.53,6.19,7.88,21.78995232,22.36,18.46,11.525,7.57,24.08,27.29455736,20.63279312,11.85,15.84,10.605,7.56,23.44512354,4.383454896,21.0825,25.31420299,24.75233851,34.77410399,10.71333333,22.5,8.568009294,26.76104026,32.32977165,21.7,50.34,25.08,10.47,27.56918006,26.63,25.6,40.08,4.835828254,20.08913257,34.38033938,4.1,15.88,15.14816057,11.6436054,36.89976992,24,20.16288964,22.40030349,18.72216525,18.17896557,24.28017859,25.98421944,12.11302245,22.637858,26.76675111,5.37,46.11800833,63.73153035,23.68026963,4.149851516,15.21364574,21.39484729,12.85,81.3,11.37693101,17.53572644,18.08,24.30090119,13.23,21.56249654,15.93253503,33.18348952,34.71073506,8.63,11.61,20.37803901,20.80967502,13.8,41.61432435,19.08,15.67653978,10.54,4.659667452,16.14,5.176470588,21.22,24.54854757,20.82888525,20.45,18.21853492,31.31598258,17.29370358,24.79881385,34.03489384,22.05,18.19,16.47,20.46,27.99,30.51,21.63,34.98,13.09,26.75,19.62453319,36.4,8.26,19.5,20.12503864,25.63851288,20.09333333,16.25,18.83,36.88,25.41934683,25.81412538,18.05888663,16.51021472,23.99622253,30.09,80.4,12.52,14.77,19.5,35.2,20.03711129,30.39,18.93903928,28.94,35
16.83814427,11.73333333,25.4,21.7537358,39.13,25.28629309,36.36977309,42.27,17.97052785,16.05,13.73,12.45,24.4160101,7.824801624,36.36,10.27,33.88967533,18.75304811,8.425680507,22.8,19.61678064,19.44805319,46.86,6.38,7.75,21.05994759,22.02,17.97,11.5425,7.22,23.19,26.79164257,20.64581065,11.8,15.52,10.47,7.4,23.19662243,4.337313266,20.83,24.96228358,23.99884267,34.26866643,11.02666667,23.8,8.61598247,26.28344417,32.38621001,20.98,48.86,24.9,12.05,27.23505221,25.85,24.8,39.34,4.832108386,19.99027568,34.69971085,4.08,15.59,14.97370958,11.53948971,36.62747561,22.8,20.26250046,22.45309289,18.27723029,17.67160107,24.46890909,25.77137942,11.95548314,22.34424117,26.44892859,5.37,45.3016754,63.41496885,23.49842455,4.035184566,14.99951265,21.06991711,12.75,79,11.1183644,17.17323081,18.36,23.80065749,13.09,21.486742,15.41876441,32.56852493,34.25886842,8.57,11.26,19.66530346,20.62919215,14.2,41.3704748,19.09,15.53020102,10.42,4.601663293,16,5.176470588,18.18,24.13521778,20.92356201,20.38,18.19870342,30.9429802,17.16596834,24.11278109,33.41532659,22.25,17.39,16.38,20.58,27.61,29.94,21.74,34.56,13.08,26.51,19.56551204,35.25,8.22,19.53,19.67071678,25.33494456,20.43333333,16.055,18.74,36.41,25.03614059,25.59041593,17.23893718,16.13003125,24.37216335,30.14,81.8,12.53,14.17,19.21,34.68,19.79016007,31.03,18.94680118,28.21,34.59
16.92867193,11.77666667,26,22.17509194,39.26,25.50058371,36.1016724,42.45,18.20253036,16.22,13.44,12.55,24.63982767,7.687684773,36.73,10.36,34.18160565,18.36202017,8.432984955,22.89,19.6082516,19.75242964,46.26,6.99,7.84,20.83268197,22.27,17.97,11.6375,7.25,23.38,26.66972383,20.78249477,11.54,15.77,10.5575,7.47,23.70318238,4.337313266,20.78,24.87430373,23.98942397,34.22271756,11.53333333,24.30666667,9.258823033,26.10336695,32.92237439,20.99,48.22,25.05,12.99,27.47475263,25.91,26.24,40.06,4.980903102,19.97615327,34.83544373,4.07,15.51,14.92282805,11.59154756,36.52633772,22.85,20.42851849,22.47948759,18.40809352,18.15024682,24.88411618,26.56066117,12.38434015,22.57913463,26.23124194,5.31,45.51296157,63.26096596,23.6263896,4.018803574,14.9587254,21.24321321,12.86,80.7,11.48774528,17.23666754,18.6,23.9179021,13.2,21.62447752,15.62201433,32.3553372,33.87155416,8.5,11.25,19.50416325,21.00820618,14.4,41.3704748,19.2,15.68568595,10.74,4.625831692,16.22,5.2,17.62,24.25678536,21.20759226,20.28,18.45651288,30.41591161,17.25249866,23.8417558,32.84532473,22.24,18.96,16.72,21.42,28.22,30.06,21.35,34.73,13.24,26.34,19.49665403,35.75,8.2,19.86,19.41516073,25.50841217,18.08666667,16.205,18.5,36.79,26.09208666,25.65850141,16.93895567,16.89466992,24.78009913,30.16,82.4,12.5,14.5,19.22,34.28,20.39476479,32.4,19.00889639,28.04,34.74
17.12912603,11.98,25.88,22.37107154,39.35,25.17149454,36.22423271,42.2,17.94152753,15.95,13.54,12.37,24.58014298,7.897930611,36.79,10.35,34.40484648,19.16036888,8.564465015,22.53,19.80441941,19.65631077,46.52,7.28,7.92,20.73626625,22.22,18.25,11.285,7.22,23.38,26.76116288,20.60024928,11.38,15.45,10.6225,7.36,23.66495144,4.337313266,20.9975,25.06625977,24.09302965,35.10493585,11.47333333,24.18,9.268417669,26.22863806,32.82831047,20.89,48.94,25.22,13,27.6926621,25.94,25.76,40.27,5.245013722,20.08207137,35.41031239,4.29,15.09,15.18450453,11.4266977,36.49521837,22.8,19.88065899,22.54107523,18.58257781,18.6480384,25.22383108,26.69368618,12.22680084,22.83360256,26.10062994,5.27,45.15761665,64.4929891,23.56577458,4.040644897,15.15246485,21.90029424,12.9,80.3,11.54315241,17.25479232,18.36,23.86318795,13.03,21.46608167,15.54297269,33.15069141,34.03754599,8.58,11.11,18.7046599,21.02625447,14.65,41.51038847,19.51,15.79544002,11.4,4.693503211,16.43,5.218823529,17.35,24.62148812,21.68097601,20.85,18.58211236,30.12399671,17.49560767,24.38380638,33.1509779,22.2,18.25,16.92,21,29.26,30.07,24.02,35.16,13.47,26.19,18.93595308,35.85,8.2,19.56,19.4932473,25.17882371,18.08666667,15.995,18.3,36.89,25.57262932,25.63904842,16.76896616,17.21504925,24.78009913,30.88,84.9,12.43,14.73,19.24,34.47,20.35218699,32.75,18.72170604,27.87,34.7
16.81227923,12.03333333,26.08,22.21428786,39.01,25.12557512,36.27785285,43.38,18.21219713,15.79,13.53,12.59,24.58511671,7.641979156,37.04,10.2,35.43518878,18.63899829,8.553508343,22.75,20.00058721,19.77645936,46.63,7.28,8.11,20.74315309,22.36,18.7,11.4025,7.25,23.56,26.77640272,20.68486326,11.95,15.52,10.7375,7.43,23.8752216,4.411139875,21.275,25.14624145,24.46035887,35.04060743,11.9,24.26,9.105308869,26.39305638,32.88474882,21.04,49.31,25.37,13.1,27.95052164,25.945,26.56,41.53,5.297091872,20.2303567,34.97117661,4.15,15.22,15.21357969,11.44405032,39.01588576,22.74,19.77274727,22.93699576,18.62619889,18.97351751,25.18608498,26.89765787,12.44560543,23.13700662,26.24865687,5.9,44.53336206,61.22470549,23.30310947,3.920517617,15.16776008,22.0086043,13.42,82.5,11.43233814,17.02823255,17.93,23.82410641,12.99,21.39721391,15.64459765,33.63446356,34.74762213,8.49,11.2,19.06412652,21.7572101,14.4,41.79421336,18.62,15.69483212,11.51,4.601663293,16.64,5.152941176,16.86,24.87272779,21.68097601,20.54,18.65482784,30.1402142,17.69751177,24.40074546,33.00228177,22.72,18.57,17.2,21,28.99,30.93,23.74,35.28,13.66,27,18.52280501,36.2,8.17,21.03,19.59972899,25.30892442,17.96666667,16.48,18.65,36.83,26.31349471,25.75576639,17.09894581,17.51406995,24.70000832,30.61,84.5,12.36,14.87,19.4,34.32,20.62468489,33.24,18.83037266,28.04,34.7
17.12912603,12.06666667,25.76,22.2436848,38.87,25.06434923,36.55361356,43.72,18.31853161,15.55,14.21,12.9,24.76417076,7.779096007,37,10.25,35.27205125,17.92211374,8.487768313,22.65,20.44409704,19.66432067,47.03,7.53,7.96,20.79136095,22.56,18.92,11.2325,7.23,23.86,27.43171594,20.66533696,11.6,15.38,10.9575,7.42,23.97079895,4.337313266,21.3225,25.32220116,24.52628976,35.0865563,12.16,24.44666667,9.134092775,27.27778358,32.62136983,20.98,50,23.05,13.13,28.2991768,26.3,25.92,40.65,5.285932269,19.1429309,34.86738088,4.4,15.13,15.23538606,11.4180214,39.66939212,22.11,19.91386259,23.29772335,18.61747467,17.34612196,25.80889562,27.5007046,12.48061417,23.37190009,26.45763606,6.2,43.99554272,62.39683861,23.41086952,3.925977948,15.60112465,22.11691436,13.49,82.6,11.36769649,16.575113,18.2,24.12112611,12.95,21.21127095,16.26563906,33.56886733,34.67384799,8.35,11.55,18.99595182,20.96308546,14.6,42.05405304,20.73,15.69483212,11.11,4.490488654,16.66,5.242352941,16.8,25.25363956,21.47268716,20.91,18.78042732,30.53754283,17.4832462,24.95126557,33.62184901,22.73,18.59,16.81,21,29.34,31.04,24.21,32.11,13.7,26.6,18.88676879,36.2,8.19,20.4,19.30158027,25.2742309,18.04,16.44,18.78,37.14,26.33052609,26.21291179,17.37892855,17.3645596,24.98032618,30.56,86.2,12.14,14.7,19.19,33.05,20.35218699,32.97,18.86142026,28.31,34.67
16.97393576,12.33,27.08,22.47886032,38.76,25.33221251,37.15109509,44.26,18.48286672,15.77,14.26,12.9,25.01783068,7.806519378,37.09,10.51,35.2377065,18.0606028,8.422028283,22.83,20.16263888,20.02476647,47.58,7.7,8.19,21.12881596,22.56,20.06,11.45,7.16,23.7,26.89832146,20.80202108,11.56,15.57,11.3525,7.88,24.16195365,4.337313266,21.3,25.5381517,24.59222065,35.91363594,12.6,24.74666667,9.191660586,27.84150356,33.01643832,21.32,50.54,22.87,13.01,28.61151371,26.005,25.52,44.65,5.427287248,18.54272834,35.37039095,4.35,15.4,15.34441793,11.51346078,40.29955897,22.55,20.12138513,22.84021518,18.67854418,17.21210115,26.08255484,27.89977964,12.5156229,23.56764465,27.5155932,6.28,43.50574297,62.7048444,24.1113098,3.931438278,15.79996251,22.37685851,13.53,82.4,11.95870589,16.62948735,18.69,23.88663687,12.85,22.0376841,15.93253503,34.47901493,34.40641671,8.54,11.36,19.23766213,20.8457716,14.55,41.93412703,20.95,15.59422423,11.46,4.683835852,16.63,5.289411765,16.86,25.3103711,21.20759226,21.5,18.80686932,30.33482414,17.79228307,26.04383627,34.06793742,22.8,18.69,17.17,20.82,29.1,31.41,24.91,32.47,13.99,26.57,19.1228534,36.05,8.19,19.5,19.05933083,25.17882371,18.00666667,17.085,18.78,37.58,27.08842287,26.80622816,17.57891622,17.84726445,25.12448965,30.18,87.9,11.97,15.59,19.47,32.11,22.13193891,32.67,18.99337258,28.35,34.75
17.10972725,12.42,27.6,22.49845829,38.97,25.51589018,37.53409607,44.29,18.44419964,15.69,14.35,13.07,25.30630666,7.94820679,34.99,10.81,34.65384587,18.26426319,8.407419388,22.97,19.98352914,21.37844068,47.8,7.72,8.27,21.30098689,22.65,20.06,12.6525,7.18,24.5,27.02786012,19.05116261,11.56,16.43,11.6875,7.91,24.03770309,4.337313266,21.4575,25.5141572,24.71466372,36.21689847,12.83333333,24.58666667,10.65004515,27.64576746,32.73424654,21.45,51.13,23.02,13.01,28.71011114,26.905,25.44,43.58,5.393808437,18.54272834,35.04303519,4.51,15.33,15.43164342,11.43537401,40.05060417,22.68,20.31230586,22.84021518,18.80068319,17.42270528,25.8372052,27.58051961,12.61189693,23.34253841,27.53300813,6.25,43.91871139,63.32941169,23.96313974,4.018803574,15.34620431,22.60791997,13.41,81.4,11.92176781,16.72917365,18.75,23.59743348,13.16,22.33381548,15.79138926,35.10217906,34.42486025,8.91,11.44,19.73967587,21.6759928,12.25,42.03406537,21.4,15.93263261,11.49,4.567827533,16.58,5.289411765,17.29,25.54540176,21.87979719,20.99,18.59533335,30.1564317,18.18785028,26.05230581,34.29098163,22.68,18.92,16.88,21.06,28.85,31.04,25.7,33.16,14.28,26.39,18.87693193,37.7,8.22,20.52,18.76720651,25.45637189,18.14666667,17.7,18.98,37.62,26.94365607,26.6408777,18.3188706,18.44957759,25.14050782,31.35,88,11.94,15.71,19.24,31.05,21.75725429,31.85,19.18742012,28.77,35.36
17.03859837,12.19,28,22.4396644,38.44,25.40109163,37.61835628,44.72,18.45386641,15.6,14.3,13.04,24.85369779,7.783666569,32.9,10.58,34.6366735,18.34572734,8.432984955,22.25,19.81294844,21.32237134,47.55,7.87,8.35,21.17702382,22.27,20.06,12.5225,7.19,24.64,26.95928083,18.86891711,11.96,16.14,11.7825,7.8,23.41645033,4.337313266,23.2375,25.54614987,24.63931414,36.43745304,12.82,24.79333333,10.77477541,27.84150356,32.47086754,21.16,50.04,22.94,13,28.78314627,26.75,25.12,43.1,5.356609759,18.40856542,34.70769514,4.45,15.3,15.54976128,11.40066878,40.23732027,22,20.31230586,22.6114611,18.87047691,17.66202816,25.46918073,26.89765787,12.76068405,23.07828325,27.38498121,6.26,44.56217381,63.26096596,23.69373963,4.024263904,15.27482662,21.65479144,13.59,85.1,12.19880346,16.4844891,18.15,23.14408762,13.12,22.3269287,15.38488943,35.24157103,34.60007384,8.79,11.34,20.06195629,20.89089232,11.8,42.09802591,20.8,15.69483212,11.39,4.524324414,16.71,5.232941176,17.22,25.44004319,22.19223047,20.93,18.60194385,30.74026151,18.59577895,25.69658511,33.96054577,22.54,23.5,16.33,20.88,28.58,30.69,26.34,33.45,14.18,26.41,18.93595308,38.45,8.24,19.56,18.80995641,25.048723,18.08,17.04,19.32,37.39,26.66263816,26.85486065,17.89889649,18.42821897,25.30068945,32.77,88.5,11.96,15.65,19.12,32,21.88498769,32.04,19.14861061,28.56,35.6
17.36191144,12.4,27.96,22.17509194,38.46,25.21741396,37.38089567,43.72,18.9952056,15.32,14.49,13,24.90343503,7.664831965,33.13,10.29,34.67960443,18.37016659,8.206547074,23.49,19.22444502,21.22625246,47.55,7.97,8.65,21.34919475,22.46,20.27,12.32,7.16,24.74,27.08119957,19.21388179,12.03,16.31,11.775,7.84,23.58848956,4.346541592,23.1675,25.43417552,24.70524502,36.70395648,12.84666667,25.03333333,10.45815244,27.73189134,32.40502279,21.27,50.11,22.65,12.91,28.52387155,26.54,24.32,43.54,5.505404474,18.7121973,35.20272093,4.45,15.31,15.57168293,11.43537401,40.37735735,22.57,20.56133291,22.67304874,19.24561815,17.83434063,25.3087598,27.49183627,12.6819144,23.31317672,27.95967398,5.97,43.88989964,63.99675755,23.66006462,4.138930854,15.11677601,22.55015461,14.15,85.2,12.18956894,16.65667452,18.18,23.06592455,13.02,21.83108081,15.51474354,35.4383597,34.23120312,8.77,13.42,20.77469184,20.57504729,12,41.79021582,20.9,15.56678571,11.07,4.645166412,16.66,5.157647059,17.22,26.1775532,22.72242028,20.18,18.54905986,30.55376032,17.00114867,25.80668914,34.15054639,22.83,22.3,16.31,21.06,28.75,30.42,26.6,33.16,14.15,26.26,19.47698031,38.2,8.2,19.38,18.58195693,25.15280357,17.79333333,17.365,18.86,37.95,26.78185788,26.67005719,17.19893965,18.50938173,25.00435342,33.46,89.2,12.27,14.92,19.13,32,21.9445966,32.34,19.1797719,29.35,36.29
17.79515094,12.45,28.48,22.28288072,38.15,25.43935782,37.34259558,42.29,19.3335426,15.5,14.58,13.03,25.01285695,7.696825897,33.02,12.96,34.71394917,18.53309489,8.458550522,23.25,19.74471616,21.50659919,47,7.94,8.5,21.62466823,22.5,20.54,12.3725,7.26,24.87,27.27931752,19.14879412,12.08,16.79,11.9225,7.82,23.74141332,4.346541592,23.72,25.49016269,24.59222065,36.70395648,12.49333333,24.46,10.60207197,27.88848023,32.45205476,21.27,50.11,22.61,12.99,28.68089708,26.89,24.88,44.55,5.691397868,19.01582918,35.53806098,4.6,16.39,15.7178273,11.38331616,40.45515573,28.8,21.17559962,22.47068936,19.66438047,18.3895697,25.8372052,27.70467629,12.17428773,23.0587088,28.04239491,5.93,44.41811506,63.87697753,24.04395977,4.106168869,15.14226804,22.73067137,14.88,86.1,11.96794042,17.03729494,18.8,22.95649624,12.97,22.00325022,15.71234762,35.52035498,35.15337993,8.79,13.73,21.5865906,20.58407144,12.2,41.95011717,20.95,15.46617781,12.89,4.659667452,16.76,5.138823529,17.68,25.99114957,22.43839002,20.68,18.78042732,30.47267285,17.20305276,25.94220178,34.01011115,23.35,22.31,16.65,21.54,29.05,30.53,27.19,33.24,14.48,26.74,19.68355434,38.8,8.15,19.32,18.76720651,25.12678343,17.8,17.79,18.95,38.25,27.30131522,26.26154428,17.98889094,18.43035483,24.86018995,32.7,90.6,12.38,15.15,20.13,32.18,22.2596723,33.15,19.77962666,29.89,36.48
17.45890535,12.50666667,28.76,22.27308174,38.05,25.48527724,37.51111601,42.26,19.72988022,15.13,14.78,13.13,24.88851386,7.514003429,32.85,12.81,34.83415577,18.43533791,8.389158269,22.47,20.34174862,21.59470816,46.68,7.78,9.01,21.67287609,22.32,20.24,12.5325,7.24,24.76,27.40123625,19.29849577,12.32,16.68,11.925,7.98,24.03770309,4.337313266,23.4975,25.39418467,25.00664336,36.63962807,12.82666667,24.33333333,10.91869493,27.82584467,32.31095887,21.25,50.03,22.59,13.19,28.4179706,26.86,24.96,44.25,5.925749545,19.05819642,36.27261537,4.52,16.56,15.60821903,11.40934509,40.26065978,28.96,21.33331674,22.40910172,19.82141633,19.2224133,25.35594243,27.99733132,12.11302245,23.1663683,28.2252517,5.95,43.88989964,64.68121485,24.01028476,4.11708953,15.32071228,22.86786412,14.93,85,11.7093738,16.81073517,18.88,22.87051685,12.9,21.42476101,15.83467584,35.68434554,35.26404115,8.82,13.78,21.30769408,20.64724044,12.1,42.38584832,20.94,15.28325436,12.88,4.577494893,16.76,5.068235294,17.71,25.58592429,22.05968302,20.5,18.82670082,31.02406767,17.37199292,26.33180063,34.17532908,24.1,23.17,16.65,21.66,28.94,30.01,26.92,32.14,14.54,26.72,20.01800754,39.5,8.12,19.44,18.76008152,25.46504527,17.71333333,17.72,19.05,37.96,27.29279952,32.54486191,18.2588743,18.51162119,24.89222628,33.12,92.2,12.69,15.08,20.13,32.13,22.17451671,32.92,19.6471912,30.08,36.08
16.98040202,12.21,28.16,22.02745887,37.68,25.33221251,37.38855569,41.93,19.91354888,14.9,14.63,13.11,24.69951235,7.518573991,32.27,12.9,34.34474318,18.76119452,8.308809343,22.38,19.7788323,21.37844068,46.65,7.86,8.88,21.34919475,22.72,20.34,12.4625,7.24,24.38,26.86022186,18.68667162,12.35,17.05,11.7525,8.01,23.6267205,4.346541592,23.0875,25.15423962,24.66757023,33.64376181,12.68666667,24.01333333,10.88991103,27.63010857,32.04757987,21.07,49.48,22.72,13.02,28.27555209,26.52505,24.64,42.95,6.249378052,19.0370128,37.13491836,4.63,16.35,15.36708081,11.20979,39.9339066,28.88,21.47443207,21.94279533,19.96100377,18.3895697,24.89355271,27.88204298,11.57913923,23.33275118,27.92919784,6.2,42.26683771,64.15076045,23.84864469,4.149851516,15.27482662,22.60791997,14.07,84.2,11.65396667,16.59323779,18.3,22.65166023,12.56,21.01844121,15.60846619,35.32356631,34.76606567,8.88,13.99,20.2354919,20.13286426,12.35,42.22194945,20.21,15.27410819,12.72,4.553326494,16.41,5.124705882,17.57,25.28605758,22.15435977,19.86,18.72754333,31.06461141,16.71683475,25.69658511,33.58880542,24,22.35,16.56,21.78,28.62,30.17,25.48,32.02,14.56,26.09,20.10653927,36.6,8.11,18.54,18.56770697,25.0369879,17.57333333,17.25,18.97,37.41,25.7514589,31.79592158,19.17881758,18.45601789,24.76408097,32.65,89.4,12.48,14.89,19.53,32.06,21.91053436,33.31,19.40569123,29.74,35.7
16.95453698,12.22666667,27.6,21.89973498,38.09,25.18680102,37.58005618,41.48,19.82654794,14.69,14.35,13.13,25.17698984,7.431733318,32.28,12.77,34.4563636,19.10334397,8.323418239,22.15,20.07734853,21.24227227,45.6,7.89,8.92,20.94287136,22.28,20.27,12.4925,7.1,24.5,26.66972383,18.7908119,12.46,16.52,11.8475,7.9,23.6267205,4.337313266,23.1125,24.92229274,24.40384669,33.05561629,12.36666667,23.97333333,11.38883206,27.7240619,31.63369859,20.71,49.71,22.82,12.99,28.1988652,26.65,24.8,42.8,6.174980694,19.07231883,37.22274551,4.5,15.96,15.19901478,10.9928823,40.19064125,29.17,21.648751,20.89580549,20.34486923,18.46615302,25.25214065,27.77562296,11.91172222,23.25445335,27.88130678,6.19,41.70981053,63.9710904,23.95303724,4.149851516,15.11677601,22.85342278,13.59,79.9,11.63549763,16.23074215,17.99,22.620395,12.27,20.78429082,15.80639964,27.59141148,34.82139628,8.85,13.54,20.68172633,19.88018824,12.5,41.87816156,20.6,15.22837732,12.66,4.611330653,16.13,5.087058824,17.61,25.4562522,22.34371327,19.86,18.80686932,30.85378398,17.45109053,25.58648109,33.25010866,24.58,21.86,16.45,21.9,29,30.33,25.61,31.45,14.38,25.84,19.87045466,36.65,8.07,18.36,18.54633202,24.87974234,17.13333333,17.22,18.81,37.53,26.38162026,31.02752824,19.64878861,18.4731266,24.43570862,32.91,90.3,12.52,14.97,19.09,32.28,21.91053436,32.92,19.39011058,29.17,36.23
17.13559229,12.44333333,30,22.03728379,38.43,25.27098662,38.59883879,41.33,20.50322193,14.6,14.28,13.17,25.4405972,7.541426799,32.2,12.67,35.45236115,19.56768964,8.436637179,22.06,20.23087116,21.46654965,45.61,7.82,8.88,21.1907975,21.53,20.38,12.755,7.07,24.65,26.84498201,19.00831341,12.31,16.46,12.1225,8.03,23.95168348,4.337313266,23.12,24.77032754,24.79943201,33.90107548,12.62666667,24.25333333,10.97626275,27.7240619,31.63369859,20.69,49.92,22.8,13.24,28.49465749,26.855,25.12,43.51,5.9889873,19.27709382,37.25468266,4.37,16.1,15.25016531,10.80200352,40.41625654,29.42,21.6653528,21.01898077,20.42338717,18.33213221,24.78031441,27.97959465,12.20929647,23.33275118,28.20348303,6.16,42.30525337,64.74110487,24.0887485,4.138930854,14.82106842,22.43462388,13.52,80,12.57741886,16.54792583,17.66,22.75327223,12.21,20.99089411,15.83467584,28.34576804,34.43408202,8.91,14.07,21.07218146,20.1418884,12.6,40.99870418,20.75,15.20093881,12.36,4.538825454,16.19,5.152941176,17.39,25.49677473,22.62774353,19.51,19.07128927,30.87000147,17.55956013,25.76434144,33.73750156,24.27,21.85,16.52,22.38,28.89,30.98,25.8,31.37,14.4,25.86,19.91963895,36.75,8.09,17.91,18.57483195,25.10687482,17.04666667,17.395,18.9,37.99,26.67966955,31.55275913,19.35880649,18.44318636,24.24349065,34.3,91.4,12.58,14.79,19.93,32,21.73170762,32.9,19.3589493,29.56,36.55
17.14852481,12.47,31.12,21.77201109,38.6,25.58476931,39.2269604,42.68,20.29055296,14.95,14.41,13.29,26.06231267,7.788237131,32.54,12.91,34.92001763,19.53510398,8.443941627,22.15,20.51232932,21.49858928,46.29,7.9,8.88,21.30098689,21.32,20.58,12.7925,7.25,24.92,26.98214059,18.86990336,12.28,16.83,12.47,8.24,23.96124122,4.337313266,23.58,25.27421215,25.00664336,33.60700272,12.24,24.53333333,11.3984267,27.81801523,31.58666663,20.68,50.48,23.22,12.99,28.9328683,27.15,25.92,44.33,5.858791923,19.36888951,37.38243125,4.41,16.17,15.44746021,10.8887666,41.05420322,28.94,21.96498888,21.11576134,20.8508737,18.82035087,24.44059951,28.02393632,12.4105967,23.08807048,28.28185023,6.14,42.97752755,65.28011499,24.55695234,4.160772178,14.78537957,22.1819004,13.53,79.4,12.71593669,16.75636082,18.02,23.05915903,12.56,21.49087406,15.84033108,29.10832414,35.4208112,8.8,14.4,20.79328494,19.95238139,12.6,40.83080777,20.61,15.33813139,12.33,4.538825454,16.32,5.082352941,16.85,25.75611891,23.38515754,20.31,19.07128927,32.15929231,17.45526244,25.94220178,34.14228549,24.23,22,16.38,22.44,29.25,31.46,26.18,31.98,14.64,26.07,19.51632775,37.4,8.05,18.27,18.95245608,24.72249678,17.19333333,18.255,19.09,38.23,26.96920315,31.78619508,20.96870723,18.20366446,24.78810822,33.93,92.1,12.59,14.99,20.04,31.92,22.2596723,33.78,19.92764278,30.66,37.97
17.14852481,12.47666667,30.76,21.81131075,39.25,25.477624,39.05077995,42.61,20.33888681,14.83,14.35,12.99,26.12697108,7.811089939,33.14,12.58,34.89425907,19.37217567,8.454898298,22.06,20.17969695,21.47455956,46.16,7.73,8.83,21.4524973,20.59,20.72,13.105,7.17,24.89,26.95166091,18.87649432,12.84,17.44,12.4025,8.17,24.257531,4.337313266,23.62,25.31420299,25.07257425,33.68052091,12.86,24.17333333,11.71504966,27.73972079,31.65251138,20.62,50.11,23.32,12.94,29.18118775,27.41,26.4,43.82,5.877391263,19.39007313,37.67784987,4.63,16.11,15.57168293,10.8887666,41.29537819,29.45,22.38115009,21.14215604,20.8552358,19.01180917,25.69565732,27.94412132,12.18303992,23.18594276,28.43858462,6.09,43.3520803,65.340005,24.49588227,4.138930854,14.29593252,22.60791997,13.49,79.6,12.6789986,17.53572644,18.18,23.10621854,12.51,21.45626718,15.85164157,29.86268071,37.16372537,8.9,14.4,20.91723895,19.85311581,12.65,41.39046247,20.7,15.46617781,12.41,4.408316096,15.56,5.124705882,17.01,26.7529731,23.85854129,20.37,19.08451027,33.49723564,17.4385748,26.21322707,34.06793742,23.81,22.45,16.19,22.68,29.26,34.5,26.49,32.11,14.6,26.32,19.75241236,37.55,7.96,18.27,18.99520598,24.48662843,17.01333333,18.195,19,38.34,26.62857539,31.59166512,20.26875039,18.34053412,24.95629893,34.37,92.3,12.61,15,20.58,31.2,22.3022501,33.9,20.00554599,31.25,39.99
