date,ticker,marketcap
2023-08-10,AM,5717.8
2023-08-09,AM,5746.5
2023-08-08,AM,5737.0
2023-08-07,AM,5741.7
2023-08-04,AM,5626.6
2023-08-03,AM,5665.0
2023-08-02,AM,5617.0
2023-08-01,AM,5684.2
2023-07-31,AM,5727.4
2023-07-28,AM,5684.2
2023-07-27,AM,5578.7
2023-07-26,AM,5641.0
2023-07-25,AM,5626.4
2023-07-24,AM,5770.3
2023-07-21,AM,5683.9
2023-07-20,AM,5688.7
2023-07-19,AM,5688.7
2023-07-18,AM,5669.5
2023-07-17,AM,5592.8
2023-07-14,AM,5631.2
2023-07-13,AM,5789.5
2023-07-12,AM,5688.7
2023-07-11,AM,5616.8
2023-07-10,AM,5520.8
2023-07-07,AM,5516.0
2023-07-06,AM,5477.7
2023-07-05,AM,5554.4
2023-07-03,AM,5568.8
2023-06-30,AM,5564.0
2023-06-29,AM,5448.9
2023-06-28,AM,5338.6
2023-06-27,AM,5271.4
2023-06-26,AM,5237.8
2023-06-23,AM,5151.5
2023-06-22,AM,5213.9
2023-06-21,AM,5295.4
2023-06-20,AM,5285.8
2023-06-16,AM,5300.2
2023-06-15,AM,5261.8
2023-06-14,AM,5189.9
2023-06-13,AM,5218.7
2023-06-12,AM,5319.4
2023-06-09,AM,5209.1
2023-06-08,AM,5252.2
2023-06-07,AM,5271.4
2023-06-06,AM,5161.1
2023-06-05,AM,5141.9
2023-06-02,AM,5137.1
2023-06-01,AM,4945.3
2023-05-31,AM,4897.3
2023-05-30,AM,4954.8
2023-05-26,AM,5007.6
2023-05-25,AM,5012.4
2023-05-24,AM,5103.5
2023-05-23,AM,5132.3
2023-05-22,AM,5189.9
2023-05-19,AM,5127.5
2023-05-18,AM,5079.6
2023-05-17,AM,5002.8
2023-05-16,AM,4988.4
2023-05-15,AM,5050.8
2023-05-12,AM,5031.6
2023-05-11,AM,5036.4
2023-05-10,AM,5079.6
2023-05-09,AM,5022.0
2023-05-08,AM,4964.4
2023-05-05,AM,5012.4
2023-05-04,AM,4930.9
2023-05-03,AM,5007.6
2023-05-02,AM,5050.8
2023-05-01,AM,5228.3
2023-04-28,AM,5161.1
2023-04-27,AM,4959.6
2023-04-26,AM,4700.6
2023-04-25,AM,4728.7
2023-04-24,AM,4901.0
2023-04-21,AM,4929.7
2023-04-20,AM,4920.1
2023-04-19,AM,4972.8
2023-04-18,AM,5025.4
2023-04-17,AM,5049.4
2023-04-14,AM,5082.9
2023-04-13,AM,5058.9
2023-04-12,AM,5035.0
2023-04-11,AM,5073.3
2023-04-10,AM,5020.7
2023-04-06,AM,5011.1
2023-04-05,AM,5025.4
2023-04-04,AM,5015.9
2023-04-03,AM,5111.6
2023-03-31,AM,5020.7
2023-03-30,AM,4929.7
2023-03-29,AM,4915.4
2023-03-28,AM,4829.2
2023-03-27,AM,4810.1
2023-03-24,AM,4795.7
2023-03-23,AM,4685.6
2023-03-22,AM,4781.3
2023-03-21,AM,4929.7
2023-03-20,AM,4805.3
2023-03-17,AM,4738.3
2023-03-16,AM,4786.1
2023-03-15,AM,4762.2
2023-03-14,AM,4924.9
2023-03-13,AM,4834.0
2023-03-10,AM,4829.2
2023-03-09,AM,4948.9
2023-03-08,AM,4968.0
2023-03-07,AM,5063.7
2023-03-06,AM,5121.2
2023-03-03,AM,5173.8
2023-03-02,AM,5092.4
2023-03-01,AM,5078.1
2023-02-28,AM,5044.6
2023-02-27,AM,5102.0
2023-02-24,AM,5154.7
2023-02-23,AM,5106.8
2023-02-22,AM,5001.5
2023-02-21,AM,4963.2
2023-02-17,AM,5087.7
2023-02-16,AM,5264.7
2023-02-15,AM,5183.4
2023-02-14,AM,5210.7
2023-02-13,AM,5172.4
2023-02-10,AM,5124.6
2023-02-09,AM,5043.2
2023-02-08,AM,5105.4
2023-02-07,AM,5134.1
2023-02-06,AM,5057.6
2023-02-03,AM,5081.5
2023-02-02,AM,5138.9
2023-02-01,AM,5138.9
2023-01-31,AM,5215.5
2023-01-30,AM,5153.3
2023-01-27,AM,5258.5
2023-01-26,AM,5177.2
2023-01-25,AM,5196.3
2023-01-24,AM,5253.8
2023-01-23,AM,5402.1
2023-01-20,AM,5363.8
2023-01-19,AM,5363.8
2023-01-18,AM,5296.8
2023-01-17,AM,5435.6
2023-01-13,AM,5449.9
2023-01-12,AM,5449.9
2023-01-11,AM,5363.8
2023-01-10,AM,5316.0
2023-01-09,AM,5311.2
2023-01-06,AM,5277.7
2023-01-05,AM,5143.7
2023-01-04,AM,5210.7
2023-01-03,AM,5052.8
2022-12-30,AM,5162.8
2022-12-29,AM,5205.9
2022-12-28,AM,5119.8
2022-12-27,AM,5253.8
2022-12-23,AM,5210.7
2022-12-22,AM,5071.9
2022-12-21,AM,5162.8
2022-12-20,AM,5028.9
2022-12-19,AM,4990.6
2022-12-16,AM,5057.6
2022-12-15,AM,5129.4
2022-12-14,AM,5167.6
2022-12-13,AM,5167.6
2022-12-12,AM,5067.2
2022-12-09,AM,4938.0
2022-12-08,AM,5038.4
2022-12-07,AM,5095.9
2022-12-06,AM,5167.6
2022-12-05,AM,5277.7
2022-12-02,AM,5440.4
2022-12-01,AM,5411.7
2022-11-30,AM,5421.2
2022-11-29,AM,5306.4
2022-11-28,AM,5249.0
2022-11-25,AM,5292.0
2022-11-23,AM,5272.9
2022-11-22,AM,5316.0
2022-11-21,AM,5091.1
2022-11-18,AM,5239.4
2022-11-17,AM,5220.3
2022-11-16,AM,5311.2
2022-11-15,AM,5359.0
2022-11-14,AM,5311.2
2022-11-11,AM,5349.5
2022-11-10,AM,5339.9
2022-11-09,AM,5095.9
2022-11-08,AM,5287.3
2022-11-07,AM,5296.8
2022-11-04,AM,5210.7
2022-11-03,AM,5177.2
2022-11-02,AM,5105.4
2022-11-01,AM,5201.1
2022-10-31,AM,5095.9
2022-10-28,AM,5019.3
2022-10-27,AM,4923.6
2022-10-26,AM,4928.4
2022-10-25,AM,4899.4
2022-10-24,AM,4899.4
2022-10-21,AM,4932.9
2022-10-20,AM,4861.1
2022-10-19,AM,4956.8
2022-10-18,AM,4899.4
2022-10-17,AM,4856.3
2022-10-14,AM,4684.1
2022-10-13,AM,4832.4
2022-10-12,AM,4727.2
2022-10-11,AM,4712.8
2022-10-10,AM,4612.3
2022-10-07,AM,4679.3
2022-10-06,AM,4717.6
2022-10-05,AM,4722.4
2022-10-04,AM,4731.9
2022-10-03,AM,4535.8
2022-09-30,AM,4392.2
2022-09-29,AM,4406.6
2022-09-28,AM,4464.0
2022-09-27,AM,4239.1
2022-09-26,AM,4234.4
2022-09-23,AM,4339.6
2022-09-22,AM,4631.5
2022-09-21,AM,4760.7
2022-09-20,AM,4794.1
2022-09-19,AM,4842.0
2022-09-16,AM,4818.1
2022-09-15,AM,4961.6
2022-09-14,AM,4995.1
2022-09-13,AM,4803.7
2022-09-12,AM,4971.2
2022-09-09,AM,4861.1
2022-09-08,AM,4698.5
2022-09-07,AM,4698.5
2022-09-06,AM,4641.0
2022-09-02,AM,4765.4
2022-09-01,AM,4755.9
2022-08-31,AM,4818.1
2022-08-30,AM,4851.6
2022-08-29,AM,5047.7
2022-08-26,AM,5019.0
2022-08-25,AM,5138.6
2022-08-24,AM,5100.4
2022-08-23,AM,5047.7
2022-08-22,AM,4956.8
2022-08-19,AM,4952.0
2022-08-18,AM,4999.9
2022-08-17,AM,4937.7
2022-08-16,AM,4980.7
2022-08-15,AM,4909.0
2022-08-12,AM,4990.3
2022-08-11,AM,4966.4
2022-08-10,AM,4822.9
2022-08-09,AM,4722.4
2022-08-08,AM,4655.4
2022-08-05,AM,4650.6
2022-08-04,AM,4607.5
2022-08-03,AM,4794.1
2022-08-02,AM,4808.5
2022-08-01,AM,4803.7
2022-07-29,AM,4813.3
2022-07-28,AM,4712.8
2022-07-27,AM,4712.8
2022-07-26,AM,4669.5
2022-07-25,AM,4760.4
2022-07-22,AM,4616.9
2022-07-21,AM,4664.8
2022-07-20,AM,4736.5
2022-07-19,AM,4760.4
2022-07-18,AM,4569.1
2022-07-15,AM,4430.3
2022-07-14,AM,4430.3
2022-07-13,AM,4406.4
2022-07-12,AM,4320.3
2022-07-11,AM,4449.5
2022-07-08,AM,4454.2
2022-07-07,AM,4473.4
2022-07-06,AM,4262.9
2022-07-05,AM,4310.7
2022-07-01,AM,4425.5
2022-06-30,AM,4329.9
2022-06-29,AM,4420.8
2022-06-28,AM,4545.2
2022-06-27,AM,4530.8
2022-06-24,AM,4454.2
2022-06-23,AM,4305.9
2022-06-22,AM,4382.5
2022-06-21,AM,4554.7
2022-06-17,AM,4353.8
2022-06-16,AM,4535.6
2022-06-15,AM,4722.2
2022-06-14,AM,4746.1
2022-06-13,AM,4832.2
2022-06-10,AM,5143.2
2022-06-09,AM,5234.1
2022-06-08,AM,5348.9
2022-06-07,AM,5459.0
2022-06-06,AM,5334.6
2022-06-03,AM,5291.5
2022-06-02,AM,5272.4
2022-06-01,AM,5339.4
2022-05-31,AM,5195.8
2022-05-27,AM,5234.1
2022-05-26,AM,5119.3
2022-05-25,AM,5014.0
2022-05-24,AM,4956.6
2022-05-23,AM,4947.0
2022-05-20,AM,4889.6
2022-05-19,AM,4827.4
2022-05-18,AM,4932.7
2022-05-17,AM,5081.0
2022-05-16,AM,4923.1
2022-05-13,AM,4875.3
2022-05-12,AM,4645.6
2022-05-11,AM,4703.0
2022-05-10,AM,4736.5
2022-05-09,AM,4731.7
2022-05-06,AM,5085.8
2022-05-05,AM,4980.5
2022-05-04,AM,5181.5
2022-05-03,AM,5066.6
2022-05-02,AM,4865.7
2022-04-29,AM,4913.5
2022-04-28,AM,5124.1
2022-04-27,AM,4760.4
2022-04-26,AM,4686.1
2022-04-25,AM,4910.6
2022-04-22,AM,5044.3
2022-04-21,AM,5268.8
2022-04-20,AM,5469.5
2022-04-19,AM,5450.4
2022-04-18,AM,5378.7
2022-04-14,AM,5388.3
2022-04-13,AM,5369.2
2022-04-12,AM,5235.4
2022-04-11,AM,5197.2
2022-04-08,AM,5206.7
2022-04-07,AM,5173.3
2022-04-06,AM,5225.8
2022-04-05,AM,5144.6
2022-04-04,AM,5240.2
2022-04-01,AM,5206.7
2022-03-31,AM,5192.4
2022-03-30,AM,5264.1
2022-03-29,AM,5321.4
2022-03-28,AM,5316.6
2022-03-25,AM,5488.6
2022-03-24,AM,5154.2
2022-03-23,AM,5063.4
2022-03-22,AM,5001.3
2022-03-21,AM,4958.3
2022-03-18,AM,4915.4
2022-03-17,AM,4838.9
2022-03-16,AM,4752.9
2022-03-15,AM,4619.2
2022-03-14,AM,4652.6
2022-03-11,AM,4872.4
2022-03-10,AM,4967.9
2022-03-09,AM,4896.2
2022-03-08,AM,4872.4
2022-03-07,AM,4877.1
2022-03-04,AM,4877.1
2022-03-03,AM,4819.8
2022-03-02,AM,4795.9
2022-03-01,AM,4786.4
2022-02-28,AM,4795.9
2022-02-25,AM,4590.5
2022-02-24,AM,4475.9
2022-02-23,AM,4466.3
2022-02-22,AM,4409.0
2022-02-18,AM,4614.4
2022-02-17,AM,4538.0
2022-02-16,AM,4776.8
2022-02-15,AM,4789.4
2022-02-14,AM,4746.4
2022-02-11,AM,4880.1
2022-02-10,AM,4760.7
2022-02-09,AM,4841.9
2022-02-08,AM,4884.9
2022-02-07,AM,4899.2
2022-02-04,AM,4951.7
2022-02-03,AM,4880.1
2022-02-02,AM,4956.5
2022-02-01,AM,4803.7
2022-01-31,AM,4751.2
2022-01-28,AM,4579.3
2022-01-27,AM,4584.0
2022-01-26,AM,4560.2
2022-01-25,AM,4564.9
2022-01-24,AM,4751.2
2022-01-21,AM,4741.6
2022-01-20,AM,4798.9
2022-01-19,AM,4956.5
2022-01-18,AM,5013.8
2022-01-14,AM,5099.7
2022-01-13,AM,5023.3
2022-01-12,AM,5013.8
2022-01-11,AM,4932.6
2022-01-10,AM,4841.9
2022-01-07,AM,4875.3
2022-01-06,AM,4870.5
2022-01-05,AM,4746.4
2022-01-04,AM,4770.3
2022-01-03,AM,4722.5
2021-12-31,AM,4622.2
2021-12-30,AM,4588.8
2021-12-29,AM,4603.1
2021-12-28,AM,4670.0
2021-12-27,AM,4698.6
2021-12-23,AM,4584.0
2021-12-22,AM,4555.4
2021-12-21,AM,4555.4
2021-12-20,AM,4455.1
2021-12-17,AM,4569.7
2021-12-16,AM,4517.2
2021-12-15,AM,4483.8
2021-12-14,AM,4421.7
2021-12-13,AM,4421.7
2021-12-10,AM,4560.2
2021-12-09,AM,4622.2
2021-12-08,AM,4736.8
2021-12-07,AM,4665.2
2021-12-06,AM,4536.3
2021-12-03,AM,4574.5
2021-12-02,AM,4622.2
2021-12-01,AM,4545.8
2021-11-30,AM,4636.6
2021-11-29,AM,4808.5
2021-11-26,AM,4894.4
2021-11-24,AM,4994.7
2021-11-23,AM,4975.6
2021-11-22,AM,4822.8
2021-11-19,AM,4851.4
2021-11-18,AM,4985.1
2021-11-17,AM,4999.5
2021-11-16,AM,5037.7
2021-11-15,AM,5028.1
2021-11-12,AM,5066.3
2021-11-11,AM,5157.0
2021-11-10,AM,5052.0
2021-11-09,AM,5166.6
2021-11-08,AM,5195.2
2021-11-05,AM,5147.5
2021-11-04,AM,5056.8
2021-11-03,AM,5137.9
2021-11-02,AM,5109.3
2021-11-01,AM,5114.1
2021-10-29,AM,5080.6
2021-10-28,AM,5185.7
2021-10-27,AM,5166.6
2021-10-26,AM,5275.9
2021-10-25,AM,5576.7
2021-10-22,AM,5466.9
2021-10-21,AM,5428.7
2021-10-20,AM,5529.0
2021-10-19,AM,5433.5
2021-10-18,AM,5419.2
2021-10-15,AM,5419.2
2021-10-14,AM,5285.5
2021-10-13,AM,5204.3
2021-10-12,AM,5252.1
2021-10-11,AM,5242.5
2021-10-08,AM,5237.7
2021-10-07,AM,5209.1
2021-10-06,AM,5132.7
2021-10-05,AM,5218.6
2021-10-04,AM,5180.4
2021-10-01,AM,5113.6
2021-09-30,AM,4975.1
2021-09-29,AM,5084.9
2021-09-28,AM,5013.3
2021-09-27,AM,5056.3
2021-09-24,AM,4889.2
2021-09-23,AM,4894.0
2021-09-22,AM,4760.3
2021-09-21,AM,4698.2
2021-09-20,AM,4750.7
2021-09-17,AM,4827.1
2021-09-16,AM,4975.1
2021-09-15,AM,5008.6
2021-09-14,AM,4827.1
2021-09-13,AM,4898.7
2021-09-10,AM,4798.5
2021-09-09,AM,4774.6
2021-09-08,AM,4841.4
2021-09-07,AM,4827.1
2021-09-03,AM,4827.1
2021-09-02,AM,4788.9
2021-09-01,AM,4640.9
2021-08-31,AM,4588.4
2021-08-30,AM,4574.1
2021-08-27,AM,4640.9
2021-08-26,AM,4411.7
2021-08-25,AM,4497.7
2021-08-24,AM,4344.9
2021-08-23,AM,4321.0
2021-08-20,AM,4249.4
2021-08-19,AM,4158.7
2021-08-18,AM,4153.9
2021-08-17,AM,4344.9
2021-08-16,AM,4321.0
2021-08-13,AM,4383.1
2021-08-12,AM,4459.5
2021-08-11,AM,4464.2
2021-08-10,AM,4430.8
2021-08-09,AM,4383.1
2021-08-06,AM,4392.6
2021-08-05,AM,4383.1
2021-08-04,AM,4392.6
2021-08-03,AM,4469.0
2021-08-02,AM,4416.5
2021-07-30,AM,4535.9
2021-07-29,AM,4631.4
2021-07-28,AM,4636.1
2021-07-27,AM,4597.0
2021-07-26,AM,4926.3
2021-07-23,AM,4764.0
2021-07-22,AM,4826.1
2021-07-21,AM,4792.7
2021-07-20,AM,4682.9
2021-07-19,AM,4491.9
2021-07-16,AM,4620.8
2021-07-15,AM,4759.3
2021-07-14,AM,4787.9
2021-07-13,AM,4821.3
2021-07-12,AM,4950.2
2021-07-09,AM,5045.7
2021-07-08,AM,4921.6
2021-07-07,AM,4864.3
2021-07-06,AM,4907.2
2021-07-02,AM,4988.4
2021-07-01,AM,5050.4
2021-06-30,AM,4959.7
2021-06-29,AM,4931.1
2021-06-28,AM,4845.2
2021-06-25,AM,5031.4
2021-06-24,AM,4940.7
2021-06-23,AM,4883.4
2021-06-22,AM,4854.7
2021-06-21,AM,4916.8
2021-06-18,AM,4759.3
2021-06-17,AM,4816.5
2021-06-16,AM,5007.5
2021-06-15,AM,4921.6
2021-06-14,AM,4892.9
2021-06-11,AM,5021.8
2021-06-10,AM,4945.4
2021-06-09,AM,4916.8
2021-06-08,AM,5012.3
2021-06-07,AM,4892.9
2021-06-04,AM,4744.9
2021-06-03,AM,4749.7
2021-06-02,AM,4807.0
2021-06-01,AM,4835.6
2021-05-28,AM,4582.6
2021-05-27,AM,4702.0
2021-05-26,AM,4606.5
2021-05-25,AM,4630.4
2021-05-24,AM,4659.0
2021-05-21,AM,4764.0
2021-05-20,AM,4773.6
2021-05-19,AM,4725.8
2021-05-18,AM,4768.8
2021-05-17,AM,4735.4
2021-05-14,AM,4625.6
2021-05-13,AM,4401.2
2021-05-12,AM,4377.4
2021-05-11,AM,4453.7
2021-05-10,AM,4444.2
2021-05-07,AM,4429.9
2021-05-06,AM,4358.3
2021-05-05,AM,4382.1
2021-05-04,AM,4315.3
2021-05-03,AM,4191.2
2021-04-30,AM,4124.4
2021-04-29,AM,4196.0
2021-04-28,AM,4334.4
2021-04-27,AM,4287.4
2021-04-26,AM,4344.6
2021-04-23,AM,4282.6
2021-04-22,AM,4273.1
2021-04-21,AM,4225.4
2021-04-20,AM,4125.2
2021-04-19,AM,4177.7
2021-04-16,AM,4149.1
2021-04-15,AM,4153.9
2021-04-14,AM,4125.2
2021-04-13,AM,4130.0
2021-04-12,AM,3963.1
2021-04-09,AM,4068.0
2021-04-08,AM,4254.0
2021-04-07,AM,4268.3
2021-04-06,AM,4249.2
2021-04-05,AM,4292.2
2021-04-01,AM,4349.4
2021-03-31,AM,4306.5
2021-03-30,AM,4206.3
2021-03-29,AM,4273.1
2021-03-26,AM,4397.1
2021-03-25,AM,4230.2
2021-03-24,AM,4115.7
2021-03-23,AM,4077.6
2021-03-22,AM,4220.6
2021-03-19,AM,4234.9
2021-03-18,AM,4068.0
2021-03-17,AM,4263.5
2021-03-16,AM,4182.5
2021-03-15,AM,4268.3
2021-03-12,AM,4301.7
2021-03-11,AM,4502.0
2021-03-10,AM,4568.8
2021-03-09,AM,4263.5
2021-03-08,AM,4425.7
2021-03-05,AM,4511.5
2021-03-04,AM,4535.4
2021-03-03,AM,4420.9
2021-03-02,AM,4387.5
2021-03-01,AM,4430.5
2021-02-26,AM,4206.3
2021-02-25,AM,4325.5
2021-02-24,AM,4335.1
2021-02-23,AM,3963.1
2021-02-22,AM,3829.6
2021-02-19,AM,3829.6
2021-02-18,AM,3824.8
2021-02-17,AM,4363.7
2021-02-16,AM,4370.8
2021-02-12,AM,4318.3
2021-02-11,AM,4161.1
2021-02-10,AM,4099.1
2021-02-09,AM,3979.9
2021-02-08,AM,3932.3
2021-02-05,AM,3832.2
2021-02-04,AM,3775.0
2021-02-03,AM,3860.8
2021-02-02,AM,3674.9
2021-02-01,AM,3813.1
2021-01-29,AM,3860.8
2021-01-28,AM,3922.7
2021-01-27,AM,3913.2
2021-01-26,AM,4061.0
2021-01-25,AM,4032.4
2021-01-22,AM,3875.1
2021-01-21,AM,3860.8
2021-01-20,AM,3865.5
2021-01-19,AM,4103.9
2021-01-15,AM,4051.4
2021-01-14,AM,4065.7
2021-01-13,AM,3979.9
2021-01-12,AM,4037.1
2021-01-11,AM,3860.8
2021-01-08,AM,3851.2
2021-01-07,AM,4018.1
2021-01-06,AM,4003.8
2021-01-05,AM,3941.8
2021-01-04,AM,3636.8
2020-12-31,AM,3674.9
2020-12-30,AM,3665.4
2020-12-29,AM,3660.6
2020-12-28,AM,3665.4
2020-12-24,AM,3994.2
2020-12-23,AM,4022.8
2020-12-22,AM,4008.5
2020-12-21,AM,3927.5
2020-12-18,AM,3946.6
2020-12-17,AM,3875.1
2020-12-16,AM,3794.0
2020-12-15,AM,3918.0
2020-12-14,AM,3760.7
2020-12-11,AM,4013.3
2020-12-10,AM,4018.1
2020-12-09,AM,3755.9
2020-12-08,AM,3732.1
2020-12-07,AM,3574.8
2020-12-04,AM,3603.4
2020-12-03,AM,3465.2
2020-12-02,AM,3322.2
2020-12-01,AM,3198.2
2020-11-30,AM,3212.5
2020-11-27,AM,3322.2
2020-11-25,AM,3379.4
2020-11-24,AM,3398.4
2020-11-23,AM,3245.9
2020-11-20,AM,3050.5
2020-11-19,AM,3098.2
2020-11-18,AM,3079.1
2020-11-17,AM,3164.9
2020-11-16,AM,3031.4
2020-11-13,AM,3041.0
2020-11-12,AM,2983.8
2020-11-11,AM,3064.8
2020-11-10,AM,3017.1
2020-11-09,AM,2936.1
2020-11-06,AM,2626.3
2020-11-05,AM,2759.7
2020-11-04,AM,2683.5
2020-11-03,AM,2645.3
2020-11-02,AM,2669.2
2020-10-30,AM,2731.1
2020-10-29,AM,2855.1
2020-10-28,AM,2893.2
2020-10-27,AM,3031.2
2020-10-26,AM,3088.3
2020-10-23,AM,3155.1
2020-10-22,AM,3126.5
2020-10-21,AM,3016.9
2020-10-20,AM,3097.9
2020-10-19,AM,3131.2
2020-10-16,AM,3069.3
2020-10-15,AM,3064.5
2020-10-14,AM,3031.2
2020-10-13,AM,2974.0
2020-10-12,AM,2897.7
2020-10-09,AM,2826.2
2020-10-08,AM,2835.8
2020-10-07,AM,2726.1
2020-10-06,AM,2635.6
2020-10-05,AM,2678.5
2020-10-02,AM,2540.3
2020-10-01,AM,2473.5
2020-09-30,AM,2559.3
2020-09-29,AM,2621.3
2020-09-28,AM,2621.3
2020-09-25,AM,2545.0
2020-09-24,AM,2540.3
2020-09-23,AM,2478.3
2020-09-22,AM,2511.7
2020-09-21,AM,2549.8
2020-09-18,AM,2573.6
2020-09-17,AM,2573.6
2020-09-16,AM,2549.8
2020-09-15,AM,2487.8
2020-09-14,AM,2726.1
2020-09-11,AM,2635.6
2020-09-10,AM,2630.8
2020-09-09,AM,2730.9
2020-09-08,AM,2792.9
2020-09-04,AM,2859.6
2020-09-03,AM,2907.2
2020-09-02,AM,2978.7
2020-09-01,AM,3064.5
2020-08-31,AM,3226.6
2020-08-28,AM,3231.3
2020-08-27,AM,3331.4
2020-08-26,AM,3312.3
2020-08-25,AM,3469.6
2020-08-24,AM,3469.6
2020-08-21,AM,3445.8
2020-08-20,AM,3441.0
2020-08-19,AM,3483.9
2020-08-18,AM,3445.8
2020-08-17,AM,3555.4
2020-08-14,AM,3483.9
2020-08-13,AM,3345.7
2020-08-12,AM,3393.4
2020-08-11,AM,3336.2
2020-08-10,AM,3507.8
2020-08-07,AM,3307.6
2020-08-06,AM,3269.5
2020-08-05,AM,3274.2
2020-08-04,AM,3102.6
2020-08-03,AM,2835.8
2020-07-31,AM,2702.3
2020-07-30,AM,2778.6
2020-07-29,AM,2649.9
2020-07-28,AM,2782.7
2020-07-27,AM,2754.1
2020-07-24,AM,2859.0
2020-07-23,AM,2854.2
2020-07-22,AM,2839.9
2020-07-21,AM,2920.9
2020-07-20,AM,2830.4
2020-07-17,AM,2811.3
2020-07-16,AM,2792.3
2020-07-15,AM,2744.6
2020-07-14,AM,2535.0
2020-07-13,AM,2520.7
2020-07-10,AM,2554.0
2020-07-09,AM,2606.4
2020-07-08,AM,2749.4
2020-07-07,AM,2754.1
2020-07-06,AM,2611.2
2020-07-02,AM,2596.9
2020-07-01,AM,2473.0
2020-06-30,AM,2430.1
2020-06-29,AM,2387.2
2020-06-26,AM,2415.8
