Date,ACIW,ACLS,ADBE,ADI,ADP,ADSK,AGYS,AMD,ASGN,AZPN,BBSI,BHE,BLKB,CACI,CAMP,CDNS,CEVA,CHKP,CMTL,CPSI,CRM,CRUS,CSGS,CTSH,CVG,CW,DDD,DIOD,DMRC,DOV,DOX,EA,ETN,FORM,GHM,HHS,HSII,HSTM,INTC,IPG,ITW,IVAC,JBL,JKHY,JNPR,KAI,KELYA,KFRC,KFY,LECO,LPSN,LRCX,MAN,MCHP,MDRX,MGRC,MIND,MPWR,MRVL
2020-01-22,679800,195200,1600300,1654700,2060100,1068600,365700,40772200,186300,610300,41500,306200,194800,212100,15122,1156600,183500,696900,382300,40903.0,4781800,981100,210600,3534500,100.0,161900,2166600,272000,64300,526800,1032500,2423100,5604100,581200,13400,2900,57200,210400,29475100,2765800,1151000,27800,1042800,351600,2454000,50900,130200,59600,314500,208500,720500,1504000,744100,2711000,3170800,117000,145,330800,7084300
2020-01-23,483700,384700,2084400,2170200,1520300,1687300,161200,40135400,160700,447600,28200,256600,319900,239800,22796,994300,160600,779700,140500,78222.0,4369000,955500,213400,3048100,100.0,154600,4918200,261200,166000,729500,587100,1564900,3081300,638300,36300,700,106400,160600,42778700,2841000,1431600,83100,1068400,411200,2025100,51000,389100,57500,513500,277000,413800,1556600,489700,3666400,1687400,121200,94,393400,6735100
2020-01-24,1454200,174700,1640200,1972200,1676700,2437200,195300,80004900,145800,373900,26600,239600,220100,175500,17652,957100,100200,875400,111700,42359.0,4653600,539600,119600,2631200,200.0,175500,2779200,341000,75300,626800,655300,2304000,2626000,639700,10300,400,77600,195500,84711000,2247700,1093800,25000,905500,418500,3254400,46400,162000,75000,329700,268300,431000,1632200,531000,5709800,2537100,59900,121,413900,7317200
2020-01-27,693300,157500,2652000,2737800,1622500,1837800,227700,48878600,205100,483500,33300,402800,390000,142500,13817,1259900,85800,911500,85400,46113.0,4239400,552300,304600,3309800,200.0,308900,1702900,529600,79000,909500,563200,2175500,2194200,614400,19800,0,73800,189900,30764000,2546500,1226300,67500,1573300,360800,8716500,38400,167800,125600,367700,366300,624100,1910900,322900,5319800,1806300,131700,237,302600,8398100
2020-01-28,259400,209900,2270800,2670500,1642000,1270100,333700,62343800,176900,398700,32900,206000,254500,201800,9735,1298100,103700,942000,84400,55246.0,3445300,677100,139600,2683100,1900.0,176600,2132300,369000,69000,1024300,569500,2961900,3394200,375500,18200,600,67800,119400,30915400,2202500,1138400,22700,1292400,813900,10405300,24100,170400,134100,375000,257300,601100,1815000,412800,3960600,1067200,107100,68,229800,6130600
2020-01-29,524400,111600,1521300,3500900,3842800,838200,1052500,112349900,212400,454100,51300,207400,220400,243600,12796,1241500,131800,996200,1130800,43514.0,2785500,1161000,244700,3415800,700.0,152100,1893100,418100,36400,980200,701800,2463900,2108100,354400,76400,300,59000,114400,18055800,2099200,1228200,90000,1552100,336900,4582800,31500,160000,72000,382200,160100,307000,1808000,515000,3447400,1382000,149500,176,229100,17658200
2020-01-30,329300,137100,1834900,2761000,2731700,1520900,434100,70460200,192400,3063800,32900,496000,322100,415700,10017,1033200,78100,960700,513200,55683.0,3715700,2556800,163100,2428900,1900.0,132300,1344000,496700,36200,1212800,875200,3838500,2680500,419400,53100,0,56200,87400,18522400,3846300,1647600,145800,2097900,520500,4234500,30000,151500,74800,242700,320000,719600,3943100,585100,4912200,1492400,96700,24,299700,17019000
2020-01-31,515900,310900,3692900,3245400,3316700,1616600,371100,60322400,311600,1211700,68300,512200,463600,256000,13604,2452600,99900,2115800,383400,65143.0,4193300,1710000,282700,3340700,1700.0,181300,1469500,426500,78600,2545100,767500,6995800,4701800,775700,73000,400,79600,135900,25268400,4826800,3070500,138700,2304100,824500,6329500,65900,222500,140500,321000,566000,464600,2436500,925100,7770400,2702900,138300,75,460500,10871000
2020-02-03,351500,212300,2693800,2134800,2162800,888300,490400,46983500,211900,650300,32200,400400,330700,218300,15157,1405900,178700,2075600,326700,104876.0,4755200,1190900,265200,3646700,0.0,197500,2320100,575800,74200,1516200,1028100,4155500,2745100,695400,30500,900,80200,127900,16646600,3338800,1898000,83300,1854900,397000,5588200,49500,307600,121700,609800,307000,453100,1945400,708800,4224400,1651000,83700,53,340900,9256100
2020-02-04,413200,300000,3053000,2249800,3423400,1093300,371100,46302100,147700,1070600,45600,355100,420100,131900,9170,1371900,89100,1259100,348300,181040.0,3983200,955500,254700,2793100,200.0,178500,1973200,721100,97000,1002700,965800,4190500,4735400,516700,17200,1300,69800,86600,20970800,4865100,1178200,68800,812900,498300,4932000,33000,230600,91700,297900,251200,804700,2531000,444700,6819800,1323100,127300,126,284900,10544100
2020-02-05,567800,226700,2463400,2192400,2675200,1366500,279100,42737100,174900,1030100,54000,354700,353100,128100,9500,1666800,86200,1163600,393400,62437.0,6162700,491100,169900,3815400,0.0,184800,2987400,328800,98100,826000,1691100,2895700,3339400,481100,26400,2000,49400,101000,23401400,4273200,1584700,32100,781500,957300,4900300,47500,222200,282600,484300,239600,733300,2157200,388800,12321000,2693000,70500,27,425000,10777700
2020-02-06,386600,759700,2224500,1398100,1600800,1326000,157600,48670600,131100,1044900,38900,247400,280100,111100,9304,911600,52000,1173700,313100,46915.0,4102700,472000,381500,7789900,1000.0,237200,1532900,258800,74000,747900,1459300,2500600,2507900,1089100,36500,0,69600,105200,17408000,2565300,1073000,49800,1232800,937200,4738500,39800,149200,194500,203600,246700,335500,1262500,520000,4231400,2264100,80000,24,765700,4263900
2020-02-07,301900,302800,2092700,1663800,2311500,1410200,232200,53107600,112800,1240400,18600,613800,311900,128100,9304,1157700,71800,812800,152800,52991.0,3713100,832600,205600,7927100,4100.0,84500,2325000,257300,41400,1050500,1055700,2231300,3064000,823900,28300,1500,123300,231900,18134600,3589300,996600,27500,1236000,560000,6273900,33500,155500,176000,141600,250700,302100,1602600,265900,5007600,998400,87300,49,527000,20910400
2020-02-10,266400,414900,2426800,1813900,2153800,1557000,132000,60971700,263900,1128100,18300,539700,368700,113700,11704,1302900,65900,597200,171700,60941.0,3873500,866200,236200,3077000,1700.0,130900,1728300,518500,60300,689000,691100,2170800,2039600,819200,21700,0,102400,51900,22299300,3113900,908500,41700,1282500,351800,4878300,74100,172500,213800,184800,316100,502500,1088400,403300,4020400,672600,95200,52,247300,13403400
2020-02-11,374300,661900,2004700,2765500,1584200,1289700,221100,74719100,446300,941500,36700,449400,839800,124300,17800,1419600,70000,807100,316100,83177.0,4299200,784200,139800,3036000,1000.0,141900,1469100,696500,57400,818500,771900,1195300,2481300,700700,41600,5000,74500,55700,17975600,3993200,1027000,92200,1173700,426700,4263500,52900,191600,178600,176000,332900,540200,1520700,365400,5751200,1508800,96900,16,258900,19616800
2020-02-12,657700,377900,2355600,1856000,2622500,1177200,195700,45994900,351500,521200,29900,438400,419300,109700,9757,1932800,70300,815900,369900,741898.0,4535400,553500,150600,2629700,400.0,117600,2487800,728400,74400,544200,769200,1567200,2006200,758600,14100,1600,59400,123000,15586600,8907000,979100,55200,1232200,431000,3729700,65800,224800,184500,256600,481100,591900,1687200,362800,4005000,1782300,77700,79,335700,9362400
2020-02-13,383300,426300,1917100,2391100,1913900,897500,95400,51640000,615200,644800,17600,371900,416500,142500,12117,3253100,64500,986200,605100,160547.0,3132100,650900,135300,2827000,300.0,281300,1953600,640300,52800,581700,766100,1627000,2059500,472200,27000,4000,45200,63400,11602700,4346600,659200,28900,1137100,550800,5018100,424400,545000,80700,163000,740600,1069800,2110200,367700,3652000,1002500,86700,18,327200,6782600
2020-02-14,305000,224300,1690300,1869000,1566500,996900,101100,52365400,328600,614800,18800,238400,354700,135100,9857,1329700,107100,576700,412300,96693.0,3599400,778000,225000,4148300,800.0,101800,1331500,428900,40700,643300,350900,1227500,1991900,630200,25400,900,61500,78400,13405500,2497900,765100,58000,1054100,351400,6793400,137200,264500,101100,154000,323600,7656800,1109900,310300,2195000,1214200,81700,89,321600,5264500
2020-02-18,1047900,219900,2074400,3074300,1512200,1342500,112300,70133200,490800,427200,31800,249700,378200,232500,12391,1540000,334300,960500,227300,92774.0,4957000,921800,211400,3218200,1100.0,242400,1496800,477900,62600,691600,532600,2171400,2298400,291900,26100,600,67000,85500,12758400,4440900,778700,72500,1420500,654800,2813600,51800,256600,117100,293800,317300,2544700,2749400,289400,2194200,752600,59700,109,331300,6081400
2020-02-19,713700,231800,2580400,4598900,1651500,1569900,180800,58597300,464100,503400,30100,284200,337500,232700,8965,2212000,247500,705300,200800,69639.0,3903200,364800,144000,3612800,100.0,185500,1766700,446100,129600,1021300,543100,1540000,1873100,623200,16700,600,69600,188200,13551200,2794000,974100,123800,1415400,511600,3160400,39300,459000,123900,158900,684800,2104300,1539600,299800,3231000,1275100,168300,41,285300,6274800
2020-02-20,511000,363000,3789300,3062400,1501600,1527300,253200,74203400,412400,502700,34600,174100,326900,182700,21570,2394200,359300,739200,136100,64973.0,5451200,523800,268700,3641300,1000.0,149900,1190900,423100,111500,684200,432600,4034000,1755700,454800,10200,500,43300,100100,26452600,2027500,1047000,70000,1249400,388200,2926900,23500,280700,129400,255500,323700,1661600,1887800,271600,2554400,1139700,92200,40,263900,5778000
2020-02-21,473800,273700,2742800,2813700,3538400,1774800,138700,88271100,188100,604300,70300,183100,422700,129400,10217,1550300,113600,710300,122400,77643.0,5242100,627800,188400,4787100,500.0,584600,1771100,291000,139400,661900,615300,2546900,2465700,638100,16200,0,48500,236100,20775900,4801400,1133800,102100,1109700,418800,2930000,30000,1224500,68600,279300,339100,1325900,2160600,371900,4047200,1404000,116800,25,318900,6709900
2020-02-24,408800,491800,3924000,3041400,2084100,2104900,98100,86624100,232600,1245900,34600,225700,414700,173100,13600,2361900,151600,1396300,242400,87723.0,8463300,875000,232300,4557300,1100.0,215800,1649600,432100,101000,820400,648900,2817100,4177700,759400,13700,0,106500,107700,26903100,3228500,1656200,55000,1481500,455300,4400600,53800,234900,170900,278200,484400,1048700,3102200,611400,6910200,1461600,107800,50,543200,13623000
2020-02-25,617900,340800,4188100,3251400,2606400,2282300,98000,88699400,528300,591900,59700,369500,442700,208600,25217,2648000,173100,2829700,449500,183171.0,11361100,906100,305600,4976800,1000.0,234900,2750300,572500,130300,1234700,902700,3651300,4140900,999700,31100,3400,414500,163600,34495700,5006900,1871700,69600,1435200,737000,3700000,63000,433200,220300,388500,425900,1124300,2549800,579100,5441000,1810400,89600,168,423300,12658300
2020-02-26,530800,221200,3489700,2896600,2319700,2850100,238000,86378400,546500,547700,104300,375200,198200,239600,15548,2477300,111300,1965000,241500,115483.0,13923100,720600,282600,5205300,3900.0,263900,4280400,461900,157400,1468400,1923300,2858000,4108600,583800,28300,8200,108200,78500,26190100,4951400,1673100,92500,1422400,602000,5739400,61600,178300,143300,271100,464600,1383900,2379600,581000,7456400,2765700,264700,99,329800,11222100
2020-02-27,978200,450000,4737700,3541300,2843300,2688300,213100,106416200,728800,1062700,70100,554600,387800,286700,16822,2678900,164100,2444100,262300,130595.0,9927300,969000,360800,5326600,900.0,385000,5230100,426500,591600,1439900,1593100,4906200,5546400,531300,59300,1700,208700,192000,42226900,6834700,2031000,74400,1613400,685600,5566000,71500,387900,201300,473100,645100,2658400,2872200,683500,8248000,2499900,243100,131,364000,20046800
2020-02-28,1577900,410600,6463400,6033200,4583100,4339600,365300,100331800,666900,1031600,75700,405800,577500,293400,23730,4698200,197700,2347000,288900,155941.0,12640800,1180500,428400,7873500,700.0,404200,4760300,435300,263300,1877500,1558700,6853700,6789600,1003700,49500,5900,165000,240100,60721700,7259400,2842000,200300,2143200,1178300,7056900,74000,328800,299500,610500,665200,2572300,3195600,975100,10948800,2994500,250300,29,448100,23321800
2020-03-02,978100,287500,5398100,3979400,3194400,2698800,274100,102324700,540300,730500,51700,403700,408200,189900,13539,2711100,166600,1689100,231600,159226.0,7761000,1109800,258600,5676800,1000.0,354800,4099500,361100,161200,1418200,2009300,4291500,5188800,484200,32600,500,170000,135700,43140300,7042800,1950800,102100,2003700,826500,5470800,62200,186300,119800,490900,498900,1729700,2347300,875100,9250200,3437300,147300,102,370600,13312400
2020-03-03,1256400,156300,4204500,3416000,3095200,2756100,754200,141972300,402500,703100,40600,293300,512400,193200,11070,3162500,154700,2021900,166100,120737.0,8323500,634700,513900,5117800,300.0,439200,2187200,507500,150400,1231200,1399200,3984800,5114600,548200,54000,0,187700,209200,49740300,6074800,1978300,68600,1700300,1557000,5379900,48500,186000,217400,651500,630800,2192400,2510300,475700,11342200,8698700,162700,122,429700,12016700
2020-03-04,1060300,208800,4146300,2181000,2847600,2242800,384700,93311800,312200,510200,93000,262600,280600,195800,8461,2364400,99200,1171000,222800,145002.0,5846300,725000,206800,3244200,1100.0,517400,1480500,235100,136900,936700,755100,4289700,4269000,493200,26700,100,97500,102300,29223100,5174800,1722900,21000,1240900,649600,3614300,70200,232400,229500,436800,402000,3235600,1917000,594800,9008600,4223300,124200,181,277500,10687000
2020-03-05,1298100,276800,3199000,2197200,3359700,2328700,273400,98302700,374000,633600,44500,337800,447300,173900,62135,2163700,110800,1147900,957800,75468.0,5797500,707100,278200,3893000,1100.0,460800,2186700,298800,124200,1056700,1059800,3029900,3980400,724000,29500,2200,179800,109400,29099200,7205000,2368700,36900,1200900,834200,3698600,55700,316700,244900,625200,318400,1850000,2037000,679200,8313600,3721000,116600,42,447500,30864700
2020-03-06,1305900,255800,5622900,3801200,3137400,3272200,276700,124590900,362800,747200,57500,259400,431400,171700,36522,3361000,142900,2276900,387800,82504.0,9757700,676300,244200,5364400,2100.0,305000,2293600,301200,116200,1806000,1128800,3886200,4760000,391800,38500,11300,176900,148100,36259200,5566500,2953000,53000,1650700,857600,3199100,74200,187000,196800,776400,292900,2363600,2048600,1168800,10880600,5342900,149700,159,391700,14684700
2020-03-09,1443800,334600,5291900,4936400,4551300,3108500,236500,80859800,678400,2683900,93700,329400,483900,195600,22170,2793500,174400,3008200,343600,88593.0,9657100,861200,296100,7526000,2000.0,324900,2527900,337500,108600,2094900,1066300,4784300,5205800,784000,48800,12600,214900,160500,56197000,5033000,3172300,63700,1842600,774000,3926500,55500,257100,185200,1421900,724400,1980700,2649500,1236700,12189800,2453500,218300,354,432400,13199100
2020-03-10,1472300,379700,5973700,4355300,4152200,3439400,310200,76228200,885900,1411300,64700,369400,540900,229400,23404,2809600,128000,3777800,250100,103582.0,11443900,757400,875700,6703100,800.0,475800,1802400,295700,193200,1166300,1496900,6525600,4974000,757700,58200,5800,336000,236300,36569000,9425000,1957800,39200,1806500,925500,6641200,55200,279500,343400,1066200,656700,1763600,2372500,1483500,12821600,3305300,228500,115,582200,14173500
2020-03-11,956400,433300,4869200,4167900,2751000,2789400,356500,101601100,552400,1650700,63600,373100,639700,207100,19887,2918300,126900,3126400,246300,102502.0,10341300,976000,325300,6122600,1900.0,363400,2234900,304000,137100,1460000,836000,4906000,4422800,646300,78800,1500,144000,230200,38563500,8921800,2290200,45200,2351000,868800,4769400,45600,160500,169400,1091600,385200,1169400,3144100,1283500,18819600,3815400,162500,6,475800,10320600
2020-03-12,1299000,501800,7230200,8483800,5497200,5014100,420300,107461500,770500,1373300,82500,432500,721000,315200,22965,4756600,217900,3532400,394200,169338.0,13213000,1111900,676800,7701700,1300.0,592000,3385400,672200,304100,2255200,1457600,6288700,5814900,597700,82800,1300,212700,236700,50661700,6013100,3807900,80300,3212900,1352400,5657500,66100,519900,282600,868400,691900,1664100,3684400,1275400,20688400,2862600,200800,42,612600,13800400
2020-03-13,1284600,486400,8935200,6399300,3604900,3998400,537300,86689700,903400,1070200,80700,446400,564400,353900,27735,3988500,179700,2925500,407100,119403.0,13765400,1151000,551600,5853600,15000.0,655700,3229700,484700,337000,1438500,1584600,5842000,5711900,906000,50300,10600,164800,285600,48805100,7965800,2994200,276100,4389900,1468600,4838100,93200,349100,294900,863800,842400,1540600,2692000,1314600,13216600,3713100,244600,157,660800,12543800
2020-03-16,1336300,564000,7140100,7287000,4415900,4100900,496100,84545900,947800,1204800,54200,353500,697500,301700,41943,3071600,155200,2840700,248800,125917.0,13845300,975500,530400,6489800,2100.0,464600,2631900,644800,326800,2415500,1177200,6196600,4825300,776100,52700,32800,217800,381400,53878900,7036000,3752300,125800,3231300,1085800,7237100,78100,314100,239900,959400,820800,1384700,3096000,1191400,13245600,2740900,232500,403,703500,9805500
2020-03-17,1553200,402000,6189100,5555700,4274800,4110600,382100,92741900,925800,1028900,123300,443800,933700,273300,30483,2719400,247500,4341300,351200,143191.0,12191500,1169900,611300,6919500,200.0,571900,3783600,727100,302700,1866500,1833900,6370100,5774000,1066000,70100,16100,264200,403300,52085200,6901600,2965600,72400,3203500,1044500,5958900,126600,581800,326100,893000,679200,2113400,3669400,1273700,14931000,3401500,207100,271,577100,11453700
2020-03-18,1550900,341700,7293300,5725800,5108600,4762400,289300,106949300,960000,1113800,118800,373000,602600,280500,14935,3137600,308800,2329500,365800,107804.0,12988200,1157400,603500,7214400,1200.0,636300,2831200,443800,442500,1710000,1105700,7073400,5784500,789100,58700,6200,283500,277600,49309900,8432500,3671500,98900,3428400,839200,6541100,75200,357500,233300,707000,824000,1211300,3607200,1131500,13632000,4473700,244700,39,508700,10930700
2020-03-19,1452100,468300,6023800,4465000,4022100,3749300,333000,88939000,792900,886600,104700,419100,989600,357200,17913,2584900,218000,1889400,507500,135283.0,10444000,1224300,500200,5650600,0.0,659100,3051400,547900,194400,1329700,1605200,6549700,4599000,702900,52100,31000,349500,323100,44538000,7161600,2662700,159900,3414000,1172100,6661700,103000,580000,220400,781800,679500,1690300,3343900,1154100,13221200,3492900,270600,62,504300,10526400
2020-03-20,1769500,456400,7461800,4567500,6257600,4515800,415200,106859500,858000,1040900,85900,599000,1905100,352300,18848,3393500,243100,1539000,501000,175637.0,12450100,1635600,571100,6541200,5100.0,618100,3367600,562200,226200,2333900,1715700,6174400,4540900,1153300,92200,8700,239800,471300,52344000,12728000,2794200,51100,3042600,1370100,3491700,148900,501100,326700,907400,836700,1532000,3904500,980200,10194600,3295600,335100,47,636600,12976100
2020-03-23,1787700,331500,6016800,4063700,4794500,3309200,550100,101704700,706900,989000,55200,431200,951200,228700,28026,2954100,130400,1660200,365700,126969.0,11898300,891400,430400,8152800,1700.0,333600,2271300,394100,174700,1788800,1121100,8149000,6096900,784100,81900,29100,136300,349800,46698500,9438500,2777000,62400,2225500,950400,4383100,101800,312100,277300,590300,796500,1332000,3027200,811400,19436000,2957100,229500,137,480800,9422000
2020-03-24,1693300,395600,6592200,3651400,4884100,2691500,360800,106794200,801100,933100,61300,465100,457600,217400,21443,4180100,156800,1357100,384100,86161.0,11834400,1077600,386300,5853300,400.0,322900,2477600,413400,158600,1849300,1454600,5765200,5155900,602900,67900,18100,139300,384200,50019800,8422800,3077700,190200,2735200,897700,5244300,82800,247000,192300,560600,736000,1393400,2921200,782900,17734800,2095900,123100,33,485200,13566500
2020-03-25,1839400,328800,4830400,3859600,3941600,2497000,409200,93760400,660000,648000,69300,328500,535200,173200,29630,3940100,193900,1363900,859500,138595.0,10639300,904800,657700,4921000,400.0,297400,3378700,449800,123000,2582400,999800,5005600,5259100,914100,73400,35800,191300,263000,41106100,8090500,3272400,123700,3303700,818600,5323200,47800,475700,192500,528600,673800,1793200,2837400,777100,17580800,3420800,148300,1139,550900,11585600
2020-03-26,1044800,400500,4531000,5063600,4041000,2752500,333000,73680200,655900,622200,92900,269200,669000,186600,41743,2781400,212300,1989200,420200,131819.0,8573100,1096800,379600,5291000,4000.0,355000,3059700,326800,140300,1427200,1201000,5750300,3073400,630300,62500,1900,198600,199500,41459800,5860200,2097900,146500,1963300,863700,4179100,63000,338300,149900,414000,391800,1158600,3166300,665300,8952000,2310100,154900,405,541000,9346200
2020-03-27,688700,256500,4862100,3009900,2997800,2929000,277200,74599200,494800,474700,100900,252200,288100,186200,17417,2228400,145700,1738400,337900,95438.0,8273500,1009400,388300,5159300,400.0,410900,3781300,275100,166900,1123300,1411900,4519800,2621400,684700,49500,23100,192600,316700,31633500,6300700,1818300,34700,1970600,545300,4103500,64700,285100,205500,559000,376600,1122400,3203300,576900,9326600,2595900,183800,1075,471400,10962300
2020-03-30,925300,224800,4340200,3268200,2522300,3378400,318600,68486600,576100,499000,84200,339300,640400,186000,21952,2514300,168500,1720600,344200,173505.0,7650400,862800,177400,6230200,0.0,380900,4143100,334000,88500,1240800,1388100,3352700,2873400,782700,46800,25600,182700,213400,31628600,6907100,2262800,46000,2074700,571700,2334400,78800,215000,167600,434300,412900,1040700,2129800,559100,6826600,2818000,118800,515,279000,7438200
2020-03-31,1471800,336700,6413700,3432100,3513000,3678200,275000,83483700,620400,604500,110700,323500,560500,256000,31717,3451400,179400,1785700,542000,213115.0,10429700,1213800,283300,5228500,1800.0,735600,4511100,468500,114700,2057600,1802800,3762300,5641200,926900,51000,26400,238500,227200,48074700,7281800,3034500,89400,1877800,781000,6755900,83700,431100,182000,369200,569500,1320900,2783600,850900,10725400,2710500,162300,725,467000,14404300
2020-04-01,925400,266900,3903000,3231900,2905400,3185100,237300,92083100,545100,450500,78500,238100,442300,152600,36183,2824100,161600,1327100,536600,147766.0,8737600,797600,354900,5490300,0.0,241200,3603300,375700,120400,1218900,2405100,4056500,3769700,561800,47800,46400,109300,169100,29586600,6307500,1962800,48000,1649000,624600,3723300,54900,227400,188400,420500,479900,1240700,2465500,826800,7833200,1877400,143500,237,454300,8253400
2020-04-02,1068700,375500,3589700,3638200,3808200,2729600,241800,79024100,513100,717400,39800,257800,465400,213300,33700,2959100,156100,1412100,480400,81361.0,8150500,697800,218300,3819700,0.0,395400,3680500,204700,89800,1407800,1065800,3793000,3162500,650200,40100,57000,105900,164700,27810000,4603500,1428800,40700,1615400,527400,4387900,60200,156600,140100,230100,484100,1113400,1891400,588700,8014600,2011700,117200,444,399800,9597300
2020-04-03,798300,288600,3934700,2253800,1567500,2214500,250900,79335000,406200,431700,43200,297200,374400,187500,25896,2554900,97800,805700,408400,70508.0,6004400,546900,342800,3225800,100.0,293800,3350400,559000,101900,1206700,1459700,4084300,2606700,562800,54600,42900,182700,220000,23906100,5810700,1503500,40400,1698200,718800,4753500,38700,295400,137000,375300,349000,845700,1490600,534800,6238000,2495100,263200,209,212800,7963400
2020-04-06,1212900,439000,5145100,3673600,3664100,2732300,502700,82294000,580500,722400,75200,291000,1290200,167000,35926,2332700,155100,1119200,506100,92066.0,12296800,823000,348200,5659100,1500.0,438800,2996300,426800,193100,1351500,968200,4280200,3109300,593600,28700,50200,134300,171500,32323400,5812600,2138300,48900,1359600,960600,4517200,74000,217400,159100,602200,403700,681800,3327200,597400,9534600,2573400,127700,251,391600,10362600
2020-04-07,950600,302600,5422300,3814800,2870600,2098200,312900,102098700,502500,554200,73000,259800,698600,216500,21500,2315200,103600,1040900,414200,137159.0,7859500,746700,229900,4056100,800.0,300200,2464000,335000,95300,1488500,803700,5496100,3372100,511400,20300,24700,168300,212100,41410000,7803400,1992700,46600,1386600,995100,3620400,53400,421500,211600,335400,470400,1357500,2577800,549600,8663800,2797800,93100,507,580400,8847000
2020-04-08,749900,219500,4002500,3001300,2726600,3142100,439200,64930800,402500,550200,66200,278500,911500,134000,29748,1932500,111100,912200,489500,135888.0,7665500,629800,204100,5382200,2100.0,214000,2175100,421000,75200,863000,588300,3199600,3272800,416300,54200,6800,129200,231100,26719500,4876800,1363000,44600,1073700,884500,3375000,50000,181000,135700,522000,489600,1086400,1892300,514500,13348200,1595300,102400,204,487800,6998100
2020-04-09,606700,302300,3290200,2806200,2683400,3705100,398600,80270100,353700,590300,114800,192800,843300,166900,24174,1954300,157400,1269500,287100,74090.0,7094600,624600,192200,6208800,1200.0,314000,2167700,419500,84700,1335500,665600,3717200,4472100,432500,29400,42500,168100,232900,40499700,5048100,1752300,63100,1541600,427000,3934000,41800,214600,141200,502800,328700,995000,2617300,659600,12136600,2042300,142800,1039,416900,9993500
2020-04-13,761200,199800,1839000,2348300,1728700,1896500,267900,64290100,230700,295000,70600,134100,234500,119300,19430,2521600,140900,604800,312000,82556.0,5138600,527800,181600,3698900,300.0,173200,1314200,186600,64300,1062300,1241600,2680800,2238200,383300,16100,15700,71100,135800,23251900,5396000,1611000,115200,1317100,439100,2365200,56000,201800,100300,351000,339200,1800300,1410700,396300,4896800,1576400,71500,520,228600,6679400
2020-04-14,644900,495400,3858900,3177900,2404400,1917700,258400,85306800,410800,403800,84000,241500,463200,196200,23000,2511000,98300,1843200,420700,150568.0,7334300,859900,193900,5486600,2300.0,373400,2350300,292600,69100,1305200,632200,2622800,1943400,510600,27200,25200,110900,132700,25674000,6602900,1889800,65800,1437400,503400,3552900,72100,259200,192500,303900,287900,918000,1626800,601100,5572400,1947300,95500,571,311400,9367900
2020-04-15,1040800,356900,2818600,1884100,2146300,2014500,231300,83814000,319000,317800,71500,309500,462900,213300,18365,2245600,128100,1558100,295700,83845.0,4042600,793600,272400,3385100,0.0,199600,2078500,318300,75600,924700,1296200,3100000,2040500,1197700,34800,20100,164700,123400,22841600,7904200,1395000,30000,2136700,423400,3200600,61700,181300,164000,373400,282700,696600,1542800,552400,5062400,2125700,121100,861,346500,8106700
2020-04-16,940900,424100,3918600,2621700,1949100,1847500,189800,103106500,316100,379300,138100,226200,336700,179400,17426,2603100,104800,1357200,259700,121140.0,4391500,584600,189900,3551100,1100.0,202000,1491600,475900,69500,960300,1091100,4020600,2961000,919300,64100,17600,141500,226000,24433500,7997900,1442100,36500,1407700,480900,2935800,80400,264000,144800,410600,281200,727300,2077800,803200,5613200,2431500,181300,291,325000,12789200
2020-04-17,1499400,384200,3342400,1917000,3179500,2357700,194100,76908800,257400,587300,49200,182800,369200,207200,23687,3958600,142200,1019600,254600,133899.0,7312900,651400,208300,5052600,1800.0,135100,1648800,392100,110600,887400,1091700,5032100,2450900,659600,38400,3000,121100,127800,27385600,4886300,1284700,128000,2162600,488500,3477300,59000,191100,93900,365100,326800,586500,1831600,647700,6323000,1981400,193800,95,292800,4888400
2020-04-20,702500,249800,2772000,1498300,2521400,1192000,119900,72367300,257200,681100,54300,237500,375600,154700,20909,2300700,116500,821700,293100,118353.0,4686000,474800,136700,4955500,600.0,238700,1947500,302600,138300,1121600,1193500,2946100,2181200,378500,61100,13700,143000,143400,26420300,5301800,1186200,51400,1607800,476900,4260600,48900,177300,106500,211400,373900,673800,1782300,796200,4356600,1967900,250900,114,191500,9800600
2020-04-21,710000,221000,3548200,4028000,2178100,2331700,210300,123906400,313700,594700,73900,202200,423200,214400,12539,2938500,146000,1594400,193800,55986.0,13737900,507300,195900,4115900,0.0,124800,1463700,281400,109000,1757600,1873800,2483200,2400300,521800,33600,18900,144200,132000,25248000,8455100,1300400,118600,1927100,442700,4282100,55100,221000,132400,348200,211900,602500,2999000,886600,4636400,1064500,91000,196,296700,10118700
2020-04-22,509700,142300,2231500,3170600,1558400,1013500,188700,63041600,213300,362400,49300,222900,337300,137800,9600,3043100,59500,773900,163300,89979.0,6660900,591900,156700,3591100,0.0,127600,1715900,258800,119500,1396000,773700,2558900,2639300,501800,42800,16300,196300,120400,23350400,7053600,1342400,43200,973600,499600,5316800,55600,267900,76900,267400,192000,739500,3565800,894000,3702200,2117900,102100,801,384100,9736700
2020-04-23,790300,167300,2120300,2585200,2345000,1582400,218200,69662700,314600,340400,48000,249400,403800,103900,14517,2273000,90700,1218500,338100,118711.0,6281400,383800,185400,2708900,1800.0,122000,1550800,234800,85100,835200,640500,2737700,2289100,317300,27900,6900,261000,189900,35092000,7058800,1378800,69700,1274300,526400,2688800,73900,326600,71500,551900,254600,838400,2624900,698400,3385000,2141400,152600,494,285300,9032300
