Date,ACIW,ACLS,ADBE,ADI,ADP,ADSK,AGYS,AMD,ASGN,AZPN,BBSI,BHE,BLKB,CACI,CAMP,CDNS,CEVA,CHKP,CMTL,CPSI,CRM,CRUS,CSGS,CTSH,CVG,CW,DDD,DIOD,DMRC,DOV,DOX,EA,ETN,FORM,GHM,HHS,HSII,HSTM,INTC,IPG,ITW,IVAC,JBL,JKHY,JNPR,KAI,KELYA,KFRC,KFY,LECO,LPSN,LRCX,MAN,MCHP,MDRX,MGRC,MIND,MPWR,MRVL
2023-08-03,525500,765000,2183700,3040100,1129000,1426800,140800,90605400,285100,236100,77900,146200,170500,132100,5370,1148400,71600,727800,166400,54261.0,5515200,863000,585900,10687900,0.0,312300,1237800,246700,565100,830400,1485100,4083400,2133200,552400,16800,27500,117700,128600,24817900,4887400,1107600,437700,728400,290000,5036500,79700,81400,228000,170900,501300,1672600,1215500,572900,5966400,647400,81500,531,455600,9047400
2023-08-04,911500,814700,2461900,3632900,1237800,1017600,144400,83083100,224000,219400,26700,109700,179100,135200,5213,1413200,79300,1144300,164000,93969.0,4799800,1171500,559200,6268200,0.0,267000,2378600,363100,218100,635000,792300,2798100,2043800,537300,12700,8900,165600,125800,26664300,8373500,1219300,121300,718700,461300,3374400,31500,146500,140400,201300,322800,1275400,665200,275900,11224800,721400,78900,118,517800,7625800
2023-08-07,304300,514800,1777600,2035200,1266800,849300,179500,65854800,204700,155000,34800,148000,114900,92600,7335,1183800,109300,1069500,120400,82627.0,3615200,718100,206900,3858300,563.7664233576643,243900,1637800,363400,152000,660700,625400,2662000,1478500,546900,176000,17700,111200,57600,22486900,4618000,1074300,122400,935300,259800,3511600,67800,171600,106600,142800,306100,1874100,684800,334800,5594300,546400,64400,255,338200,4769000
2023-08-08,486900,515300,2626100,2939500,1068600,1227000,156100,54141800,155500,164900,29400,96200,148100,95600,21809,1466200,115300,813600,105900,51217.0,4843800,638100,112200,5515900,0.0,152800,2295700,474400,65500,761500,651100,2409800,1593000,298600,87100,12500,90400,74000,34753600,4723500,887600,117000,964700,264200,3512200,58600,110800,90400,142400,200600,2345300,809400,330900,4243500,714600,92300,832,343000,9182600
2023-08-09,567000,706400,1843800,2341900,1145000,1949400,172000,56257100,305300,206100,23900,88800,123500,198700,9639,1348600,280400,616900,87200,87578.0,7847500,450500,203800,3250700,100.0,172100,3201600,891700,83700,597600,517500,2404200,1709300,239300,56500,13400,63600,71300,28720200,3311500,724800,74800,880700,307300,3473000,41100,109000,129300,218000,287200,11783500,813900,198300,6357900,629700,99800,201,451700,9272600
2023-08-10,364300,443600,1901700,2268000,1153700,1660300,152100,57297800,328600,215800,23200,100500,184600,305800,9100,858100,205700,874200,88600,428977.0,4004700,469800,115200,4131000,0.0,111700,3287400,271100,58200,639200,459900,1683300,1314000,237400,33300,22000,63100,143600,30957300,3258100,1621500,59700,845800,351900,4971300,25300,125700,137400,191500,195900,6462100,937600,254600,4534500,465300,72900,340,413600,9706500
2023-08-11,319800,713000,1929900,2859400,926400,1167900,102400,55618700,224000,102800,15200,127500,98900,159800,25330,949400,168800,706900,68300,147114.0,2930000,375000,163600,2788800,100.0,74500,2099700,217400,68600,586700,302100,1894200,1034200,294000,28100,43000,45400,65000,28752000,3562300,1889700,233100,845100,274900,3884400,22200,144300,114800,201900,155700,2683400,1603000,291100,3752400,688400,114100,114,467700,9950200
2023-08-14,251100,379600,2052500,2057000,1113200,1096400,84500,57421800,216600,146400,19900,112300,93600,153400,10548,1053800,202200,525100,88300,178842.0,3304700,473400,191300,3620900,0.0,105100,1534800,283000,61700,587900,759100,1713200,1274300,345900,82400,37600,66800,85500,36896100,3293500,1166600,133800,536200,464200,3414400,72300,155500,98000,291600,243900,1694100,1301700,211300,4483400,676700,73500,77,452000,14179000
2023-08-15,236500,211800,1824300,1959500,1092800,1289700,84600,53816600,234000,177200,17700,90900,110500,90600,6517,1171500,248800,484800,106200,119396.0,4076400,381800,140200,5545700,0.0,85000,1887300,162500,84900,653700,397700,1500000,965600,214300,51300,28400,114100,64800,27420300,3323400,626200,67300,705500,592000,3215800,29200,303000,87100,239400,270700,1889500,671300,261100,3871500,457400,83800,257,505700,8371700
2023-08-16,240400,381600,1541300,4869000,1275300,1517300,78400,54327300,238400,162700,19700,129200,140100,137200,8104,1134700,149400,1398500,198000,99914.0,2759600,278300,94000,3636900,0.0,107500,2005100,274400,43000,635700,509000,1554900,1245500,185700,25900,67900,111700,101200,35757300,2562200,630400,166600,747900,1858400,3601400,44800,111800,81200,281000,319900,1499800,808800,254600,3955600,622800,58500,147,543200,11453300
2023-08-17,451200,499100,2455800,2804100,1394500,1526100,69700,59064300,203900,257200,26200,102100,168700,132000,16578,1169700,159800,1316200,84000,115273.0,4062700,510900,110900,3302800,0.0,144500,1636200,407300,73100,963100,615700,1790700,1092100,282500,26800,36500,85100,83400,39906700,2188100,843700,111000,708100,1201200,5378900,34900,110800,51700,302600,216900,1797700,891400,275800,3993100,856700,70400,304,522900,10816700
2023-08-18,333000,356800,2139100,2834600,2044300,975700,101900,59884300,225600,303900,27900,124200,166300,223700,16922,1080600,106000,649700,110000,113796.0,4266200,447900,116400,2924600,100.0,175100,2113700,444300,106800,703700,569800,1518100,1728600,317700,28600,25000,128200,119700,23692300,2162500,885800,64300,701800,771000,4039500,30100,104900,74800,294000,266500,1508800,933600,366500,4270900,579600,80600,337,500100,12325400
2023-08-21,264700,305000,2428300,3345900,1205300,951300,71700,49319200,272700,171400,25100,88200,149000,103600,14643,1341900,116800,766200,118200,161735.0,4023300,275700,154400,3585000,100.0,152300,1633600,269500,58700,499000,608300,1412000,1342900,369700,36600,34900,74700,80700,43718200,2110500,659700,95800,1109100,627300,2602000,30800,101700,71900,231500,206500,1127000,908300,291900,4479600,734500,66500,199,505300,12100000
2023-08-22,255000,310300,1496600,4241700,926100,1041400,69700,47335100,228200,161800,21300,83600,86500,122900,12017,1003800,98200,499100,70000,157121.0,3153600,323700,83100,3473600,0.0,181900,1302400,252400,65600,528800,579100,1839900,1492900,263800,40000,13100,86200,72400,23434200,2553000,573600,87700,1103300,426600,2898600,26000,93000,85100,213700,238300,882500,627900,303600,2883900,540200,63200,4486,455100,13608900
2023-08-23,381700,345000,2336900,7413500,1027800,1697500,88400,54656300,157300,116900,29000,99500,150400,133800,10852,1936600,124600,423200,133500,286717.0,3833200,374600,165500,3031800,200.0,199000,1604900,213200,46500,422800,482300,1821200,1757700,201800,29600,31200,80900,67000,32324300,1543600,628500,74400,714200,544500,3545800,23300,90900,61800,271700,174700,1172900,871300,543100,5586100,698900,44600,706,737500,13460600
2023-08-24,301100,380900,2950200,6811300,1132600,2648100,133700,109179100,177600,160200,19500,107800,94700,74000,14300,1489900,108200,420800,198900,156357.0,3960300,342100,122700,2520100,0.0,188500,2479400,251200,113600,396000,352600,1795100,2822600,366900,23800,26400,132200,99900,37931000,1802500,669500,100200,915600,330900,2359700,27700,111000,86100,286500,114100,990400,1134900,287100,6584700,866400,127200,577,908900,27361400
2023-08-25,399000,493200,2308300,4538700,1039500,1933700,246900,74793100,160400,157800,20700,125600,210400,152300,11065,1293800,68800,607100,116900,125967.0,3068800,317900,95600,2031600,0.0,92300,1132900,207300,64400,667500,276300,1308900,2433500,158800,25600,58700,79200,43300,27324800,1855000,667600,63800,944100,279900,1983300,32100,77400,56100,173700,124000,1153800,760100,269900,4553300,1236100,76400,160,692200,32505500
2023-08-28,328000,297200,1684100,2851700,813600,1098000,75600,55386800,177900,172100,21500,91500,142100,197200,10474,601400,166200,590300,144400,189445.0,4086900,316600,90000,2078100,0.0,99800,1194400,197500,101500,558900,284800,1182800,1611300,277900,30200,34100,52500,57100,22341800,2656300,525900,57700,3961700,407700,1548900,21300,209400,58600,204100,234700,1321900,609200,244700,3849800,550500,71000,1143,421700,13560400
2023-08-29,688900,529400,2167000,3574800,1139600,1151900,139500,50850300,154600,162300,14800,65100,99800,146400,18239,1242300,91800,525200,183600,157677.0,5850400,531500,135900,2323100,100.0,85800,1939400,379900,93100,617400,325700,1538600,1392100,409000,27900,29500,47200,52900,29943600,1976500,758000,56300,2284500,404800,1546800,24300,124100,61900,206600,148100,1144500,1039800,179200,4071900,585100,123100,588,496200,10356500
2023-08-30,617900,405500,1930300,3080900,1587500,1331100,63700,54847300,160100,184900,24700,78800,95000,89700,7517,1015500,204500,538100,145700,183238.0,9946000,296500,136300,2058100,100.0,106400,11234400,252300,107800,1324000,559500,1767600,1235500,657800,26500,34200,52800,68300,26279200,2095900,1014200,44800,1882100,321100,2096500,29000,103900,64300,160300,281200,1303900,902600,302200,4880400,626200,70900,497,256200,11605600
2023-08-31,1220200,553400,3919300,3362800,2400100,1729100,151700,58919000,189500,248900,47100,187900,301800,93100,16296,1453100,135400,940500,109800,228689.0,19268400,352500,204900,2329300,0.0,117500,5159200,435400,337700,905300,649000,4374900,2040900,635600,36300,28300,64400,126700,48157600,3532200,1043400,124500,7858500,646600,4597800,47300,142900,131100,193200,302200,1285700,1681600,205600,4640800,618100,126500,174,423000,10331900
2023-09-01,430500,363600,2232300,1879000,1491300,1160700,88300,54808900,222800,165500,45300,146900,104800,60500,9552,1004700,89900,667400,106100,306341.0,5597100,175400,99300,1744000,0.0,116100,2034300,170900,108200,902400,348400,2333100,1423100,314300,26400,11500,69800,76700,43782600,2802800,631300,74900,1147300,320200,2782500,45700,142800,94200,197200,168800,1320400,644000,210800,2112900,603600,57800,159,252200,7636500
2023-09-05,584100,518500,2349700,2488000,1616500,1189800,116200,66042200,203300,257400,20500,194000,139200,131500,3191,1302600,99700,986300,147100,667395.0,5807300,586800,199400,2187000,500.0,158400,2391500,280900,196500,719500,599400,1963800,1614500,370700,61000,16500,126400,96300,43379400,2133600,995400,86800,1364600,360500,2536200,69800,174300,82300,318300,317200,1126700,519900,365400,3258300,770800,111300,401,331500,5623600
2023-09-06,290700,260700,2299900,3382500,1311000,1709700,69600,47736700,172700,194100,26800,102400,103500,145500,3996,1251300,85500,606500,122000,428286.0,5066700,575300,718400,1900900,1000.0,114700,1941100,202700,70000,753400,396700,2273400,1699300,295100,27400,16400,83000,50200,39643400,2754300,871200,199000,985200,569200,3024200,32700,141000,80300,250100,277400,1887000,901300,331100,3996400,686700,55800,342,344100,10960400
2023-09-07,363500,603600,2089400,5562200,1021600,1288200,77500,49080100,230200,212900,20500,217500,108500,215900,8630,1555500,152700,884400,110400,592573.0,4201900,892000,5395200,2328400,100.0,157400,8109200,257900,87400,681300,969200,1724600,1751100,340300,29400,16700,200500,111300,67659700,2722100,1246000,167900,1596000,606700,2480000,50400,307500,113200,325900,517000,1463700,1203900,620400,6248100,770800,56900,1315,487200,10635000
2023-09-08,219800,392700,2262000,3182200,1191000,1002200,81400,46232000,212200,265800,24800,208600,74100,176200,6196,1234000,100200,529800,72000,380391.0,4578900,386500,502300,1823300,300.0,121300,2100400,174500,50700,808100,474100,1750100,1414700,231800,12000,23100,124900,61500,44255200,2214100,1031800,68400,1174300,459300,3343500,50600,241100,77000,257200,273500,3027800,902300,315100,4875400,938000,45900,602,369300,9415900
2023-09-11,282400,479200,2083300,2768100,1297200,838800,170300,50611300,244700,229100,26000,167900,116700,185500,4839,1146900,226300,512000,177300,290639.0,4418000,386700,291000,1794300,300.0,183800,2298400,240100,76400,848000,483200,3626400,1539500,226700,35000,17800,91300,73300,36349300,2254100,1065200,44000,981900,397000,2011200,69900,116400,65400,376700,236300,1959700,952900,326800,3695400,2096700,52700,243,554700,8430000
2023-09-12,327700,447700,3961300,2862900,1303300,1574600,82900,44413600,163900,201500,28200,122700,148800,135700,7248,986400,201800,662500,207900,318037.0,4002300,1428100,184400,2512000,100.0,176600,4434000,145800,64100,706100,289100,2379300,5506800,230900,34500,28700,154700,285500,55326600,2024300,1011800,122600,735700,439700,1618000,33500,152100,82300,253000,238800,1966400,892400,387600,3998300,1071900,45800,152,516200,5571400
2023-09-13,273800,491400,3465200,2269400,1364400,1095000,59500,44702300,279200,228600,77400,114300,127400,137700,5248,1164700,230500,691700,146200,320219.0,4173600,521700,227000,2833300,0.0,130900,3057700,225800,107500,800200,363700,4107100,5816500,412300,42000,11200,129000,80800,35407800,6390900,1152700,62200,1244900,444000,3441100,64500,195000,72700,208300,454700,1657100,877700,329200,3315600,1035400,124300,775,594500,6328200
2023-09-14,293100,429600,4786900,4135400,1350200,1137200,62300,45920600,318000,207300,29900,125500,141100,194200,55230,1205300,167600,564800,110900,329340.0,4297200,486000,184500,2351200,400.0,151500,3592300,252300,213100,951100,287800,3112500,2267700,422500,28000,39700,82000,147500,30616500,5052800,986300,118000,1023900,343100,4199900,55100,171500,74200,555600,427900,2019700,1035900,531500,3680500,816100,48000,466,500200,7864800
2023-09-15,1057900,2874900,9769000,6062000,2898800,1944400,241400,71017600,779200,629700,105100,668700,838100,447100,9809,2806100,675700,1021300,538500,3481765.0,9930200,1487000,849800,9869200,0.0,703200,6445900,823900,339900,1357800,791000,5405600,5062100,1202600,29300,37400,576000,393300,68868800,8167100,1541000,429100,1988200,725900,7662600,86500,1570900,173000,1175400,699800,2792900,3160800,1548100,8586600,2591500,171000,727,992700,14009000
2023-09-18,257800,534400,2650700,2733700,1218500,880400,58800,49061300,331300,197100,20600,101300,139900,152600,7774,680500,78500,702600,116900,421748.0,4279400,618800,217200,4788900,0.0,147600,2917600,268900,51700,646900,293700,2449500,2258400,391900,48400,27800,107300,95600,29322200,3468100,1003900,114000,979400,431600,4897700,170500,222700,99900,315800,321900,1503500,1259800,370100,3746800,1688400,87900,266,533000,7076900
2023-09-19,326300,366500,2385800,2852700,1030700,1146000,72900,41704100,278000,221600,23800,98500,110500,180700,36848,610800,93900,894200,110400,250299.0,4001500,269300,241000,5046500,100.0,138100,2342000,308800,85700,586600,246200,2403000,2551300,591300,35400,9500,105000,193800,53288100,2250600,958900,60000,795400,362200,3680100,54000,111800,131500,198700,320000,1744900,1094500,371900,2232600,1313600,114900,212,448300,6518400
2023-09-20,282800,381000,2626000,2606500,1364700,1230300,72200,55180600,189100,177500,32900,97600,94700,109600,56209,718400,121900,497800,141400,201949.0,2990900,263400,363600,3550100,0.0,138300,1914900,181400,116800,626900,459000,1317000,1229400,617800,19600,8100,74900,106400,57660800,4465300,766900,30900,998700,364100,2746700,65800,92500,97200,220900,213400,1854300,846800,401700,2666800,1035400,81400,928,394900,5934600
2023-09-21,349900,962800,3844600,3780800,1260100,1425000,74400,59628600,161500,161500,37200,254300,123900,119000,67217,1092800,105900,759400,85800,240822.0,4957300,262000,455900,2585000,0.0,110900,3303100,293100,104000,843300,330000,1813800,1937100,432300,41300,37300,179200,79500,45215900,3352500,1028400,36200,883100,310700,3324600,90600,141500,157200,163800,171400,1538300,1169400,244500,4733000,550000,60400,502,597600,18074600
2023-09-22,326600,489200,2702100,2839700,1026200,1122700,72200,52169400,323200,164800,20500,272300,101400,94400,217130,786800,91200,560300,109900,169754.0,3848300,236400,354100,2048400,0.0,113200,2884200,253500,71100,968300,409300,1994300,2068300,414100,126500,9000,92400,70500,29232700,3398100,994900,101900,863600,310900,2759800,64500,229700,126200,167100,180700,1375200,1274300,255600,3713300,682200,97700,64,428400,8548500
2023-09-25,367700,379800,2219500,2300400,1077200,1141900,64800,43223700,222500,132700,30700,72700,66300,147600,24822,864300,111200,428300,104400,167214.0,4067300,268000,171900,3463800,0.0,88400,2852200,231500,86000,847300,447800,1291200,2133200,315400,30600,11300,57200,82500,21729400,3367200,577100,81600,1095200,268100,1898500,50700,76700,102500,273900,225300,1913000,763500,292300,2182500,717200,101700,188,328600,6441700
2023-09-26,329100,459700,2375400,3492500,1557700,1544400,121400,42866500,301200,137100,37500,174400,129300,144300,20139,1058400,121000,1127200,128400,307608.0,5404500,319300,277600,3122600,0.0,117300,3835500,397800,93700,890000,709900,1363400,1708300,385600,52300,16300,90100,114500,34198300,4166200,837000,67800,1103400,434400,2327700,55200,99500,130900,353300,245600,2155900,1059000,255800,3996400,674600,74000,264,405300,7038300
2023-09-27,375900,440700,3311100,2558400,2256300,1065000,157000,51261500,190800,163300,34500,103000,151900,136100,14570,1197000,125800,966100,132000,327268.0,4123800,234800,296600,3222000,100.0,92900,2946000,295700,57400,706600,786600,1245300,2033300,281500,18400,5800,61300,94700,44369100,3446700,801700,82200,1564400,455500,1900000,53300,73200,167100,221300,380400,1360900,1195100,352600,3596800,1087800,69100,374,711800,7647900
2023-09-28,360100,496400,2720000,2781800,1391000,1466200,92600,72542100,214800,177200,29800,168100,165100,115600,7426,1237200,164400,502000,106800,163857.0,4344000,416800,354600,4173200,1600.0,171800,3542600,490400,72600,843000,585700,1738400,1515700,632600,31500,17000,153300,113700,32265300,2866200,1078900,53200,7087000,391100,1777000,49100,185800,141300,378300,338600,1305200,1173400,264900,4321600,871800,54900,57,553500,10187800
2023-09-29,525300,464700,2795900,2703800,1337000,1073900,73100,56027300,300600,147800,31300,162500,158800,111800,4539,900700,150100,706700,136700,170106.0,4404700,341400,278100,2866300,500.0,153400,3398000,349400,149100,733600,673700,1770600,1315800,575900,26800,37900,114300,146900,28758500,5442800,827100,114700,3125200,524200,1844900,85500,147500,99000,410400,372300,1939700,770700,279400,3311200,1166300,112300,1173,519700,7998500
2023-10-02,543500,439500,2411500,1727200,1206400,855100,95900,45118600,260500,107800,40700,160100,81200,137300,6009,747100,107900,790400,157700,197367.0,3745700,342800,382000,3246500,200.0,124000,2991000,461200,83000,765600,615400,1590700,1989400,538000,50200,14700,126100,140500,26086200,3930200,1187800,60000,2255000,440400,2330600,116300,205100,84400,389000,181900,1002500,988200,247300,3442600,858600,87200,1089,283700,7042600
2023-10-03,672600,575500,2004100,3226100,1216600,1103100,82300,48117000,238500,121100,22700,271100,103600,91800,10674,1076700,155500,694500,168900,141835.0,4622400,412000,189400,4139600,2000.0,226300,2464200,392500,108700,551300,694100,1659500,1676900,357900,62500,13400,76100,104500,45292600,3076300,1072600,99300,1556700,435800,2268700,135100,121500,65300,238900,327000,1385000,1019700,333600,3740000,495600,62300,578,367100,7325800
2023-10-04,407200,403800,2027200,3601000,1388600,892700,90000,51023200,183700,137100,19000,123600,83500,107300,6122,832900,106100,770800,95700,265670.0,3656400,670600,149200,2714900,900.0,176500,2246200,456400,77600,715500,709500,2011300,1649700,347500,34400,24000,104000,114000,39842200,4421800,969300,59300,1480200,690800,4474500,56300,108900,68700,197400,242300,2250200,958800,253500,3519300,936400,70900,487,550000,6516800
2023-10-05,532200,347800,1818800,2874600,935300,958600,89500,51789700,253500,105800,24700,154600,184200,83500,73135,808200,220700,719500,184800,208630.0,3592600,442500,237100,2193000,0.0,131300,1682600,269800,71900,774300,586800,1320000,2983300,541700,23100,9100,70900,96400,25771200,3467300,1066200,72900,1806300,384900,4144300,42500,118600,55600,301000,228200,1752800,753700,216700,3338400,729500,83000,463,454400,6948400
2023-10-06,300100,342300,2523300,3259900,1574900,1238100,113100,64807500,205300,113300,17700,131300,134100,63900,131339,1415000,150000,626400,84700,205155.0,4988200,372900,204600,2171100,100.0,140500,1465300,290900,78700,907600,490300,1667000,2546300,389200,22200,9000,61100,69900,33252300,6260200,1132000,58700,1815300,336600,4491600,47400,85200,67600,352100,210900,1732000,1064100,211500,5348300,955400,129800,371,598200,7855200
2023-10-09,253300,264900,1713500,2571900,1022800,766000,61800,39593200,155300,100800,14700,114500,100300,294900,66543,1184500,156100,1288800,257800,124377.0,2781100,354700,626300,1584400,563.7664233576643,147100,2021300,189600,41000,648200,1056000,1404800,1721300,253800,33700,11100,110000,74300,19376100,3127500,917700,63600,1979700,372600,2376000,25700,90700,85000,184300,201500,1700700,692100,177500,2884100,1356900,79900,315,364500,5252700
2023-10-10,303000,590500,2090900,2924500,1648900,914200,61400,57105500,261300,145600,22700,178500,140900,93900,87061,1657200,128500,792600,107600,105871.0,4503500,333700,779300,3083800,100.0,212700,1724900,175100,46900,824000,882800,3612900,1743600,322100,32300,19100,47000,72400,24044100,2895000,953700,66100,1609600,449900,3758200,75100,125900,78300,256400,182200,1590100,674100,254000,4324400,1230500,134000,345,440700,6941200
2023-10-11,253500,528600,3307500,2466900,1134400,965500,49700,51085600,198100,140200,14900,109700,152700,97900,27030,1227800,76900,1542000,96800,138631.0,3971000,405600,629400,2391100,0.0,184600,1227000,142100,37800,750800,2351000,2085000,1132000,285900,22200,12600,51800,76100,19262600,3204900,820500,86000,2283300,382400,2951500,68400,79900,61000,294100,153100,1410900,661500,366600,3122100,766300,52000,722,463800,6620600
2023-10-12,350500,514400,4624000,3569000,1400800,1207100,48700,60959400,171500,122800,11900,110200,95700,84400,34735,1085400,152100,947200,472900,140115.0,3548500,352200,722000,3144300,300.0,145400,1797100,190300,107800,874200,1344400,2451900,2489500,313000,26500,29600,65900,122800,23639200,3881900,1087300,180000,1865500,686900,3105400,84000,105500,115400,390000,244700,2063900,1328500,223900,4190000,1288600,142200,2121,469200,9195100
2023-10-13,334800,632600,2832600,2699900,1443800,1313900,47600,52881500,183600,108500,11200,192300,131700,71100,14074,1306300,116100,1135200,1503700,124075.0,3677500,201400,674800,3259200,0.0,164800,1966000,299600,100300,655300,988700,1547600,2656100,325800,25200,8200,49700,157600,28390100,2876600,1098200,62600,1785900,454700,3231200,88200,62200,57700,335600,231800,1635000,1229200,301800,4758400,772600,75800,21210,356800,9176000
2023-10-16,482500,482200,2179700,3258900,1037900,786400,55100,42464500,226000,165400,15700,184300,90100,87800,20448,1502900,262200,1158400,414200,209016.0,3623200,253800,183600,5399800,400.0,129400,2705300,133800,51900,651400,1117200,2271400,1486700,380600,54400,10100,114500,82200,29555800,4133600,1047300,59800,1433900,315900,2608700,78200,184500,69800,238100,504400,2335200,999000,249700,4787200,670500,56300,183500,407700,9492400
2023-10-17,917400,522800,2355300,2283600,1054600,1004200,84100,49642100,307800,236600,21700,190600,163900,132300,24004,1543800,183700,1266300,311100,271154.0,4006100,303000,214300,2478800,0.0,197500,3284800,190100,84100,664800,894800,1866100,1149500,682900,50700,9500,116300,132500,24993600,4271700,801700,62900,1826400,416200,3627700,120800,151100,72500,218500,284900,2470900,1034000,361300,3667800,672200,80100,29500,312000,8427000
2023-10-18,641400,341500,2614500,3827200,1074800,1307500,78200,50450000,237200,109300,9400,66900,85700,64500,9552,1437300,137900,1036800,196900,198885.0,3380800,322400,214600,4496800,600.0,158400,1803300,166700,71600,762100,655700,1479800,2520000,531400,25300,13000,67900,84000,22086000,5526900,1145200,50600,1357500,238900,3660800,87100,110400,74600,292100,459300,2205000,1334600,348600,4673700,785000,61100,18400,547500,8792900
2023-10-19,675500,836100,2809300,3692800,1156800,1383500,65800,52734200,197400,182600,12600,163900,126500,104200,5778,1252100,106700,864700,246200,211246.0,4995900,582300,271500,2353100,0.0,331100,2176400,355700,41600,761900,1080100,1747800,2001300,475500,29900,22500,129700,119300,29201800,6425600,1309000,24100,1736100,475900,3108300,105600,147900,72200,274000,285300,1736400,2507800,870700,4081500,1014200,66500,17200,961300,10031500
2023-10-20,287000,583800,2728100,3399600,1562200,1060600,109800,61285600,658700,216100,21500,168000,120700,93200,5278,1361400,127100,843700,175000,251715.0,5537500,421700,259900,2584700,0.0,227200,2673200,262700,73400,1251000,581800,1519200,4930400,546100,14600,8900,127100,126500,32291800,11700900,2513300,50700,2743400,575000,4557600,84700,138700,82900,720400,358400,1643100,1300800,656900,3642700,1321900,149100,13300,646000,9818800
2023-10-23,251800,470500,2172600,2757500,1162400,1012500,142600,50817400,425300,169800,15100,137700,78900,143300,8691,1346000,142600,680100,187400,176267.0,4564100,537500,192900,2193900,0.0,169100,1817900,400800,62400,1503700,531900,1363900,2759400,332500,46200,10400,193000,133700,53924700,8190700,1586600,92500,1585600,635300,2516000,65900,128500,114500,356100,237100,1900800,810600,626800,3587800,1382900,84000,769800,624200,8743500
2023-10-24,292000,480900,2358100,3206300,1562100,998700,557800,51982900,420000,136900,40500,99000,79400,106600,24761,2591000,147800,688000,88000,160531.0,3959600,494500,470600,2988700,0.0,76700,1892200,268300,52600,2283500,676000,1148600,2360100,307300,29900,36100,135100,648500,52673900,4899500,2174500,67600,1863200,324800,3910200,77100,109000,125100,304100,556300,1487000,965900,386700,4801600,693400,98300,154200,585000,8380300
2023-10-25,323400,622800,2526000,5142300,4914400,1155800,179400,53424500,405500,82600,20800,120900,104900,131100,12978,1514500,161600,668200,182600,133123.0,4490000,914200,304700,2314400,1400.0,145200,4369500,227200,66200,1192300,688700,1141200,1810900,267500,24600,4700,89300,198300,44658500,4739900,2168900,78200,1856500,518400,3937000,103800,123900,91100,277400,908300,2199000,1133200,375900,8532300,681800,113200,34000,628600,9165800
2023-10-26,413400,498000,2876700,3528300,2603800,1944200,180500,49896400,624400,156500,20200,173200,98800,317300,13939,1721900,122400,977900,201900,131538.0,5149100,488200,218600,2812900,0.0,170500,3046900,263600,61400,1014400,844100,1715800,1699900,252700,37600,12200,151300,133400,59142500,5555500,1304400,116100,1885900,498100,5448400,94700,73000,88700,247300,681200,1578100,1197600,560300,4571700,767300,91400,8800,590600,7733800
2023-10-27,511100,537200,2985600,2168900,2070000,1157400,90400,52458700,388500,166500,17700,209600,120800,155700,5170,1428100,106900,1578800,168500,134083.0,3168600,398300,223000,2724300,1000.0,207100,2831600,395400,72600,595500,475300,1494200,1780900,483900,22000,13300,99300,116100,84128200,3871200,1118800,46500,1208300,572800,9602100,83100,100000,86100,214200,802500,1711700,949700,323100,4197600,916800,334400,10700,521600,8914300
2023-10-30,482800,1626400,2806900,4421400,1704200,1084400,135700,43716600,307800,158600,17900,146600,160300,178000,5013,1095700,176400,2368700,200100,103248.0,3438300,510500,278000,2514300,2100.0,136400,1661000,353700,86500,834000,475300,2408400,2518800,506400,28800,8000,239300,121500,36656300,5438900,921400,97400,1808400,601900,4891700,53200,74800,166800,201300,383700,1520400,865700,208000,6769600,604900,80500,8400,1174400,8004700
2023-10-31,398900,677300,2052300,3151800,2557200,1057700,185300,79547100,306300,154700,25900,109500,223500,104700,7126,1618800,116800,1266100,412400,82196.0,3425400,666300,171000,3118900,900.0,196400,1353600,633200,60300,960600,350300,2300500,4811000,1034300,39700,15700,77800,124000,41185200,4100000,1767500,43100,1572000,482600,4203800,76300,98000,196300,194000,576000,1632100,817900,228700,6721800,696900,75300,6600,1734400,6668500
2023-11-01,585200,972100,2644500,4324600,3416600,1066700,146000,138641500,288400,168900,31500,106800,375700,127900,5617,1582900,139800,1002500,151800,108168.0,3593600,1145000,215400,5497400,900.0,189700,1234500,676900,58000,860400,541600,2724800,3716200,1021100,27800,8700,109200,127400,41710700,3537900,931800,63300,1367200,481400,3351800,221500,119700,149000,357400,326400,2105500,1043900,209300,8116400,636800,144000,5500,1024700,8445700
2023-11-02,971800,1181000,2634800,4105900,2262700,1940000,245900,71377000,376800,226200,69100,120500,327300,94100,11787,1774300,175400,701700,158800,199362.0,4963600,972200,566300,6856800,100.0,160600,2110600,559000,53400,916400,1228400,3990400,2628600,661600,27600,16400,106300,139600,35440000,3320200,1282000,199100,1344500,790900,3183200,66600,125100,71600,257200,220600,2242800,1356000,242900,9691800,753200,212600,1200,970500,9121500
2023-11-03,786300,819100,2066300,3536600,2455300,1354500,173600,65576600,339400,246700,45800,224200,404700,88800,24791,1525400,187800,634800,196600,133713.0,3859100,1205100,365300,3849700,300.0,175600,2088800,437700,70000,709800,905500,2642200,1852900,640000,32900,13500,93500,129100,30493400,2822500,1098400,56500,1329500,573600,2696400,83500,98200,89400,163800,260700,1608400,983200,181500,9982100,831800,121800,6200,842200,9771600
