Date,XOM,CVX,COP,SLB,EOG,MPC,PSX,VLO,WMB,BKR,OXY,HES,HAL,KMI,MRO,PXD,APA,DVN,FANG,FTI,HFC,NOV,COG,MUR,NBLX,OKE,HP,NBR,PDCE,MTDR,RIG,SWN,AR,CHK,CNX,CRK,CDEV,SM,RRC,QEP,GPOR,CLR,WLL,OAS,LPI,CPE,SBOW,REI,TPL,OVV,WES,PAA,PSXP,DCP,HESM,ENLC,ETRN,AM
3/11/2019,11060900,6088600,8703500,9494500,7699100,6670400,2257400,4375500,6013900,4563000,3770000,4506300,11469800,12887000,10014500,1609800,4673800,8110800,1398800,4598899,,3694800,,1628300,,2291500,1045300,137126,,1623100,12970600,19143700,8421700,,2790600,254800,,3034100,5614600,,,,,,,324230,36300,602500,9700,5869380,2791100,1825300,,,97100,3750600,1908200,9482200
3/12/2019,11320000,6184300,11790200,8230600,8308900,5849100,2362600,5009900,4899900,3879400,3195500,2852500,10351000,18940600,8681400,1709200,5924600,7048800,1920700,5773824,,2374700,,1632400,,2416500,1132500,213390,,3135000,21877500,15820000,4923900,,3196600,254800,,2152800,5991400,,,,,,,462790,26100,560700,10700,6834040,837800,709000,,,84800,2898000,1235100,4904200
3/13/2019,10260200,4707000,8324800,8822800,6656000,6243500,2294500,4275800,4867100,3097600,2561600,3870900,10434700,17137900,9722500,1809200,3730200,9233700,2119200,5568461,,4145200,,1982800,,2178500,1178100,178562,,3540400,14750500,12896900,6765500,,2129400,360900,,2133900,7740300,,,,,,,412110,20800,560900,17900,5208800,453600,2732900,,,39300,2594200,2144800,4831100
3/14/2019,9976700,5146400,7315500,7934400,4338900,5473400,1663000,3546000,3739200,5624200,2446300,3572400,11150500,13336700,9602700,1272900,3143100,6571700,2550900,11637293,,2425700,,1873600,,1787000,907200,131654,,1879000,10648800,10705200,6469000,,3925500,231100,,1618100,5428000,,,,,,,221080,34500,336100,14200,4192300,1058800,1218100,,,68400,2085900,1994100,4206800
3/15/2019,25316400,10449700,16733200,14144900,8939900,9173800,3785800,5656800,9076800,9978700,5602900,4319000,12211800,28630200,12215100,1813100,5013800,8012700,1755600,10776595,,9443800,,3106000,,4470100,2909500,194798,,3377500,10079100,24962000,11009600,,4284400,344100,,3005400,10486900,,,,,,,638990,127700,2772000,22800,4072300,3387700,2492600,,,58900,20604500,3751600,4257400
3/18/2019,9840600,5586900,7712200,13518800,4197000,7657900,2530800,3471800,7510100,4398000,3256800,2114600,8630300,16565600,10376200,1573200,2893700,6771400,1396200,4001357,,4638300,,1474400,,2874700,1006400,221876,,3175600,13947400,14417200,7183300,,3354500,384200,,2875900,4318500,,,,,,,434730,30700,1058600,12100,4160540,2463200,1042600,,,40300,2451400,1505400,3890400
3/19/2019,13936500,5096800,6456400,8834700,7035400,6237100,2932600,2946100,10028400,4848400,3695500,2959300,13381300,19594400,9457700,1900300,2768300,6193000,1330900,5515776,,5115000,,1360300,,2129400,1123200,146098,,3023300,12675400,13008200,6392300,,2010400,237500,,2350000,4388200,,,,,,,401210,49200,724700,14300,4462940,1178700,2123900,,,123900,2218200,1304400,4080700
3/20/2019,13133600,6708500,7117300,9512500,7928500,8136000,3292600,3921800,8682600,4939700,5112800,3905200,13823600,15680000,13051800,2417000,4329300,10054100,1531300,5766029,,6155200,,1364400,,2666700,1185100,177346,,2775600,12694300,18821900,8008000,,2539700,398000,,2514900,6056200,,,,,,,506260,47200,839900,11400,7152160,2017700,2636100,,,32300,1457700,1235500,3022000
3/21/2019,10117000,5050400,5580900,6168400,5389100,6306700,2124000,2335900,9138700,3163700,5284600,2210700,9167300,17873700,12806800,1436500,3700600,6863900,1657700,4571213,,2904000,,3948300,,1788900,605700,203134,,2815100,9231500,17592100,5457600,,1844600,289100,,2009300,5626600,,,,,,,490470,32700,868600,11700,5997100,1749600,3012200,,,35700,2353100,1152800,3320900
3/22/2019,12497700,5786800,5182100,7892200,7873000,4664600,1856900,2877700,7949600,4306300,6138600,3292500,10438000,18977400,16337500,1635000,4100900,7404000,1412700,5924486,,2679200,,2805900,,2344200,705500,249702,,2727300,15673900,13479800,5203600,,2293800,297900,,2917500,4906400,,,,,,,579950,37400,762600,7100,6129020,534300,1207700,,,49700,1744700,2948400,3682900
3/25/2019,11320400,3837500,8070000,6390000,2940500,5190100,1357500,2602700,8932300,2448300,6588600,2997200,9254700,14471200,11803800,1095000,3352600,5355100,1053200,6738950,,1880200,,1992300,,1770900,703200,113688,,1872500,10453800,14629400,5588500,,2635300,203500,,2862300,5219200,,,,,,,309790,47700,467000,14100,5232160,480000,1340100,,,63400,1859100,1803000,2205800
3/26/2019,9472800,4079800,7245200,6500500,2393700,4191500,2284700,3233500,8385200,2738100,5885500,3149200,6093500,10840700,14593000,1031200,2763500,5790800,1353000,7530701,,2017900,,1802100,,1966000,764800,141840,,2142600,10167500,20751400,4718200,,2821700,183100,,2488300,5889500,,,,,,,408200,30800,528000,21500,4831280,420600,1390300,,,110100,1757600,2944900,3954100
3/27/2019,7258700,3727800,5015600,5254400,2761700,4793400,1657400,3460300,6329000,2487800,3559800,2283700,6746400,13129300,7851400,2479800,2613200,5433000,880400,4667846,,2185600,,2004400,,1760500,749700,141324,,2107500,7469600,16598000,3323000,,2643100,156400,,2099200,4944600,,,,,,,337840,18600,332700,13500,3050760,1167200,1426700,,,40100,3148500,1962200,12259000
3/28/2019,7412300,4057700,5122100,7419800,2768000,5095500,2524800,2812800,5378600,3084900,2522500,1747400,8155900,15986200,14927700,3245100,3066200,5973000,2086300,5124672,,2136800,,1509700,,2610900,981700,158750,,3731500,10638500,16695500,4119000,,2889500,108600,,1636700,5714300,,,,,,,435210,11800,281400,11400,3704880,808500,1000400,,,42000,1577100,2841300,2284500
3/29/2019,10889200,5318600,6810900,7984800,2785600,8245000,2900400,3208400,5596500,7450800,3190400,2244600,7680600,12665800,9442600,2913600,3890900,6528600,1508800,5107738,,2788400,,1408600,,3037500,1234900,171556,,2271100,8240500,16458800,4604600,,2954300,100700,,2171800,5186300,,,,,,,653210,66000,514300,14800,3736960,994700,1841900,,,44400,2428000,3749300,3432700
4/1/2019,10816400,5506300,5309000,9717800,2633900,6993500,2635300,2919100,8310500,4567200,2809900,2580400,11365500,23043800,14543400,2114000,3325500,5252100,1414000,4628602,,2856100,,2079000,,2008400,1062000,316806,,1413200,14762000,13903500,5721200,,4350600,149200,,1649400,4834600,,,,,,,355810,32400,254400,14300,3795640,750900,1093900,,,102100,1641500,1715200,6430000
4/2/2019,7646000,4362700,5833000,6899400,2260100,7284200,2594800,2924700,8204900,5730000,3312400,3058500,11866500,13659300,11499600,1643100,2819500,4385200,1209100,4082803,,2501600,,1569800,,1795800,978500,188044,,2247900,10521400,15724400,4798200,,4760300,144400,,1907700,4107500,,,,,,,396820,15500,495500,20200,4096680,651100,1182600,,,128600,3259800,1483200,2460900
4/3/2019,8562900,3595400,5490800,7230600,4351500,6979400,2096100,2983200,6675100,5338000,3056700,1893800,8063000,11839900,11452300,2158700,5193600,4312600,1491500,4921190,,3854000,,2439100,,2167700,1117300,193936,,3014600,10610200,17156900,5732600,,4065000,152100,,3510400,9407600,,,,,,,557630,37300,561300,8300,11689740,787500,804800,,,43500,1467800,1830200,1876000
4/4/2019,9360600,3715400,6397900,6670900,5782700,5838700,2146800,3267700,4332600,4255900,2855700,2487900,9072200,13201100,6670700,1103400,5901800,5131500,1751900,3864000,,2965400,,1648200,,1686600,927300,149540,,3069100,10009800,13014500,5832500,,2798300,190000,,2534300,7181600,,,,,,,572290,19900,458400,11200,7676300,1031800,1043400,,,63200,1501100,1549500,2359900
4/5/2019,10059100,5551400,8337800,9149600,4505400,7359600,2705200,2966700,5675900,3982600,3808400,4768400,8285800,9349800,9184800,1396600,5549200,7171400,1951600,5328826,,2905400,,1830800,,2202300,1150500,163966,,2691000,8817700,12713000,8049000,,3773800,199100,,2480100,4825200,,,,,,,552960,20800,509300,12000,5493780,977100,1184700,,,68400,1972900,2862400,1966600
4/8/2019,9108200,5483100,5705200,11421400,4985900,7353200,2332400,2141200,6099900,4881700,2527700,4155500,6805200,10194900,9828400,1272500,3383400,5413700,1577000,4372032,,3108700,,1722200,,1598000,1507300,191938,,2536900,10165000,18456500,6162600,,2705000,157500,,2303300,5467500,,,,,,,554320,22300,319400,9400,4912320,1103300,2548300,,,90200,1430500,1527600,1634400
4/9/2019,8561600,4143400,4707300,7577500,4005700,6046900,2352800,2419400,6457800,4457700,3301400,3084400,7704200,9516200,8182600,1630900,2700400,4981600,1236700,5929862,,2175400,,1345800,,1428600,955300,164192,,3005600,9777000,16202400,5429300,,2046600,141600,,1846500,5961100,,,,,,,972370,19900,302900,26800,5919060,880100,2239800,,,87300,1340900,2542500,1005400
4/10/2019,10324300,3970000,6629000,6148800,3066200,8247800,1792100,5232400,5593800,3018900,3645800,2856800,4913400,9980900,8858000,1249200,3149000,4927900,1208200,4613818,,2976500,,1302300,,1391300,1402800,123026,,1947400,11049400,13607500,3740500,,1635400,133000,,1935800,5661100,,,,,,,826740,14900,353100,32300,5154220,1104400,1956000,,,34200,1654600,1370200,1613400
4/11/2019,9115100,3248300,9486900,5291400,2640900,5284900,1486200,3682100,4528800,2695500,2956400,2128400,5744500,6844300,9147800,1170400,3060500,3416500,3192700,5392800,,4932300,,1238900,,1146300,1097900,246250,,3460600,14679200,24893500,4385700,,2150900,144700,,2532300,5534700,,,,,,,798110,25100,296900,33500,5435120,678800,1812800,,,88700,1350800,790100,3869900
4/12/2019,16638700,42693700,9913100,8667000,7145100,10104400,2223700,4003200,5062000,4508600,10070600,6405700,7024200,12234400,11850500,5942800,6469000,13576000,3828700,4109549,,9527000,,1825900,,1468400,1178800,164774,,3636400,10018800,12776900,5336100,,4642100,258600,,2577500,8495700,,,,,,,966180,61400,453400,29400,8284680,3139900,1375500,,,80100,2037800,1259900,2351600
4/15/2019,8536100,13369100,7284800,11178400,6091000,7075900,1934400,2824600,5459900,2892500,11793400,2041800,6961100,8894000,8834500,3387000,3387800,6383500,1716500,4313030,,6587800,,1737200,,1589300,989200,111556,,2207400,8557700,10568300,5128500,,3202500,144000,,2181400,8621200,,,,,,,576900,24000,801000,11300,5996760,1175400,1296400,,,42000,1698900,1207000,1959300
4/16/2019,7005700,11942900,7790500,7654400,2990100,7899900,1829600,2507300,4019600,4412300,11094100,2643200,5614300,10665300,11139300,2130300,4585000,5129200,2224300,4253088,,3521800,,2303000,,1459500,860300,130028,,1503000,10695500,10707000,2837100,,2335900,215600,,2583600,8637600,,,,,,,378180,41700,387000,19700,3503560,1170500,1122400,,,110500,1503000,1238300,1446900
4/17/2019,8311400,11898100,7907100,8346300,2445500,5500500,1591600,3209300,4753000,3486900,6554000,2135300,10626300,11622600,11885400,2366300,3302300,5092000,1890500,4544064,,2474500,,1435800,,1525400,850300,177906,,1458200,8628200,15475900,3584800,,1970700,87000,,2272400,7118700,,,,,,,493250,20900,407800,7500,3563480,912400,1633000,,,26900,1804900,1536300,2150700
4/18/2019,9493900,9546500,6033400,15721600,3307000,6363800,2400100,2670000,6097400,2879400,8480700,2199100,9759200,23450100,9069000,2662400,3965400,7864600,1480600,3460934,,2826600,,2398500,,1695600,1040500,208462,,1523100,10008600,31266200,5736600,,3185700,105900,,2549600,12196500,,,,,,,427840,20600,319000,19800,3064100,847600,1076500,,,29300,1902700,1445800,1392100
4/22/2019,10770600,7946200,9061600,7901000,3886000,6186600,1927300,3063000,4138800,4087700,5873700,4294700,22164600,20438700,19197200,2391800,3905100,10513100,2347500,5074810,,2953700,,1567100,,2011200,1084900,185268,,2105100,21662400,22392200,8751100,,3304200,205000,,3001700,12879300,,,,,,,437420,28400,598300,7900,4036680,529700,1370400,,,77600,1810900,896900,1525600
4/23/2019,10595100,9079200,8133500,8539400,4242000,6804700,2461000,4232500,5431600,7332300,10307300,3839000,13363800,14768000,12840800,1512000,4767500,6277600,2130300,5711059,,3023100,,4817000,,1622100,1382400,202886,,1741000,15530300,26401600,10933700,,3534100,265300,,1698800,17216400,,,,,,,516460,41300,1063600,28400,5353740,600900,1508500,,,67500,2861500,1850400,2745800
4/24/2019,11684000,22115000,7624600,8941800,3599200,7056500,2974100,5046400,4326300,3725300,28235200,4279000,11444000,12995800,12950200,1691700,2994800,7331900,2721500,4809638,,2477200,,2341400,,1631100,1333100,133736,,1594600,11338400,15648300,7485500,,3135000,226100,,2361100,8639800,,,,,,,456010,31000,281400,6300,6259840,1168000,1315800,,,135300,2405000,1477000,2706500
4/25/2019,11135000,10636400,7305000,9404900,4090800,6554000,2745400,6312000,4900200,4365800,16502800,7603500,8840400,12878400,10285700,2652300,4333500,6210000,1261700,8390189,,5038400,,1948300,,1516900,2052300,164684,,1418400,11385700,25529100,9951700,,3099800,194600,,2162600,11082000,,,,,,,738610,16300,241100,15800,5211780,512800,942100,,,66700,2510500,1837900,3614600
4/26/2019,18053500,11626700,9216800,8527500,4380400,6244500,2091500,3008000,5641200,3062900,10170800,3828900,9934500,15682400,10651700,2606500,4654600,4967900,1817400,8029997,,9334900,,2046300,,1833000,1386400,253070,,2245600,12168300,35863100,9640100,,2605600,181300,,2289200,9462200,,,,,,,670840,31100,423300,32400,4614520,447800,858000,,,75300,2731900,1036200,2622300
4/29/2019,10023700,9404000,6769300,8927300,3512000,4506800,2651200,2661700,3664500,3722000,9112800,2737400,6507100,12905200,8335700,1620900,2711300,4900200,1224400,5144966,,3316900,,1605900,,1317300,959700,239250,,1470700,12567700,17921600,5514800,,2157400,199100,,2023400,7067900,,,,,,,435760,35000,373200,19700,6361060,520300,1057300,,,76300,1226600,801800,10106200
4/30/2019,13721500,21431500,9358300,12163700,3804600,5005400,3303300,3049000,7990900,10785700,24103900,3587700,10142700,18959600,9491400,1482100,3237800,7090500,1917800,5026560,,6612800,,1277800,,2410200,1387200,214556,,1680800,40351600,18251400,6922200,,12668400,249700,,2290400,14478200,,,,,,,453830,32500,541500,47700,9245560,1300500,1257700,,,118600,1942600,2039800,4446900
5/1/2019,13909800,10097000,12032000,10523300,5186600,4991300,3350700,3881300,8314000,7400400,11084200,2170000,8826500,10815500,13709300,2623300,5228500,13692400,2127200,7704749,,4646800,,2436900,,3316700,1179300,362554,,3363700,21390500,14684500,6334900,,9408600,176900,,2933100,6924700,,,,,,,506540,21700,851700,15200,6231160,826100,969800,,,66700,4542100,1129900,2464400
5/2/2019,15360400,9495600,12614200,9108300,5145900,6849500,3708800,5084700,10917200,4682400,18795100,2991100,10142700,12380300,28035200,2193900,7311500,9268800,1780900,6346234,,7402200,,7203200,,3476800,1448400,234762,,3526200,26014900,13243500,12474000,,9730300,238500,,5718300,12081700,,,,,,,1013700,20700,515800,19000,4881820,681000,1531700,,,89900,2091000,1748100,8956800
5/3/2019,12180700,7364900,6883800,7184800,6354600,5626700,2811100,2994400,7141700,4917100,10790000,2662900,8127700,11857700,15721800,1425500,4709500,9278900,1697800,4137504,,4287400,,3895500,,2088100,945400,212530,,1924400,16355000,13531300,9728000,,4346800,155800,,3542100,8436400,,,,,,,456280,26700,606700,7500,3993680,508600,1484300,,,62300,1657300,1704200,5805000
5/6/2019,13367100,11035000,7402400,6571600,3705900,6409400,3427500,4741700,6112900,3463100,25494800,2618000,7067800,11380200,10869500,1978100,4255000,5712600,1715300,5545882,,8660000,,3225500,,1987700,795300,154262,,1713700,13729300,12143100,8834200,,4346700,176200,,2913300,8546900,,,,,,,836560,32600,628800,9100,3429700,960800,1434800,,,55100,1318000,1912400,4496200
5/7/2019,13498800,9165200,6452200,10438900,4170900,9697100,3421700,6014900,6422600,2857100,21567200,9202700,10469600,15226900,14874800,5645500,3984100,6314700,2597600,6042490,,4066800,,3342600,,2400400,669300,237750,,1733000,16042000,13757200,14042300,,3598800,188500,,2300400,11154800,,,,,,,989120,19600,403500,12200,4616440,825200,2684700,,,61400,2857300,1178300,3861600
5/8/2019,11352900,6229000,4809000,9237900,3925400,16021700,3095300,4850800,7052000,3673900,17378500,2537000,11995500,12798600,12232800,3041300,12127000,5218300,4557800,4748486,,4620100,,2676800,,1409900,782400,178618,,2025300,14733300,16450900,6329100,,3655400,353400,,2307800,6256000,,,,,,,712930,19500,719100,7700,3865220,1465100,2695600,,,231200,1603600,1134400,3604300
5/9/2019,13221600,16496300,7799800,12928500,3395100,15870600,3393700,6661900,5626100,6478600,36678600,1877800,12767700,10568200,10373000,1494300,3795600,5201400,3515200,5150611,,4274400,,2731400,,1959200,924000,119474,,1972500,11905600,12032000,4320600,,3478200,401800,,2865300,7128000,,,,,,,598450,47400,1460700,13100,4431300,1260100,1005600,,,42200,4007500,1409900,2703800
5/10/2019,11056000,8787900,6411500,12810800,2425700,10158900,3094900,4484100,5480400,3950600,17791400,2329500,14085600,22458200,9029500,1722000,4259300,4950500,2279900,4823213,,5086300,,1893100,,1802600,1132700,147974,,1598300,11095000,9175300,2493100,,3570300,282500,,1863300,5427600,,,,,,,597500,30900,1077900,9700,3343400,828000,1725700,,,66400,1649500,1527200,4785600
5/13/2019,12176100,7701200,6280300,16732200,4184500,7505300,3065600,3943400,6293000,4444100,12889800,2268800,17946700,12008000,10308000,1593000,2916700,5947500,1587100,4340986,,5043600,,2322300,,2322800,776700,209044,,2206800,16754600,14460300,6821500,,5132600,238800,,2066000,5545700,,,,,,,634380,29500,691000,7800,4080400,972800,1194400,,,23500,1515200,1123000,3218900
5/14/2019,10548400,6858500,5259000,12042900,2482500,7644100,2450300,3389300,4055000,3404000,7195100,2201100,9745500,13180300,9638300,1299900,2964000,4346200,1661700,4105517,,2463400,,2425600,,1368900,1379400,253478,,2359500,14007900,10045400,8586500,,4203600,232600,,1863300,4869100,,,,,,,691420,17300,517400,19000,4291600,625500,1511100,,,28800,1153400,1726200,2960400
5/15/2019,8918000,6945000,6316300,10558400,1950500,7209900,2059900,2589500,5142200,2678900,13684500,2327100,8288200,11610200,7123500,1008000,2934800,4552300,1416400,3877037,,3379800,,2470100,,1296200,1167500,212664,,1477800,8521900,10762000,4309400,,2622500,199600,,1673800,3447300,,,,,,,739460,12200,867100,15700,2923860,1172000,1467600,,,62300,1486000,1319200,2149800
5/16/2019,8105200,8543300,5312500,7632500,2043800,11750700,2645700,3282900,5804700,3052500,10655200,2268900,8362800,11815000,9776200,1701800,3023700,4146600,1044500,2784634,,2099700,,2250300,,1646800,889500,134104,,1627700,9503600,15883900,6796600,,2410400,175500,,1479400,4139500,,,,,,,684170,19300,383900,4600,3434460,1854500,1734200,,,59200,1343000,1653200,1663000
5/17/2019,9279400,6870900,4906100,7252400,2701400,6239600,2562400,2553600,6336400,4270100,13991500,1648600,7923900,12568400,9007000,1294900,2706100,3156300,1281200,3715757,,2113800,,2123000,,1380500,1373000,309580,,1246600,8260900,10993900,8959100,,2446300,246800,,2138000,5608400,,,,,,,567930,19400,856500,15800,3288200,938200,1683800,,,39400,2043500,1166300,3137200
5/20/2019,7154300,4569700,4794800,5922600,2823000,5315900,2106500,2774100,5700700,4750600,9405500,2147600,7073000,12507900,10925900,1434000,3508200,5404800,1390900,4054714,,2943500,,2271900,,1724300,1055200,238570,,1166200,7233200,11888000,5600100,,2353000,208400,,1390800,7941300,,,,,,,844980,12900,461400,8900,2857740,539200,1381900,,,33700,1733800,1103600,2536500
5/21/2019,8489900,4859400,5855300,6716300,2537300,6908700,2722600,3115800,6248700,3882600,12046600,2106000,8764900,10707300,11141900,1275700,3024000,5308200,2239300,4713274,,3734400,,1597900,,1947900,1112600,243774,,1096500,12255600,11474400,6370300,,5506500,124400,,1932000,7591600,,,,,,,952500,10600,574500,7500,2824200,1258600,2318100,,,67500,3138600,1559700,3969400
5/22/2019,7858300,5763300,5156300,7429900,2869900,5547700,2111600,2942200,7515900,5351200,13530500,2984600,13154000,12994500,12053700,1523200,3697500,4706800,1444400,4449850,,4199000,,2389100,,1966000,786600,200654,,1844400,9593600,11723700,7826700,,4594300,217200,,1813300,7797200,,,,,,,1122830,22300,690400,13800,4040660,633400,1664600,,,92300,3084900,1302200,12108900
5/23/2019,14657200,11000200,8896800,12398900,4547200,10245900,3020000,6237700,12596500,6555600,21382600,4962600,23565700,17335700,14136600,3770300,5127900,6956300,2143600,6324192,,13161300,,4952700,,2925300,1496900,497870,,2880900,26190200,19654600,9658200,,5624900,303100,,3478100,13701000,,,,,,,792730,23200,1070000,11300,7361260,1009800,2363300,,,61200,2632300,1436800,5751200
5/24/2019,7056400,4890800,6070700,7665200,3757500,4860800,2661600,3385600,6490500,5048200,14996800,2504100,10217300,9645300,8827400,1390400,4125700,5184900,1389000,5010298,,4855800,,2684700,,1440900,922900,332210,,2414000,11667500,12627900,9475700,,3472000,218900,,2955000,6530600,,,,,,,808270,13000,846500,7300,5700400,539400,1550500,,,21100,1651700,609100,2871700
5/28/2019,14912900,8145100,5685800,11869600,3148500,8418500,3105100,3709000,7269500,4250300,8680400,2449400,11673400,15454200,8830000,1487500,4909700,6361800,1428900,5924486,,3873800,,3213100,,2865600,2045800,211938,,2362800,11454000,16659900,5330100,,4037200,155500,,1492900,5359400,,,,,,,638210,15200,712400,11400,5115820,1301800,2824400,,,53500,1502000,1020900,4656900
5/29/2019,13645200,7451300,6828300,10072100,3974100,5894900,2232000,3054100,6075300,4033000,9055400,2569000,12559400,13586500,14676900,2076900,6622500,11386500,2679600,5529082,,3097000,,3071500,,2410400,1959900,296550,,2179800,16346600,16714200,6986300,,4784200,394100,,4192100,5693300,,,,,,,723040,24500,794300,9200,5049280,1555000,4131200,,,53700,3455300,1252300,4616200
5/30/2019,9362100,5807900,5817900,11763600,3010000,8279000,2449600,5119600,8568900,3345400,16919000,1832800,12157000,23522000,12146300,1557200,3831300,8207200,1645400,3796800,,4513100,,3808700,,1211600,1018400,351490,,1810300,18012500,16156000,6671700,,8102600,278700,,2483400,5745400,,,,,,,729590,25300,866500,7900,5475240,975200,1842900,,,169200,1860000,1159500,2619100
5/31/2019,13983300,6899800,6939500,11445600,4316600,12939000,2785000,5670700,5463600,5449900,11162300,2807700,16450300,14576800,13256400,1957400,4687500,6536200,1900500,6791098,,4156600,,3566900,,2298400,1045100,263092,,1973800,27773300,16127300,5743200,,5718700,370600,,1923800,6750800,,,,,,,548270,9000,1177400,28700,5632960,1088600,2128000,,,89200,3589300,2410200,3565000
6/3/2019,11831000,6100800,6541500,9878700,3333200,8684100,3144800,3760600,7411400,5017400,11148500,3584400,10669300,17651000,12762700,1787900,5466500,5506900,1950100,10497043,,4133300,,3828500,,1870700,1113200,301796,,2543700,19063100,21598000,8232000,,6972100,256600,,3006000,8868200,,,,,,,581310,22400,1064800,10700,5667120,555200,1518300,,,41800,1858700,1293600,2214000
6/4/2019,10423000,5235600,7260500,8021100,3586200,8225500,2781800,3135000,6966100,4720500,8835700,3408500,9992700,12118500,10045900,2476500,6135900,7348800,1769100,6646214,,3162300,,2403800,,1635100,1191300,187324,,1932900,17960500,14625700,9681800,,3811600,407700,,1772500,6419300,,,,,,,497680,20800,566500,21500,4221740,981400,2127600,,,52100,1987300,1253500,2372700
6/5/2019,10617800,5105700,11839200,9098900,4593300,7868200,3097000,3245400,9042000,3905700,18563800,4479600,21224800,14187300,17933900,2749000,5178100,6671800,2088700,5747616,,4971100,,2274100,,1590300,1621500,372474,,2439800,21875800,19239000,6945200,,4677200,333500,,2892000,6127800,,,,,,,736570,20900,1113800,21000,5823860,723200,1396900,,,72100,3422800,1409100,5126700
6/6/2019,11738900,7370100,7370600,12356100,3545000,9358600,2837200,3767900,7550100,5709900,11660800,4964700,16250700,17335200,13406300,1111600,4630800,5635000,1450800,6843379,,7279700,,1737100,,2790700,1543300,335524,,2770800,19655700,11736000,8016700,,4730300,357600,,2146000,9133800,,,,,,,1089230,10500,873100,12400,6685460,981900,1411200,,,249500,1865100,1029300,3461300
6/7/2019,9095500,5343100,5893000,12881200,2462100,10342900,2623700,2847200,7688800,4241000,11714200,4557300,15266500,27581700,11536300,900800,4068600,5364300,1674000,4504819,,3330500,,2906100,,1730200,1466000,464634,,3004700,15158800,21493200,6176000,,3158100,474800,,2519700,11526600,,,,,,,871760,18000,681900,14700,5895900,650400,1232900,,,159800,1296300,996700,3100400
6/10/2019,7760400,5708800,5268400,12121000,2044100,7440200,3026700,3136300,5668000,3219600,9861500,2174800,10838300,13990800,8306200,824200,3624500,5234800,1750900,4640563,,5312300,,2235700,,1355300,1544300,248432,,1949300,20131800,15462300,6654600,,4774200,1241900,,2124500,9542400,,,,,,,655560,11800,740500,9000,5338600,649000,1314500,,,203600,1789600,1356100,4355200
6/11/2019,9415100,5625100,5280300,12121500,4030700,5619100,2736700,2483300,4720200,3697500,12867800,2770100,10124300,13338500,8501100,1153200,3965300,5756700,1516200,2768102,,3516600,,1943700,,1376700,1138000,257804,,3670100,19017200,22257400,7655900,,5027400,1419900,,1969900,11597900,,,,,,,461710,14200,679600,14600,6193040,856300,2073500,,,73300,1936400,832100,3944400
6/12/2019,7920800,4000100,5677400,12258800,2857600,6602300,3232800,2569200,5207400,3622500,7644900,4592300,18406400,13500700,11110700,1593900,10080100,5327200,1551700,2978976,,4992600,,2109700,,2187200,1583800,423188,,2708400,24978600,18836500,9594700,,3475900,1288400,,2082200,10487100,,,,,,,667930,15900,655000,12300,6043680,664900,1368200,,,156400,3323400,1283000,4534900
6/13/2019,8986400,3993300,5174200,14336200,4218100,6491400,3029700,2819600,6288500,3088800,8013700,3230400,23940000,10054900,12087900,1818900,3409700,5809600,1079900,3448435,,4999200,,1844100,,1874400,1688000,299038,,2260300,23638500,19982900,11698400,,3845700,1092900,,2589100,7084900,,,,,,,968590,14200,919400,20700,4260640,616400,3221100,,,137300,2054200,876700,3879600
6/14/2019,8575900,3366800,3590500,11571500,2759500,5463300,1830500,2084200,4805000,4031700,7779300,4809100,10687900,7534300,9027800,1497700,3115100,5075600,1093000,4348109,,6272800,,2108900,,1573900,1449600,385362,,3152700,27634900,17019300,9099500,,2994300,544900,,2353500,9075600,,,,,,,870570,17000,645200,7900,5761520,488800,3386900,,,1134800,3639000,1474900,6519900
6/17/2019,9355700,4219100,4575000,7574600,2629200,8369100,2003400,2470100,5665900,3804700,7424500,2656900,12372800,10170900,10631800,1427000,2166100,5624000,1256400,3330029,,4511800,,1799200,,1775700,2655200,248314,,2403400,21425800,11089500,8222800,,3319000,384800,,3302000,7208800,,,,,,,524930,22000,558900,8000,3713580,491400,2238200,,,76500,1386800,2449100,4944600
6/18/2019,10091500,4884300,4980000,10127400,3640500,7502200,2336600,2759600,8083200,5238100,9473900,3647000,12887800,10490400,11841100,1320000,4158800,5800900,1416700,4955059,,4459800,,1573500,,1844600,1420100,491716,,2629100,24710500,12749600,9837400,,2744200,451600,,3533700,5441100,,,,,,,630550,15300,589500,8500,4226680,802700,1925000,,,80900,2661000,1996100,3466700
6/19/2019,9757400,3847100,4469100,10273200,3318300,7330300,2901700,2316400,8215800,3187400,8907700,2106400,11726500,10637200,9804600,1000000,2542100,7122000,1205700,4632768,,3479800,,1720600,,2100900,1100600,373686,,3777800,14631900,16110300,8075600,,2070300,209500,,1964900,11639100,,,,,,,578110,14100,509800,9700,2872700,1478100,1123100,,,61200,1442400,3159500,5936500
6/20/2019,16229700,7771700,9437900,13067900,3772800,10766000,4082600,3011800,7851700,4282400,7389500,3548400,14720600,11726300,17483100,1784200,3466400,7345900,1871900,4011840,,5086500,,2205900,,2536900,1749300,352902,,3124300,22100500,27935400,10963200,,4119700,575100,,3387100,12896400,,,,,,,724270,20100,846100,15200,5736720,876000,2034400,,,56600,2419800,2354200,6317400
