Date,XOM,CVX,COP,SLB,EOG,MPC,PSX,VLO,WMB,BKR,OXY,HES,HAL,KMI,MRO,PXD,APA,DVN,FANG,FTI,HFC,NOV,COG,MUR,NBLX,OKE,HP,NBR,PDCE,MTDR,RIG,SWN,AR,CHK,CNX,CRK,CDEV,SM,RRC,QEP,GPOR,CLR,WLL,OAS,LPI,CPE,SBOW,REI,TPL,OVV,WES,PAA,PSXP,DCP,HESM,ENLC,ETRN,AM
6/20/2023,17514100,10438700,8590000,7806600,3179200,3816300,3273300,4056800,7009800,5879800,12586100,1277400,8474300,14034000,12446500,2333500,5746400,10540800,2092900,5529600,,4753800,,1895400,,3237600,1187000,118300,,1315900,22019300,18847800,4889100,1257700,3032700,3559200,,1574200,4062300,,92900,,,,,1276600,482200,1891200,23600,7654700,841500,3396700,,,750200,3777800,5089400,2003800
6/21/2023,13285700,7328200,6477500,6725600,2730700,2943500,2902800,3776000,5718500,7810700,9013200,1608600,8443200,12429300,10655400,1471500,3996600,6950800,1710000,3783300,,3503400,,1056500,,4272500,1081700,232700,,980900,12548000,30123800,3444800,978700,2606800,3125900,,2851300,5851000,,168900,,,,,940600,340100,1175200,15600,3974900,786200,2477000,,,450700,1170000,11012800,2073500
6/22/2023,12455300,7088600,4967700,8533100,2858700,2911800,3515500,3121700,6707300,4154400,10322000,1733300,6098000,10884500,15071200,1826900,4075900,7243500,1324300,6201300,,3835900,,2198400,,3053800,1061900,181800,,1154400,10028900,19073700,4433400,809000,2269400,2835600,,1419100,2933700,,1522000,,,,,1515600,304900,1811800,22500,3672400,883500,2766800,,,397500,1603000,7074300,1084200
6/23/2023,17933600,15172700,7149000,9302000,8357000,3535800,4192000,5722500,11263800,7952900,21362900,2586200,14259300,14613400,12314700,2909400,10520700,13663600,3578100,30374100,,4851800,,6348600,,3427800,2087500,286700,,5789000,14308500,28453100,9543900,1315100,3461600,6871500,,7518800,5733600,,676300,,,,,4169000,1391400,5707100,51100,4955200,2437300,3766400,,,371500,1481000,9383900,5153400
6/26/2023,14283400,7371800,4361000,6202500,3189300,2351900,2846000,3152500,7466900,5417100,11174900,1364900,6366100,18220500,13376500,1331500,4170600,6833700,1296100,4514000,,3027300,,2098900,,2138100,1189000,190300,,1113100,15231300,25015200,6120800,1135300,1551900,4071800,,2106300,2941300,,227400,,,,,1095700,313900,1306100,21400,2189900,1541400,3580800,,,347600,2909700,4745300,1782600
6/27/2023,13227500,6581700,3816900,13198000,3594400,2341800,3763800,3740500,8499700,6083600,9013500,1946900,8213000,16257500,13955700,1260600,4096800,7871700,1586600,6448400,,6694900,,1546000,,2918000,851700,138700,,1243400,7749300,23288500,9554900,1114800,1808800,4870100,,2020700,2893900,,204300,,,,,1313100,264500,1733600,22400,2824000,873200,2966600,,,424700,1398400,3477900,1731900
6/28/2023,13084100,5773800,5463000,9204400,3130600,2514800,2574100,2506100,15800700,5793700,8867400,2037400,6937100,16801000,13408200,1748300,4538400,8819700,1435400,4840500,,4697800,,828000,,2623200,855800,202200,,2585200,18189100,21010200,5438400,856100,2087600,3815900,,1380900,3029600,,286500,,,,,1508300,415800,1296600,20500,2882100,1382600,3500200,,,420600,1970700,4703800,1786600
6/29/2023,11364400,5633500,4260300,10506200,3650500,2324800,2254400,2272800,8950000,6863000,10982600,1823300,7678400,13491300,12193900,1177200,3242500,6745800,1143300,7232900,,4574700,,1680100,,2428900,1093700,186500,,1272200,17921500,25487700,5341400,1454700,2046200,4042100,,1768700,2343800,,296500,,,,,1839000,213700,1707800,20200,2638800,592200,2579800,,,409900,1772600,6412600,1740700
6/30/2023,13542700,6346600,6999600,13413300,4115800,2654500,2573100,2975600,7552600,6825800,11623800,2452400,7593900,11339600,10736400,1274000,5133600,8873000,1282000,6923500,,5444700,,1345800,,2603500,1025100,189100,,2278400,34343100,33392900,5054800,1348400,1604000,4179000,,1915500,2126200,,154300,,,,,2131400,187100,1904200,25200,3464200,568400,2570400,,,471800,1165500,6132600,3500100
7/3/2023,7397000,3272600,2234000,3543100,1287600,1537200,1348800,1466100,2930300,2951200,4541200,824800,3888000,8557600,4473800,881200,1718200,4385700,663100,2130200,,3145000,,1011500,,1166400,593600,136000,,595600,10933400,10951800,2384200,421600,746400,1661400,,947300,1013900,,60100,,,,,650600,68800,777100,15900,1589200,121800,1162700,,,181700,886300,1456900,1179100
7/5/2023,12491200,6318700,4154900,8724200,3012300,2777100,3854700,2753100,10043600,5493800,8018800,2497200,6503500,12979400,9568600,1242900,3773200,7528100,2062300,4091900,,3608000,,1674300,,2096700,1010600,239100,,1421300,27457500,17660300,3586000,823100,1656100,1922500,,1336000,1921500,,147700,,,,,1456500,155600,2412400,24700,2101900,350400,2579600,,,344800,1913400,4864000,2375000
7/6/2023,17961400,9203000,6004500,9411600,3762800,3083300,4692900,4177600,6686100,7177900,9765000,2027200,5064100,9881400,13857300,1795600,4210200,9501500,1833300,5190700,,4555700,,1827500,,2070000,1138500,225900,,884400,15790300,20571000,4729800,1108400,1857100,2579900,,1254000,2765600,,164800,,,,,1332700,195200,3585600,21500,3010600,237200,3227700,,,399900,1442500,4922500,1934400
7/7/2023,21926600,6601300,7391700,23176800,4583000,4146500,5338700,4587300,6676000,10408800,11250300,2667800,13865900,24357100,18662100,2367700,5672800,9695500,2328400,9491800,,6491300,,1957600,,3614400,1784900,307600,,3210100,19752100,17520400,6667900,1575700,1865600,3166700,,1778700,3983200,,161200,,,,,2534200,328200,5342100,29700,4067000,269200,2550200,,,488700,1812700,8429900,2800500
7/10/2023,14877600,5167900,6405900,14817100,3095400,2582600,3785200,4199300,7988700,7770900,8200100,1748500,10005100,10596700,12628700,1740900,3514900,5793500,1587400,5317800,,5675800,,1558800,,2635500,1434200,179200,,1285300,20294000,16320000,5164700,1143600,1326200,2323000,,1683400,1985500,,149200,,,,,1406600,120400,1074500,21100,2688700,609200,2709300,,,413200,1571000,6435800,1988200
7/11/2023,12581100,5061500,5648800,18096600,2965100,2652600,3060700,3683400,10206000,7654900,14636200,1651400,14232100,14480800,14668700,1980400,8822300,8670800,2162500,6740700,,6108000,,1460800,,3015700,1590900,252000,,1313400,15178900,25435500,5382600,1191600,2203700,2306600,,1628500,3113900,,104900,,,,,1748700,161500,3345700,28200,2627300,568300,4856700,,,468500,2569000,19526700,2807300
7/12/2023,13238200,6464000,6229200,14304600,3658600,2395500,2374100,3032800,13714600,8360600,11581700,1864100,10014900,15123000,12062200,1946600,7743100,7640900,2066000,7674600,,6857100,,1870100,,2462900,1146500,441300,,2647300,20604400,26332600,4441900,1270700,1741900,2670900,,1452700,3512000,,138900,,,,,1551600,137800,3510500,28700,4567600,1398800,3867100,,,545800,2083000,6380700,2373700
7/13/2023,26826800,8143900,6054900,15775100,2846700,2374400,2886300,2966100,11050600,6832100,9794200,1557000,11088500,8721800,14160100,1612600,5971200,7168500,2138000,16593600,,4255600,,1324800,,3182200,1352600,379500,,1925600,14329400,27153500,5250800,1151300,3432300,3574400,,1366700,2617500,,318200,,,,,2441900,136800,2904700,26300,3038600,1135900,4158500,,,338300,2700000,5206900,1784000
7/14/2023,28165400,7051300,4737900,14419000,2735800,2007400,2865000,2335300,6643400,5203600,9835600,1470800,10050800,11249900,13301100,1590300,5631400,9693800,1743900,10445800,,2740700,,1560200,,2661400,1474300,283300,,1724800,14364200,21396200,4180900,1263900,2342300,2748000,,1334800,3197800,,153900,,,,,1967800,130000,2573800,33600,3065100,947700,4832400,,,240600,2016900,5395600,1809700
7/17/2023,18051300,4351700,4081400,13598700,2254900,2116300,3078300,2968600,5001200,8186700,6601200,1484800,7165300,11884900,12426500,1358400,3981700,6486700,1253000,11471600,,2346200,,1298800,,1942900,1460300,195900,,1370000,9254700,25418000,3847900,1482800,2005300,2058600,,994600,2608200,,143500,,,,,1377800,109900,1364600,24500,3313400,884200,1896700,,,294800,3575100,4678700,2212600
7/18/2023,24617800,6798700,4396800,11387000,3133600,2314100,2367500,2858500,5126500,11004000,10918100,1925800,10090600,10053500,12989100,1685400,4377000,9097000,1934900,7331900,,3690300,,1847000,,2506400,1083600,335800,,1650200,26846300,28798100,6066700,1322000,2653700,3190400,,2378600,4971700,,146800,,,,,2179800,116000,2511100,19700,4254100,528600,2249800,,,256200,2653000,4428500,1903200
7/19/2023,15556500,5653100,5408200,13074900,2185000,2883200,3052100,2797300,5400500,12991600,7568300,1691300,15315700,12294100,10726700,1265200,3503600,8251200,1336100,8189500,,4375600,,1785900,,2310200,2232200,291400,,1398200,11551400,17115700,4903900,1141300,2924800,1843600,,1568300,2311700,,150000,,,,,2903200,117400,1670700,27200,2883600,618900,2734300,,,374900,2094500,5607800,2264000
7/20/2023,15740200,5866600,6702300,9963500,2629500,3143100,2520300,3947000,4864300,10701500,5714600,1789100,16801600,16299700,10775000,1367200,3524900,8133600,2001200,6990100,,3078900,,1355500,,2264900,2185400,209400,,1015300,13369100,27939200,4861600,915700,1853200,1917600,,1356400,2988000,,116800,,,,,1734000,89800,1367600,24700,3703900,587000,3529000,,,414300,2194100,3721700,1332400
7/21/2023,17099600,8753500,4957000,16637900,2246100,2587400,2711700,3556400,4344700,23642100,6484000,2039800,10797600,16858600,15277700,1891800,4368600,9920200,4011400,7505700,,3588400,,1316200,,2014500,1505400,183700,,1334800,13469400,16050100,4938400,752500,1937100,1861300,,1011700,2384900,,75700,,,,,1064900,123300,1614300,18100,3010900,447600,2465500,,,739300,991800,5063100,1594400
7/24/2023,15090900,9722100,3999600,10596100,2598500,3079600,3691800,4398100,5640600,8685400,11878000,2615100,9980600,23654100,14894400,1934500,4544700,9024000,3024500,7104200,,3139700,,1517300,,2417100,1191100,262800,,1263200,17248200,14531200,5083800,879100,3165900,2433000,,1805100,3037800,,143500,,,,,2455200,232300,3711200,27100,2283300,1047500,3783100,,,402800,2310200,4557200,2285500
7/25/2023,14116100,6767600,3664700,10686100,2283900,2994700,2744600,3398200,4576000,7351400,10371700,2025300,8579900,14098200,12298100,1427800,4782200,5547000,2444400,6322100,,3411700,,5051000,,3117800,891400,214400,,1719200,9838800,18896400,4690200,1172400,3790700,2005700,,1331300,5429600,,102900,,,,,1922500,151800,2173800,21500,1799000,1114500,4287700,,,440300,2172100,3574500,1834100
7/26/2023,15159600,6056400,4006300,8113500,2879000,2863700,2687600,3849500,4586900,7789500,6861000,2569400,7207200,12260900,11948700,1182200,5387900,5078800,1298100,10743200,,5210600,,1162200,,1836700,1400200,457700,,5261700,10696600,22644500,6838400,817900,2457500,2282700,,1188000,3965200,,77100,,,,,2254600,180500,2324200,22400,2372900,888400,5384500,,,708300,1725600,4319300,1556500
7/27/2023,17677900,6470100,4568500,7791900,3090800,3027200,2925800,4422400,7467900,8116600,7804900,2801200,8023100,12299700,9196100,1636400,4127500,7478600,1558600,14128100,,8337700,,1172200,,2858900,2660500,364500,,2633900,12474600,21750600,11082800,998800,4214100,2704300,,1418700,3493400,,85500,,,,,1619300,218000,2739600,24100,3136800,1141300,3442900,,,366900,2042700,21182500,4149400
7/28/2023,17566400,6542300,3138800,7019900,3131900,2556500,2141100,2958600,5400300,5800200,6211300,1310300,6448100,9147000,7836600,1160000,2765300,5559400,1737000,7784500,,5648400,,919200,,2325500,1812100,182000,,1433000,9805100,18645000,6691200,3016900,8345300,2807700,,1223400,2948300,,177300,,,,,1717100,111900,2274200,15700,5374300,942300,3873600,,,311000,1631200,11178300,2035400
7/31/2023,24197000,13056300,4126100,8278400,2803900,4066100,3800800,4358800,6831200,6252100,9513700,2336300,8726200,11292000,8601400,1711300,3896500,6926000,2219800,7706600,,7001400,,1599700,,5122300,1452100,150400,,1384100,18255600,15134800,6340000,1079100,8489600,3692400,,1524900,3564100,,131500,,,,,2086000,233900,2106200,30500,3572800,634300,2159300,,,537700,1665000,20020000,1898600
8/1/2023,14177400,7531400,3308200,6930400,2587300,3491300,2694200,3344700,5521100,5300000,6603100,1583000,6478600,11198900,10049400,1998900,3050300,7363700,3894300,7153300,,5764300,,1284400,,2438300,1151000,180300,,1647200,20171200,19431400,6691000,2037900,4591400,8021700,,1272300,3411200,,181800,,,,,2087800,174100,3355200,22100,4942400,814000,5284200,,,843300,2113300,6517600,1357700
8/2/2023,13484100,7067100,4577800,6726900,3250400,4477300,4886000,4188700,6000500,5751300,11352600,1756500,6003300,10625800,11953600,4788400,5854500,21330900,2429800,6376100,,4536900,,2103600,,2151300,1516100,178000,,1219200,14037800,14852100,5460500,2321400,3649900,5032400,,1676200,2468200,,325300,,,,,1915700,99300,2858500,38000,3658300,888000,2304900,,,910800,4008300,5440900,1668000
8/3/2023,16280400,6680700,7285300,7387300,4302100,3716500,3510700,3445500,8534700,5120800,12127000,1681300,8055200,10592200,14212400,2527400,7393900,12952100,2520700,3548900,,3062100,,2418900,,1988300,1916200,114500,,1393800,11401400,29138600,5447600,1313000,2971600,4382200,,2243200,2675600,,233600,,,,,2444700,324100,2417200,39500,3476100,856900,4461500,,,383100,3357800,3084800,1747600
8/4/2023,14275700,10182300,6928700,7624800,5719600,3480100,2650300,2664700,7617900,5642700,14318600,1679800,8514700,11428500,12380600,2015100,7137500,11881800,1640300,3102100,,3023300,,1835500,,2312800,1009400,112800,,1362700,10853200,34040500,4993400,1704500,4881700,2313600,,1593300,3114700,,236200,,,,,1978100,157200,4661800,61500,3871400,1126200,5089600,,,459800,1825400,3952600,1496000
8/7/2023,12410800,13927400,3635100,5956400,3865100,4106300,2982000,3045800,4119700,5232400,8879200,1222400,5471600,7215300,11530000,1326600,3076900,6614000,1416700,3239500,,4920400,,1190700,,3257300,1136600,146000,,895700,15207800,21641000,4479300,1379400,3140700,2764300,,1451300,2527500,,160800,,,,,1451600,279100,1928900,38600,1778100,1159800,3533500,,,339000,3453800,3058700,1677900
8/8/2023,14065600,6451300,4281300,7751000,2958900,4232200,2865000,4119000,5682200,4898900,7304600,1574600,6971800,9324700,10131900,1303900,5452900,6899400,1942300,12407800,,2946700,,1463000,,3240200,1356500,198200,,1035400,14415300,24757500,4169200,1922000,2804800,2712800,,1831500,1949500,,191100,,,,,1275900,212500,2508800,31400,2980100,1435600,5498800,,,356200,8138500,2334300,1820600
8/9/2023,19919600,10531500,4818800,11975900,3389200,4779300,3864800,3898000,8472600,5588300,10757500,1853000,9005800,11368200,11956800,1564000,5970800,7379700,2306600,3697600,,3578200,,1739700,,2867700,1110000,185400,,1299800,13885600,20378800,6235900,1561900,3838100,4010500,,2079500,2288300,,321900,,,,,1953200,255900,5551400,30100,2744900,2440600,2181300,,,248300,1833500,2168600,1582700
8/10/2023,15837200,8647100,3589300,8857100,2342900,4137200,2587700,3738700,5949600,6220100,7611100,1060000,6919500,12724800,11372400,1478600,3617200,6296900,1668300,4859500,,2408600,,1307200,,2226900,1378800,177000,,1053800,26100000,19858600,6565200,1344000,3508300,3123300,,1473200,2462100,,253800,,,,,1109100,206000,6574500,28800,2420900,806300,1876900,,,291400,1560300,7172900,1369500
8/11/2023,14043700,6680300,3771200,7090900,1845100,4394600,2557800,3411400,4572100,5137100,17104800,1018700,6465300,13074200,10502700,1576300,4154400,9470900,1646900,3415100,,2760800,,1597600,,1856800,1029100,120000,,936000,20574700,18171000,4116700,1230100,2432300,2215500,,1162700,2044700,,197100,,,,,1032700,192700,2593500,34300,2086500,1036400,1714700,,,319100,1311200,6762800,1192300
8/14/2023,12973400,6060100,4252400,5736400,1438900,3440300,3043900,3410300,5002300,4881200,7953300,1459000,5140100,10775200,8461400,1291800,3319300,6192200,1347900,2159500,,2887100,,955200,,1913600,1103600,152800,,880800,10508900,14460600,3671300,1315900,2043100,2224600,,990800,2180400,,218400,,,,,987100,531800,2961400,32600,2109900,1240600,3085900,,,352400,1462200,10263100,1551600
8/15/2023,14909600,7876500,4214900,6040000,1598200,5569500,5087600,4969600,4711800,4530000,7857300,1094000,5698200,13509100,7309500,1242300,3948400,7083500,1713900,5479100,,1654600,,1795100,,1942800,1274100,156100,,839200,10015300,14563000,4889900,1366000,3091100,2541400,,1348300,1997200,,94500,,,,,1368400,348800,2773000,33400,1833800,1165200,3933900,,,289400,1130400,4190800,1124200
8/16/2023,13695100,7920500,3767200,6234300,1820000,3623300,3904400,3502600,6196900,5074700,7805700,1614700,7092200,11428500,7063200,1480600,3361000,6439900,1564600,4614100,,2318900,,1575600,,2605200,847000,135700,,2492000,11060400,16108300,4110000,2018400,2996800,2828500,,1637600,1915500,,133400,,,,,1376000,240600,2466100,23900,2014400,1360100,5584400,,,5065000,2654100,3291700,1569700
8/17/2023,16709500,8270500,4044700,5925600,1837500,3351400,4704400,3311100,4924500,5196700,7863000,1203000,4501500,9514700,11933000,1563300,3345200,5943000,1166300,3727600,,3636900,,2021300,,3269600,1066300,115300,,1887900,11514600,21939100,5015200,8740000,2737300,2529200,,1668200,2380800,,156700,,,,,1434000,335900,1381900,30400,1643900,731400,4642400,,,1720000,1781700,1901600,1746100
8/18/2023,16218400,5998600,4266100,7095100,2045400,3154100,4895500,3010700,4328000,4119000,7508800,1017400,6628900,19614900,10304700,1271900,3379400,6299200,1465700,2154100,,3373600,,1488900,,2182400,1140600,196400,,1501100,10905000,20637400,6291500,20392500,2964600,2650700,,1814500,1478600,,96100,,,,,1254400,295500,1306800,38100,1802700,677100,5923300,,,1343200,2519200,2390700,2476900
8/21/2023,11092400,6802300,3271600,6269300,1627400,3495100,2662600,3734000,5960600,3910100,6809800,1483500,6803600,9743900,12166100,1455000,2603800,6526700,2390900,2329000,,3385700,,1037800,,1782500,898700,128700,,1479500,8766900,15092200,3802000,2515400,2693500,3192500,,1794400,1508200,,116300,,,,,1942600,235900,1646500,31500,2031100,574900,4723400,,,616000,1174400,4146100,1752000
8/22/2023,10520800,6081700,3195900,8609900,1893000,2330400,2220800,2563800,5780800,4067300,5121900,1255600,7405700,9087100,8637900,1206700,3710800,4688000,1384300,2746900,,3249100,,846100,,1509800,741700,142600,,1330800,13653400,14040400,3752500,2087500,2471100,2850800,,1519400,1456500,,136900,,,,,1127800,226300,1448100,19000,1525200,403500,2283100,,,520500,1532600,2327500,1564700
8/23/2023,11435600,4975600,3136700,10717600,1708200,3645600,2027400,4025800,6137000,4288700,8758500,1613800,6202600,9330200,8305600,1412100,4607700,5748500,1876300,2528100,,3168000,,1188200,,1577600,988100,159000,,889200,12870400,12267100,5374700,1476400,2112400,2644000,,1164500,1719300,,128500,,,,,1078100,240800,2363500,18200,2513500,516200,3314000,,,496500,1099600,2829900,1645800
8/24/2023,10818500,5989600,3538500,6685900,2811100,2888200,1713600,2764700,4446700,4935500,6267100,1409800,4365000,8286300,8305000,1098100,2737600,5261800,2932500,2893500,,2650800,,942300,,1941700,952600,232000,,990900,12855100,16376900,3577100,1470800,3623100,2852500,,1038000,2291800,,230400,,,,,1212600,267500,1116800,17200,2477300,551200,3046200,,,498500,1223300,2903800,3780100
8/25/2023,13579300,5291800,3710300,8619100,2417400,4481100,2262100,5167200,4247500,3447000,6790000,1091300,5922600,9150200,9412700,1306500,2577700,10108500,1598200,2754800,,2176400,,1278200,,2239200,1441200,121900,,1600900,9460600,17243000,3019800,1061700,4097500,1271400,,1478500,1624600,,155700,,,,,1292000,268500,2571300,21600,1985100,483200,3725800,,,576800,911600,2258700,1091200
8/28/2023,10382100,4386100,2821600,4813200,1836100,2520300,1702200,2680100,4003800,4512200,4840300,1150100,4747900,8576500,7299300,795300,2110400,4757700,1237900,4286800,,3057300,,724800,,1342800,879800,122900,,910900,10523700,12851600,3080800,1147700,1931700,2168100,,905000,1363600,,87700,,,,,1190600,312300,1000500,15000,1817900,343700,2775400,,,304900,1107100,2311600,1132400
8/29/2023,9665000,5374800,3213700,4911000,2175000,2673600,1933200,3041800,3932000,5790700,5509500,963900,3945200,8043400,8090000,1361800,2896400,4677800,1175100,3163700,,2857000,,1162800,,1733900,822200,90400,,801500,11830600,10794700,3582700,853600,2264500,1659100,,937500,1112500,,95400,,,,,880900,267200,1151200,14200,1292200,1067500,3949700,,,466700,1349700,2983800,1455900
8/30/2023,11922100,5534900,2847500,5843100,1642100,2539300,2113400,3167900,4164200,6897800,4714500,798400,7221600,6643500,7169400,1499400,2589400,4350300,1518000,4592900,,3191400,,902700,,1896000,915000,104400,,1278700,13767700,8340200,3268400,1466000,1926300,2921600,,1506900,1061500,,128000,,,,,1194100,454900,921900,27600,2149100,762900,2778600,,,405200,905700,2623600,2769400
8/31/2023,17479800,7003700,4395700,10102500,2757400,5114500,3086400,4154100,10242300,10010600,10915100,1826500,8361600,14961400,9141600,1466300,2777200,6783900,1370600,3512000,,2320100,,1163000,,3436400,1325600,136200,,1131500,9465400,19941500,4294900,1440200,2393000,4189600,,1447900,2897700,,235100,,,,,1734100,319800,2133700,66300,3708700,745000,2779400,,,752700,2519400,3445600,2308100
9/1/2023,14828400,6660400,6395400,6898600,2462000,3027600,2785800,2997900,5250200,8386300,9020000,1476600,8617600,14536500,9783200,3934100,3418600,9331800,2555000,2770800,,3394400,,1606100,,2897500,1220800,260800,,1065700,19472600,18142800,3332900,1753900,1820800,3508300,,1231200,2722600,,208100,,,,,1480000,332200,3010000,55500,2954700,340900,2722800,,,976400,1232000,2440200,1380000
9/5/2023,18304000,9755800,5785700,8428600,3737700,3080900,2327000,2997600,6534700,9233700,15600800,1293000,8428300,11637500,9553000,1849400,4229400,8350700,2018700,8562800,,3272500,,1666400,,2414500,1308100,349600,,1214100,17272900,12929400,3943400,1719700,3212700,2669400,,1770400,2118500,,189200,,,,,1669000,535800,2539200,56400,3172700,1023800,3479600,,,572500,4076800,3678400,1497000
9/6/2023,13325500,7195500,4664000,9299800,2015400,2593800,1764200,3163400,8081700,7775400,8177800,1430100,5467800,17046800,9194600,1222900,3448300,5102700,2533900,8064400,,3069700,,1600800,,4068200,1060100,205200,,922300,18765400,12779700,3527300,1960200,2600000,2543700,,890200,2294900,,254300,,,,,1179300,265300,1870700,31500,2405700,1501100,5859800,,,478200,2057500,3349100,2722700
9/7/2023,13248500,7925900,3503900,7867600,1588700,3641400,3348800,3691500,6450200,8073400,6617500,1958600,7347200,18928600,10842200,1852000,3805500,7234400,1840700,7318100,,5588200,,1835200,,5663700,1335500,157600,,1348300,18040400,16236800,4345200,1852200,2821400,2464700,,1464100,2160800,,222400,,,,,1236400,498100,2017400,29000,2533200,1676100,4198800,,,547700,1613000,2328500,3135700
9/8/2023,14283200,7434400,4368400,8323600,2398300,4432100,4711200,5146900,6114500,8085100,6346600,1639300,9033800,14738400,9597700,1227400,4311400,5123400,1414800,8620400,,5262100,,1182400,,3357700,1779000,156700,,1268500,8186900,15012600,3891900,1460100,868800,3254700,,2212600,1868300,,99200,,,,,1301000,335800,1733100,30400,2398300,1469900,4158000,,,410800,3452200,3645800,1227400
9/11/2023,14383600,7155100,4294500,8392300,2831300,3803000,3105400,5554700,5282500,6655600,7917300,1689200,6512500,11932600,16014400,2012300,3557900,12427600,2383900,6528300,,3482300,,1156100,,2727700,1514500,206000,,1709600,8563300,12178100,4563200,1124500,2109600,5305600,,2210600,1786400,,171600,,,,,1965200,274000,1980100,33400,9055900,1532600,3750600,,,411100,2625700,3362600,2000600
9/12/2023,20145800,7521100,4486600,11476400,2442200,2841200,4229600,4273900,4599200,8937300,11441800,1332900,8072900,12424300,9792500,1802200,2914100,8137200,2837700,6185200,,4172400,,1139500,,3909600,1502500,168500,,1470500,27499700,13170400,3493200,1360700,2453900,3445800,,1177900,1838100,,228100,,,,,1896400,278600,4170200,23400,10265500,4088000,2023200,,,686400,2272900,3608600,2412200
9/13/2023,13472800,5759500,3879700,7914300,1963400,3177200,2779400,3184900,4134900,7171100,9142900,2451400,6227900,10211200,11109900,2061600,11134700,7766900,1322200,14021500,,4136900,,1143100,,3478200,1886600,220900,,1071200,15655200,15211300,2785300,1453600,1928700,2304900,,1729800,1995600,,200100,,,,,1373200,985200,2403000,26400,5220900,1175300,2576400,,,429000,1912900,3588900,2054800
9/14/2023,15210700,8822800,4686200,6862500,2370000,3526400,2526300,3737600,4744200,6567500,9851300,2666100,5731900,12161700,12940100,1862800,5219800,9639000,1488800,10749100,,4369800,,950500,,4497300,1291200,228700,,1068700,17990800,17873300,3369300,1498900,3410500,2683500,,1349900,2264900,,121100,,,,,1601400,5745700,3584100,27500,3061900,1280900,4627500,,,443300,2158400,4568300,1828400
9/15/2023,34545100,17266500,12420400,19777100,4879800,11616600,9304500,8060400,10846500,12204900,23121300,2770400,11070400,28356000,18333600,2369500,9349600,26174300,3350700,22718600,,10400500,,3447900,,7156300,5462600,519100,,2692300,28210600,26391900,9398300,2614900,5398200,7913100,,8010400,5381700,,438200,,,,,6472300,1371400,7338600,73500,7047900,2509800,6122300,,,3144300,5315100,6895800,3826200
9/18/2023,14045300,7027600,4945300,6232100,1998900,3003600,2237500,4418400,4554900,7906700,7746800,1321200,5135200,13265000,8817400,1538700,3345500,9265500,1018200,10856600,,3236800,,1291200,,4689600,1089800,410900,,1220200,16006700,32849800,3255900,1121200,1622800,3296400,,1553700,2218900,,152200,,,,,1589900,551400,2230600,20100,2363600,1761700,2220200,,,749000,1500000,3431900,1928000
9/19/2023,12562900,6615100,4190700,9067700,3671700,4507700,2970100,4568700,5109500,7427200,8150900,1601400,7511600,13821500,10306300,1698700,2464900,9549400,1117900,12294800,,3340700,,1231700,,4403300,1152300,186400,,1307100,16149200,19760500,3481600,973600,1633800,3950700,,1445700,1840400,,116800,,,,,1303600,680000,1840200,31100,2580000,1709100,3757400,,,723300,3476900,2538800,1983000
9/20/2023,11879900,5939100,3444600,5351100,3818600,2538500,2491400,3719700,4624500,6240300,6735500,1625900,4928300,8536200,9387200,1629100,3287700,10362300,1378100,8085300,,2680000,,1274000,,5947400,1195800,232400,,1620700,14623900,15220300,5368000,776600,2386700,4807400,,1406200,1950800,,127300,,,,,2029300,740600,1775200,40000,2772700,1555900,3852200,,,979500,3509300,3394700,1355200
9/21/2023,14400600,7150000,4470700,6841600,3614100,4152000,2730800,6812000,5504300,7114700,10245400,1803700,5243200,12831500,12854900,2356500,3039000,13741800,2660800,4295500,,2488700,,1532500,,8684000,1018900,197000,,1043200,12644400,15182800,4869100,1480200,1959300,3809000,,1168700,2059800,,214200,,,,,1434700,700300,1683600,38700,2290500,2175800,4849000,,,1237400,2873000,3503400,1819300
9/22/2023,13197300,5963000,3641100,5979000,3222700,2809100,2426300,4114700,5599700,5006000,7146300,1543500,4673800,11579400,11662800,1691600,2197700,8357000,1367300,4785400,,2046500,,1278900,,15192600,933100,257700,,1005600,11576800,9689300,2651200,1000100,2179600,2290200,,1343000,2117500,,148100,,,,,1408300,640500,1635300,22500,4289500,10239000,21175700,,,4479800,13900000,3445200,3401000
9/25/2023,11316000,5510000,3291300,6279300,2710600,2123700,2499100,3241900,4871000,5353800,6234000,1306800,4243700,11773100,10480900,1467500,1892700,10594900,1974600,4703800,,2187500,,1533300,,59253300,605900,151500,,750900,15514100,10062400,4151300,702300,1884400,2041800,,741100,2397100,,209400,,,,,992500,452600,2720600,17100,1917700,2602700,8507500,,,1486100,5923900,3428300,2231600
9/26/2023,11805400,5659200,5204500,5796100,3382000,3004800,2350800,4936800,7772700,6450200,6196300,1965000,5599300,12834900,10649800,1876600,2827700,8722300,1392300,7081200,,3503700,,1470700,,8473900,901100,170100,,1206300,13512200,21401500,5393000,1171600,1958500,3602400,,1127300,2948300,,205200,,,,,1210900,638300,1558900,38100,2404100,1099100,4232500,,,847100,1961000,3969600,2769700
9/27/2023,23976200,9124400,5364100,7663100,2735000,2709800,2793800,3644000,5594800,6932300,11679100,3103600,5787200,12839700,13809500,2322100,4192200,12027900,3027800,7239700,,5073900,,1751500,,8827800,1407200,157700,,2723700,15392900,18565000,4847400,1271900,1995900,6685700,,1294700,3008100,,203700,,,,,3167000,672800,3940500,33300,3049200,1501100,4311700,,,628100,1997400,3633500,3265300
